"Age";"Status";"Studies";"YearsOfExperience";Length;Level;Distance_from_Center;Correct;number_of_given_answers;expected_answer;given_answer;is_correct;time_in_milliseconds;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";6;4;0;1;1;3;3;true;4384;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";4;4;0;1;1;2;2;true;4533;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";6;6;2;1;1;6;6;true;1688;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";Dynamic;1;3;1;1;1;1;true;1047;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";4;6;2;1;1;1;1;true;1220;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";10;3;1;1;1;6;6;true;1590;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";8;5;1;1;1;3;3;true;1534;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";8;1;3;1;1;2;2;true;1333;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";10;5;1;1;1;7;7;true;1591;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";Dynamic;6;2;1;1;5;5;true;3852;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";6;4;0;1;1;1;1;true;1522;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";10;5;1;1;1;4;4;true;1384;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";2;4;0;1;1;1;1;true;2972;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";10;5;1;1;1;6;6;true;1457;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";Dynamic;1;3;1;1;5;5;true;2068;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";2;6;2;1;1;5;5;true;3055;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";2;6;2;1;1;4;4;true;1707;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";6;2;2;1;1;6;6;true;2280;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";Dynamic;4;0;1;1;2;2;true;1602;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";2;1;3;1;1;5;5;true;1689;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";6;7;3;1;1;6;6;true;1335;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";10;1;3;1;1;5;5;true;1197;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";4;3;1;1;1;5;5;true;3578;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";6;1;3;1;1;3;3;true;1861;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";8;5;1;1;1;2;2;true;1324;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";6;2;2;1;1;7;7;true;2531;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";8;3;1;1;1;2;2;true;1280;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";8;4;0;1;1;2;2;true;2262;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";8;1;3;1;1;1;1;true;1789;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";8;6;2;1;1;4;4;true;1660;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";8;7;3;1;1;3;3;true;1627;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";8;5;1;1;1;1;1;true;1171;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";4;6;2;1;1;3;3;true;1715;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";10;3;1;1;1;1;1;true;1076;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";10;6;2;1;1;1;1;true;1090;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";10;7;3;1;1;1;1;true;999;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";10;6;2;1;1;7;7;true;1294;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";8;6;2;1;1;1;1;true;1135;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";2;1;3;1;1;2;2;true;1234;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";4;4;0;1;1;7;7;true;6766;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";2;1;3;1;1;6;6;true;2278;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";8;3;1;1;1;3;3;true;1346;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";8;3;1;1;1;1;1;true;1065;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";10;7;3;1;1;4;4;true;1525;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";2;2;2;1;1;7;7;true;1894;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";2;3;1;1;1;3;3;true;2078;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";10;4;0;1;1;3;3;true;2598;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";6;6;2;1;1;3;3;true;1524;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";8;6;2;1;1;5;5;true;1059;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";4;6;2;0;1;5;4;false;2534;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";4;3;1;1;1;1;1;true;2024;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";2;5;1;1;1;4;4;true;3165;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";4;1;3;1;1;5;5;true;1401;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";4;1;3;1;1;6;6;true;1264;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";10;2;2;1;1;3;3;true;1859;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";10;4;0;1;1;5;5;true;2410;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";6;2;2;1;1;6;6;true;1741;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";Dynamic;2;2;1;1;3;3;true;1430;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";4;5;1;1;1;4;4;true;1623;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";10;6;2;1;1;4;4;true;2602;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";6;5;1;1;1;1;1;true;1336;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";2;2;2;1;1;1;1;true;1997;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";2;1;3;1;1;5;5;true;1351;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";6;5;1;1;1;6;6;true;1849;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";10;4;0;1;1;1;1;true;1643;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";4;7;3;1;1;1;1;true;1049;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";Dynamic;6;2;1;1;2;2;true;1317;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";2;6;2;1;1;2;2;true;1844;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";Dynamic;5;1;1;1;2;2;true;2130;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";10;5;1;1;1;3;3;true;1956;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";Dynamic;4;0;1;1;2;2;true;1259;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";6;1;3;1;1;2;2;true;1279;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";6;7;3;1;1;5;5;true;1301;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";10;7;3;1;1;4;4;true;1313;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";10;2;2;1;1;4;4;true;1380;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";4;1;3;1;1;2;2;true;1271;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";2;3;1;1;1;2;2;true;1710;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";6;4;0;1;1;5;5;true;3517;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";4;6;2;1;1;2;2;true;1489;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";10;3;1;1;1;1;1;true;1174;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";Dynamic;2;2;1;1;3;3;true;1263;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";2;5;1;1;1;7;7;true;3481;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";Dynamic;2;2;1;1;3;3;true;1319;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";Dynamic;6;2;1;1;7;7;true;1456;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";2;3;1;1;1;4;4;true;2040;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";Dynamic;3;1;1;1;4;4;true;1295;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";4;7;3;1;1;5;5;true;1278;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";8;2;2;1;1;6;6;true;1412;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";Dynamic;5;1;1;1;2;2;true;1441;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";4;5;1;1;1;7;7;true;2084;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";10;6;2;1;1;2;2;true;1045;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";4;3;1;1;1;5;5;true;1993;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";6;1;3;1;1;4;4;true;1514;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";8;7;3;1;1;1;1;true;922;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";2;5;1;1;1;5;5;true;2952;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";4;5;1;1;1;3;3;true;3453;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";2;2;2;1;1;6;6;true;1942;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";8;7;3;1;1;2;2;true;1009;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";8;1;3;1;1;1;1;true;1055;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";10;7;3;1;1;7;7;true;1337;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";Dynamic;3;1;1;1;7;7;true;1292;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";2;7;3;1;1;7;7;true;1445;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";4;2;2;1;1;2;2;true;1291;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";8;3;1;1;1;4;4;true;2466;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";8;5;1;1;1;2;2;true;3526;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";Dynamic;1;3;1;1;7;7;true;1259;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";6;5;1;1;1;5;5;true;1718;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";Dynamic;7;3;1;1;5;5;true;2150;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";4;7;3;1;1;7;7;true;1387;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";2;7;3;1;1;7;7;true;1435;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";6;3;1;1;1;1;1;true;2009;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";4;3;1;1;1;7;7;true;2879;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";4;3;1;1;1;3;3;true;2028;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";8;2;2;1;1;5;5;true;2359;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";Dynamic;2;2;1;1;7;7;true;1276;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";4;2;2;1;1;1;1;true;1494;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";10;1;3;1;1;7;7;true;1603;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";Dynamic;6;2;1;1;7;7;true;2398;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";8;4;0;1;1;1;1;true;2395;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";8;4;0;1;1;3;3;true;2659;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";10;3;1;1;1;5;5;true;1554;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";Dynamic;4;0;1;1;3;3;true;2129;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";2;7;3;1;1;6;6;true;1619;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";8;7;3;1;1;1;1;true;984;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";2;4;0;0;1;5;4;false;5623;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";Dynamic;5;1;1;1;3;3;true;1775;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";Dynamic;7;3;1;1;3;3;true;2968;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";Dynamic;7;3;1;1;1;1;true;1120;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";Dynamic;7;3;1;1;2;2;true;1623;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";6;3;1;1;1;5;5;true;3500;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";10;7;3;1;1;6;6;true;1382;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";4;1;3;1;1;6;6;true;3007;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";6;2;2;1;1;1;1;true;1904;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";6;6;2;1;1;5;5;true;1990;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";4;2;2;1;1;3;3;true;3670;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";10;5;1;1;1;4;4;true;1447;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";8;4;0;1;1;5;5;true;1434;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";10;3;1;1;1;4;4;true;1266;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";10;2;2;1;1;7;7;true;1495;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";8;2;2;1;1;1;1;true;1186;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";Dynamic;7;3;1;1;7;7;true;1999;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";6;7;3;1;1;1;1;true;1075;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";2;7;3;1;1;3;3;true;1495;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";Dynamic;4;0;1;1;5;5;true;1274;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";Dynamic;5;1;1;1;1;1;true;1259;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";Dynamic;3;1;1;1;2;2;true;1125;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";2;2;2;1;1;5;5;true;2283;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";6;1;3;1;1;2;2;true;1290;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";Dynamic;1;3;1;1;1;1;true;944;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";Dynamic;3;1;1;1;4;4;true;1174;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";10;4;0;1;1;2;2;true;1069;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";Dynamic;4;0;1;1;3;3;true;1553;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";2;1;3;1;1;2;2;true;1243;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";6;4;0;1;1;2;2;true;1202;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";8;6;2;1;1;7;7;true;1340;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";2;5;1;0;1;4;6;false;4207;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";6;6;2;1;1;2;2;true;1430;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";8;2;2;1;1;2;2;true;1111;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";8;7;3;1;1;4;4;true;2359;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";Dynamic;6;2;1;1;5;5;true;1324;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";4;4;0;1;1;7;7;true;2981;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";4;2;2;1;1;2;2;true;1368;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";4;5;1;1;1;1;1;true;1826;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";8;1;3;1;1;6;6;true;1500;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";10;6;2;1;1;7;7;true;1629;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";10;2;2;1;1;4;4;true;1656;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";2;3;1;1;1;2;2;true;2065;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";8;1;3;1;1;4;4;true;1289;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";2;3;1;1;1;7;7;true;2561;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";6;3;1;1;1;4;4;true;2734;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";6;1;3;1;1;6;6;true;1533;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";6;2;2;1;1;5;5;true;2039;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";Dynamic;3;1;1;1;3;3;true;1338;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";4;1;3;1;1;3;3;true;2010;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";6;3;1;1;1;4;4;true;1635;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";Dynamic;1;3;1;1;7;7;true;1451;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";6;3;1;1;1;3;3;true;2313;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";6;7;3;1;1;3;3;true;1404;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";8;3;1;1;1;1;1;true;1403;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";4;2;2;1;1;4;4;true;2034;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";8;6;2;1;1;3;3;true;1490;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";4;7;3;1;1;6;6;true;1423;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";Dynamic;5;1;1;1;1;1;true;1378;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";6;5;1;1;1;4;4;true;1866;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";8;2;2;1;1;5;5;true;1601;
"between 25 and (excluding) 30";"Professional software developer";"I do not study";"more than 5 years";6;4;0;1;1;4;4;true;2092;
