"Age";"Status";"Studies";"YearsOfExperience";Length;Level;Distance_from_Center;Correct;number_of_given_answers;expected_answer;given_answer;is_correct;time_in_milliseconds;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";Dynamic;6;2;1;1;5;5;true;1534;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";6;4;0;1;1;1;1;true;2201;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";10;5;1;1;1;4;4;true;1668;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";2;4;0;1;1;1;1;true;2505;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";10;5;1;1;1;6;6;true;2108;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";Dynamic;1;3;1;1;5;5;true;1293;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";2;6;2;1;1;5;5;true;1220;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";2;6;2;1;1;4;4;true;1257;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";6;2;2;1;1;6;6;true;1586;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";Dynamic;4;0;1;1;2;2;true;2891;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";2;1;3;1;1;5;5;true;1149;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";6;7;3;1;1;6;6;true;1381;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";10;1;3;1;1;5;5;true;876;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";4;3;1;1;1;5;5;true;1629;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";6;1;3;1;1;3;3;true;1263;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";8;5;1;0;1;2;5;false;1269;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";6;2;2;1;1;7;7;true;1772;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";8;3;1;1;1;2;2;true;1826;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";8;4;0;1;1;2;2;true;3744;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";8;1;3;1;1;1;1;true;1168;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";8;6;2;1;1;4;4;true;2200;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";8;7;3;1;1;3;3;true;908;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";8;5;1;1;1;1;1;true;1216;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";4;6;2;1;1;3;3;true;1194;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";10;3;1;1;1;1;1;true;1992;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";10;6;2;1;1;1;1;true;1216;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";10;7;3;1;1;1;1;true;1035;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";10;6;2;1;1;7;7;true;1440;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";8;6;2;1;1;1;1;true;959;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";2;1;3;1;1;2;2;true;1178;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";4;4;0;1;1;7;7;true;2861;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";2;1;3;1;1;6;6;true;1431;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";8;3;1;1;1;3;3;true;1688;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";8;3;1;1;1;1;1;true;1197;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";10;7;3;1;1;4;4;true;1216;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";2;2;2;1;1;7;7;true;2140;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";2;3;1;1;1;3;3;true;2277;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";10;4;0;1;1;3;3;true;3071;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";6;6;2;1;1;3;3;true;1235;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";8;6;2;1;1;5;5;true;1238;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";4;6;2;1;1;5;5;true;1309;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";4;3;1;1;1;1;1;true;1566;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";2;5;1;1;1;4;4;true;1717;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";4;1;3;1;1;5;5;true;1133;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";4;1;3;1;1;6;6;true;1141;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";10;2;2;1;1;3;3;true;1326;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";10;4;0;1;1;5;5;true;2290;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";6;2;2;1;1;6;6;true;1421;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";Dynamic;2;2;1;1;3;3;true;1876;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";4;5;1;1;1;4;4;true;1957;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";10;6;2;1;1;4;4;true;2063;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";6;5;1;1;1;1;1;true;1711;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";2;2;2;1;1;1;1;true;1434;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";2;1;3;1;1;5;5;true;1205;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";6;5;1;1;1;6;6;true;2270;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";10;4;0;1;1;1;1;true;2810;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";4;7;3;1;1;1;1;true;1047;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";Dynamic;6;2;1;1;2;2;true;1042;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";2;6;2;1;1;2;2;true;953;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";Dynamic;5;1;1;1;2;2;true;1355;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";10;5;1;1;1;3;3;true;1337;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";Dynamic;4;0;1;1;2;2;true;2544;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";6;1;3;1;1;2;2;true;1137;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";6;7;3;1;1;5;5;true;2108;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";10;7;3;1;1;4;4;true;1262;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";10;2;2;1;1;4;4;true;1496;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";4;1;3;1;1;2;2;true;1083;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";2;3;1;1;1;2;2;true;1555;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";6;4;0;1;1;5;5;true;2222;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";4;6;2;1;1;2;2;true;1264;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";10;3;1;1;1;1;1;true;1432;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";Dynamic;2;2;1;1;3;3;true;1048;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";2;5;1;1;1;7;7;true;2468;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";Dynamic;2;2;1;1;3;3;true;1028;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";Dynamic;6;2;1;1;7;7;true;1765;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";2;3;1;1;1;4;4;true;1655;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";Dynamic;3;1;1;1;4;4;true;1975;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";4;7;3;1;1;5;5;true;1120;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";8;2;2;1;1;6;6;true;1731;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";Dynamic;5;1;1;1;2;2;true;1922;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";4;5;1;1;1;7;7;true;3339;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";10;6;2;1;1;2;2;true;1081;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";4;3;1;1;1;5;5;true;1561;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";6;1;3;1;1;4;4;true;1102;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";8;7;3;1;1;1;1;true;829;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";2;5;1;1;1;5;5;true;1278;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";4;5;1;1;1;3;3;true;1398;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";2;2;2;1;1;6;6;true;1483;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";8;7;3;1;1;2;2;true;876;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";8;1;3;1;1;1;1;true;921;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";10;7;3;1;1;7;7;true;1196;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";Dynamic;3;1;1;1;7;7;true;1478;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";2;7;3;1;1;7;7;true;1471;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";4;2;2;1;1;2;2;true;1056;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";8;3;1;1;1;4;4;true;1691;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";8;5;1;1;1;2;2;true;1217;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";Dynamic;1;3;1;1;7;7;true;1209;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";6;5;1;1;1;5;5;true;1419;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";Dynamic;7;3;1;1;5;5;true;1017;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";4;7;3;1;1;7;7;true;1577;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";2;7;3;1;1;7;7;true;1297;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";6;3;1;1;1;1;1;true;1660;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";4;3;1;1;1;7;7;true;1691;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";4;3;1;1;1;3;3;true;1315;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";8;2;2;1;1;5;5;true;1648;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";Dynamic;2;2;1;1;7;7;true;1155;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";4;2;2;1;1;1;1;true;929;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";10;1;3;1;1;7;7;true;1241;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";Dynamic;6;2;1;1;7;7;true;1501;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";8;4;0;1;1;1;1;true;3615;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";8;4;0;1;1;3;3;true;2474;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";10;3;1;1;1;5;5;true;1656;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";Dynamic;4;0;1;1;3;3;true;2668;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";2;7;3;1;1;6;6;true;1610;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";8;7;3;1;1;1;1;true;851;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";2;4;0;1;1;5;5;true;2562;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";Dynamic;5;1;1;1;3;3;true;1608;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";Dynamic;7;3;1;1;3;3;true;1713;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";Dynamic;7;3;1;1;1;1;true;840;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";Dynamic;7;3;1;1;2;2;true;808;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";6;3;1;1;1;5;5;true;1653;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";10;7;3;1;1;6;6;true;1262;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";4;1;3;1;1;6;6;true;1486;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";6;2;2;1;1;1;1;true;1068;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";6;6;2;1;1;5;5;true;1228;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";4;2;2;1;1;3;3;true;1116;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";10;5;1;1;1;4;4;true;1678;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";8;4;0;1;1;5;5;true;1958;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";10;3;1;1;1;4;4;true;1980;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";10;2;2;1;1;7;7;true;1754;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";8;2;2;1;1;1;1;true;995;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";Dynamic;7;3;1;1;7;7;true;1169;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";6;7;3;1;1;1;1;true;729;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";2;7;3;1;1;3;3;true;823;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";Dynamic;4;0;1;1;5;5;true;2528;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";Dynamic;5;1;1;1;1;1;true;1709;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";Dynamic;3;1;1;1;2;2;true;1340;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";2;2;2;1;1;5;5;true;1137;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";6;1;3;1;1;2;2;true;901;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";Dynamic;1;3;1;1;1;1;true;802;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";Dynamic;3;1;1;1;4;4;true;1001;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";10;4;0;1;1;2;2;true;2050;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";Dynamic;4;0;1;1;3;3;true;2121;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";2;1;3;1;1;2;2;true;1029;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";6;4;0;1;1;2;2;true;2024;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";8;6;2;1;1;7;7;true;1469;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";2;5;1;1;1;4;4;true;1176;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";6;6;2;1;1;2;2;true;1208;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";8;2;2;1;1;2;2;true;845;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";8;7;3;1;1;4;4;true;909;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";Dynamic;6;2;1;1;5;5;true;1041;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";4;4;0;1;1;7;7;true;2654;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";4;2;2;1;1;2;2;true;1082;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";4;5;1;1;1;1;1;true;1613;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";8;1;3;1;1;6;6;true;1479;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";10;6;2;1;1;7;7;true;1688;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";10;2;2;1;1;4;4;true;1026;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";2;3;1;1;1;2;2;true;1334;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";8;1;3;1;1;4;4;true;1183;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";2;3;1;1;1;7;7;true;1573;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";6;3;1;1;1;4;4;true;1494;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";6;1;3;1;1;6;6;true;1155;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";6;2;2;1;1;5;5;true;1279;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";Dynamic;3;1;1;1;3;3;true;1534;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";4;1;3;1;1;3;3;true;981;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";6;3;1;1;1;4;4;true;1403;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";Dynamic;1;3;1;1;7;7;true;1071;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";6;3;1;1;1;3;3;true;1396;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";6;7;3;1;1;3;3;true;983;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";8;3;1;1;1;1;1;true;1518;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";4;2;2;1;1;4;4;true;1155;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";8;6;2;1;1;3;3;true;1400;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";4;7;3;1;1;6;6;true;1377;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";Dynamic;5;1;1;1;1;1;true;1280;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";6;5;1;1;1;4;4;true;914;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";8;2;2;1;1;5;5;true;1176;
"between 25 and (excluding) 30";"Undergraduate student (BSc not yet finished)";"something else";"none";6;4;0;1;1;4;4;true;1613;
