"Age";"Status";"Studies";"YearsOfExperience";Length;Level;Distance_from_Center;Correct;number_of_given_answers;expected_answer;given_answer;is_correct;time_in_milliseconds;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";10;3;1;1;1;6;6;true;1490;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";8;5;1;1;1;3;3;true;1375;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";8;1;3;1;1;2;2;true;1381;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";10;5;1;1;1;7;7;true;2198;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";Dynamic;6;2;1;1;5;5;true;1544;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";6;4;0;1;1;1;1;true;1589;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";10;5;1;1;1;4;4;true;1623;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";2;4;0;1;1;1;1;true;3053;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";10;5;1;1;1;6;6;true;1407;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";Dynamic;1;3;1;1;5;5;true;1250;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";2;6;2;1;1;5;5;true;1982;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";2;6;2;1;1;4;4;true;2104;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";6;2;2;1;1;6;6;true;1478;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";Dynamic;4;0;1;1;2;2;true;1394;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";2;1;3;1;1;5;5;true;2134;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";6;7;3;1;1;6;6;true;1369;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";10;1;3;1;1;5;5;true;1213;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";4;3;1;1;1;5;5;true;2244;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";6;1;3;1;1;3;3;true;2173;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";8;5;1;1;1;2;2;true;3221;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";6;2;2;1;1;7;7;true;2751;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";8;3;1;1;1;2;2;true;1748;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";8;4;0;1;1;2;2;true;1777;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";8;1;3;1;1;1;1;true;841;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";8;6;2;1;1;4;4;true;1753;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";8;7;3;1;1;3;3;true;1056;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";8;5;1;1;1;1;1;true;2006;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";4;6;2;1;1;3;3;true;1477;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";10;3;1;1;1;1;1;true;1393;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";10;6;2;1;1;1;1;true;1026;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";10;7;3;1;1;1;1;true;847;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";10;6;2;1;1;7;7;true;3248;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";8;6;2;1;1;1;1;true;1702;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";2;1;3;1;1;2;2;true;1202;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";4;4;0;1;1;7;7;true;5492;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";2;1;3;1;1;6;6;true;1362;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";8;3;1;1;1;3;3;true;1844;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";8;3;1;1;1;1;1;true;1363;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";10;7;3;1;1;4;4;true;1020;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";2;2;2;1;1;7;7;true;2464;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";2;3;1;1;1;3;3;true;1985;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";10;4;0;1;1;3;3;true;1148;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";6;6;2;1;1;3;3;true;1428;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";8;6;2;1;1;5;5;true;2178;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";4;6;2;1;1;5;5;true;2491;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";4;3;1;1;1;1;1;true;1550;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";2;5;1;1;1;4;4;true;3385;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";4;1;3;1;1;5;5;true;1402;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";4;1;3;1;1;6;6;true;1515;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";10;2;2;1;1;3;3;true;1517;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";10;4;0;1;1;5;5;true;1392;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";6;2;2;1;1;6;6;true;1438;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";Dynamic;2;2;1;1;3;3;true;1161;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";4;5;1;1;1;4;4;true;3720;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";10;6;2;1;1;4;4;true;1347;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";6;5;1;1;1;1;1;true;2277;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";2;2;2;1;1;1;1;true;1252;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";2;1;3;1;1;5;5;true;1576;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";6;5;1;1;1;6;6;true;1461;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";10;4;0;1;1;1;1;true;1200;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";4;7;3;1;1;1;1;true;1100;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";Dynamic;6;2;1;1;2;2;true;1517;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";2;6;2;1;1;2;2;true;2190;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";Dynamic;5;1;1;1;2;2;true;2538;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";10;5;1;1;1;3;3;true;2750;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";Dynamic;4;0;1;1;2;2;true;1939;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";6;1;3;1;1;2;2;true;6032;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";6;7;3;1;1;5;5;true;1061;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";10;7;3;1;1;4;4;true;1269;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";10;2;2;1;1;4;4;true;1222;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";4;1;3;1;1;2;2;true;1849;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";2;3;1;1;1;2;2;true;1522;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";6;4;0;1;1;5;5;true;1465;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";4;6;2;1;1;2;2;true;1494;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";10;3;1;1;1;1;1;true;1150;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";Dynamic;2;2;1;1;3;3;true;969;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";2;5;1;0;1;7;4;false;1568;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";Dynamic;2;2;1;1;3;3;true;990;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";Dynamic;6;2;1;1;7;7;true;1585;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";2;3;1;1;1;4;4;true;2691;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";Dynamic;3;1;1;1;4;4;true;1210;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";4;7;3;1;1;5;5;true;997;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";8;2;2;1;1;6;6;true;1501;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";Dynamic;5;1;1;1;2;2;true;1393;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";4;5;1;0;1;7;6;false;2881;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";10;6;2;1;1;2;2;true;1772;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";4;3;1;1;1;5;5;true;1595;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";6;1;3;1;1;4;4;true;1564;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";8;7;3;1;1;1;1;true;1416;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";2;5;1;1;1;5;5;true;2401;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";4;5;1;1;1;3;3;true;3189;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";2;2;2;1;1;6;6;true;2302;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";8;7;3;1;1;2;2;true;2642;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";8;1;3;1;1;1;1;true;1001;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";10;7;3;1;1;7;7;true;1187;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";Dynamic;3;1;1;1;7;7;true;1417;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";2;7;3;1;1;7;7;true;1006;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";4;2;2;1;1;2;2;true;1435;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";8;3;1;1;1;4;4;true;1846;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";8;5;1;1;1;2;2;true;1391;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";Dynamic;1;3;1;1;7;7;true;1410;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";6;5;1;1;1;5;5;true;2021;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";Dynamic;7;3;1;1;5;5;true;1020;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";4;7;3;1;1;7;7;true;1313;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";2;7;3;1;1;7;7;true;982;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";6;3;1;1;1;1;1;true;1404;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";4;3;1;1;1;7;7;true;1920;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";4;3;1;1;1;3;3;true;1497;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";8;2;2;1;1;5;5;true;1623;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";Dynamic;2;2;1;1;7;7;true;1181;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";4;2;2;1;1;1;1;true;1372;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";10;1;3;1;1;7;7;true;1520;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";Dynamic;6;2;1;1;7;7;true;1551;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";8;4;0;1;1;1;1;true;1389;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";8;4;0;1;1;3;3;true;1417;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";10;3;1;1;1;5;5;true;1258;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";Dynamic;4;0;1;1;3;3;true;1594;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";2;7;3;1;1;6;6;true;2318;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";8;7;3;1;1;1;1;true;1433;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";2;4;0;1;1;5;5;true;2679;
