"Age";"Status";"Studies";"YearsOfExperience";Length;Level;Distance_from_Center;Correct;number_of_given_answers;expected_answer;given_answer;is_correct;time_in_milliseconds;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";8;1;3;1;1;2;2;true;1062;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";10;5;1;1;1;7;7;true;2985;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;6;2;1;1;5;5;true;4765;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";6;4;0;1;1;1;1;true;2655;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";10;5;1;1;1;4;4;true;2154;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";2;4;0;1;1;1;1;true;2844;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";10;5;1;1;1;6;6;true;1989;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;1;3;1;1;5;5;true;1324;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";2;6;2;1;1;5;5;true;1633;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";2;6;2;1;1;4;4;true;1685;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";6;2;2;1;1;6;6;true;1568;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;4;0;1;1;2;2;true;3710;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";2;1;3;1;1;5;5;true;1623;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";6;7;3;1;1;6;6;true;1339;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";10;1;3;1;1;5;5;true;1765;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";4;3;1;1;1;5;5;true;4121;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";6;1;3;1;1;3;3;true;1546;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";8;5;1;1;1;2;2;true;2186;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";6;2;2;1;1;7;7;true;1882;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";8;3;1;1;1;2;2;true;2372;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";8;4;0;1;1;2;2;true;2605;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";8;1;3;1;1;1;1;true;1198;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";8;6;2;0;1;4;5;false;2718;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";8;7;3;1;1;3;3;true;1701;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";8;5;1;1;1;1;1;true;1579;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";4;6;2;1;1;3;3;true;1788;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";10;3;1;1;1;1;1;true;1453;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";10;6;2;1;1;1;1;true;2201;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";10;7;3;1;1;1;1;true;1077;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";10;6;2;1;1;7;7;true;1560;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";8;6;2;1;1;1;1;true;1311;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";2;1;3;1;1;2;2;true;1450;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";4;4;0;1;1;7;7;true;3125;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";2;1;3;1;1;6;6;true;1428;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";8;3;1;1;1;3;3;true;1887;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";8;3;1;1;1;1;1;true;1326;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";10;7;3;1;1;4;4;true;1894;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";2;2;2;1;1;7;7;true;2849;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";2;3;1;1;1;3;3;true;1820;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";10;4;0;1;1;3;3;true;2467;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";6;6;2;1;1;3;3;true;1273;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";8;6;2;1;1;5;5;true;1522;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";4;6;2;1;1;5;5;true;1438;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";4;3;1;1;1;1;1;true;1429;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";2;5;1;1;1;4;4;true;2978;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";4;1;3;1;1;5;5;true;1445;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";4;1;3;1;1;6;6;true;1500;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";10;2;2;1;1;3;3;true;1597;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";10;4;0;1;1;5;5;true;3105;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";6;2;2;1;1;6;6;true;3093;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;2;2;1;1;3;3;true;1717;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";4;5;1;1;1;4;4;true;3048;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";10;6;2;1;1;4;4;true;1431;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";6;5;1;1;1;1;1;true;1651;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";2;2;2;1;1;1;1;true;983;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";2;1;3;1;1;5;5;true;1355;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";6;5;1;1;1;6;6;true;2032;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";10;4;0;1;1;1;1;true;3121;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";4;7;3;1;1;1;1;true;966;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;6;2;1;1;2;2;true;1256;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";2;6;2;0;1;2;1;false;1147;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;5;1;1;1;2;2;true;2230;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";10;5;1;1;1;3;3;true;1600;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;4;0;1;1;2;2;true;3690;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";6;1;3;1;1;2;2;true;1576;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";6;7;3;1;1;5;5;true;1471;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";10;7;3;1;1;4;4;true;1750;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";10;2;2;1;1;4;4;true;1152;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";4;1;3;1;1;2;2;true;1191;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";2;3;1;1;1;2;2;true;1838;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";6;4;0;1;1;5;5;true;2289;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";4;6;2;1;1;2;2;true;1462;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";10;3;1;1;1;1;1;true;1277;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;2;2;1;1;3;3;true;1193;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";2;5;1;1;1;7;7;true;2676;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;2;2;1;1;3;3;true;1037;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;6;2;1;1;7;7;true;1720;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";2;3;1;0;1;4;3;false;2118;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;3;1;1;1;4;4;true;2351;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";4;7;3;1;1;5;5;true;1250;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";8;2;2;1;1;6;6;true;1426;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;5;1;1;1;2;2;true;1994;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";4;5;1;1;1;7;7;true;2256;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";10;6;2;1;1;2;2;true;1992;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";4;3;1;1;1;5;5;true;2504;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";6;1;3;0;1;4;3;false;2040;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";8;7;3;1;1;1;1;true;1034;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";2;5;1;1;1;5;5;true;2033;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";4;5;1;1;1;3;3;true;1690;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";2;2;2;1;1;6;6;true;1499;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";8;7;3;1;1;2;2;true;1665;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";8;1;3;1;1;1;1;true;932;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";10;7;3;1;1;7;7;true;1437;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;3;1;1;1;7;7;true;1626;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";2;7;3;1;1;7;7;true;1448;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";4;2;2;1;1;2;2;true;1312;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";8;3;1;1;1;4;4;true;2631;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";8;5;1;0;1;2;1;false;1479;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;1;3;1;1;7;7;true;2423;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";6;5;1;1;1;5;5;true;1935;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;7;3;1;1;5;5;true;1774;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";4;7;3;1;1;7;7;true;1408;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";2;7;3;1;1;7;7;true;1357;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";6;3;1;1;1;1;1;true;1473;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";4;3;1;1;1;7;7;true;2034;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";4;3;1;1;1;3;3;true;1652;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";8;2;2;1;1;5;5;true;1481;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;2;2;1;1;7;7;true;1565;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";4;2;2;1;1;1;1;true;1219;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";10;1;3;1;1;7;7;true;1392;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;6;2;1;1;7;7;true;1665;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";8;4;0;1;1;1;1;true;3440;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";8;4;0;1;1;3;3;true;2416;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";10;3;1;1;1;5;5;true;1744;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;4;0;1;1;3;3;true;3132;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";2;7;3;1;1;6;6;true;1738;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";8;7;3;1;1;1;1;true;946;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";2;4;0;0;1;5;3;false;3626;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;5;1;1;1;3;3;true;2113;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;7;3;1;1;3;3;true;1107;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;7;3;1;1;1;1;true;962;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;7;3;1;1;2;2;true;1109;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";6;3;1;1;1;5;5;true;1696;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";10;7;3;1;1;6;6;true;1341;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";4;1;3;1;1;6;6;true;1397;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";6;2;2;1;1;1;1;true;1139;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";6;6;2;1;1;5;5;true;1701;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";4;2;2;1;1;3;3;true;1387;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";10;5;1;1;1;4;4;true;1710;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";8;4;0;1;1;5;5;true;3023;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";10;3;1;1;1;4;4;true;2051;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";10;2;2;1;1;7;7;true;1548;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";8;2;2;1;1;1;1;true;1128;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;7;3;1;1;7;7;true;1869;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";6;7;3;1;1;1;1;true;1386;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";2;7;3;1;1;3;3;true;1410;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;4;0;1;1;5;5;true;1593;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;5;1;1;1;1;1;true;1092;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;3;1;1;1;2;2;true;878;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";2;2;2;1;1;5;5;true;1868;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";6;1;3;1;1;2;2;true;1239;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;1;3;1;1;1;1;true;712;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;3;1;0;1;4;5;false;1132;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";10;4;0;1;1;2;2;true;1929;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;4;0;1;1;3;3;true;1329;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";2;1;3;1;1;2;2;true;1217;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";6;4;0;1;1;2;2;true;1489;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";8;6;2;1;1;7;7;true;1358;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";2;5;1;1;1;4;4;true;2543;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";6;6;2;1;1;2;2;true;1133;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";8;2;2;1;1;2;2;true;1230;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";8;7;3;1;1;4;4;true;1510;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;6;2;1;1;5;5;true;1492;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";4;4;0;1;1;7;7;true;2069;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";4;2;2;1;1;2;2;true;1417;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";4;5;1;1;1;1;1;true;1655;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";8;1;3;1;1;6;6;true;1453;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";10;6;2;1;1;7;7;true;1601;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";10;2;2;1;1;4;4;true;1577;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";2;3;1;1;1;2;2;true;1736;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";8;1;3;0;1;4;5;false;1304;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";2;3;1;1;1;7;7;true;2055;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";6;3;1;1;1;4;4;true;1556;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";6;1;3;1;1;6;6;true;1244;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";6;2;2;1;1;5;5;true;1364;
