"Age";"Status";"Studies";"YearsOfExperience";Length;Level;Distance_from_Center;Correct;number_of_given_answers;expected_answer;given_answer;is_correct;time_in_milliseconds;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";10;5;1;1;1;3;3;true;1145;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";Dynamic;4;0;1;1;2;2;true;1176;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";6;1;3;1;1;2;2;true;1940;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";6;7;3;1;1;5;5;true;1576;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";10;7;3;1;1;4;4;true;1856;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";10;2;2;1;1;4;4;true;1391;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";4;1;3;1;1;2;2;true;1825;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";2;3;1;1;1;2;2;true;2541;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";6;4;0;1;1;5;5;true;1782;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";4;6;2;1;1;2;2;true;1665;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";10;3;1;1;1;1;1;true;1036;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";Dynamic;2;2;1;1;3;3;true;1240;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";2;5;1;1;1;7;7;true;4445;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";Dynamic;2;2;1;1;3;3;true;1261;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";Dynamic;6;2;1;1;7;7;true;1625;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";2;3;1;1;1;4;4;true;2277;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";Dynamic;3;1;1;1;4;4;true;1376;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";4;7;3;1;1;5;5;true;1290;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";8;2;2;1;1;6;6;true;1751;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";Dynamic;5;1;1;1;2;2;true;1231;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";4;5;1;1;1;7;7;true;2481;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";10;6;2;1;1;2;2;true;1166;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";4;3;1;1;1;5;5;true;3505;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";6;1;3;1;1;4;4;true;1882;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";8;7;3;1;1;1;1;true;1171;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";2;5;1;1;1;5;5;true;1996;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";4;5;1;1;1;3;3;true;1585;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";2;2;2;1;1;6;6;true;1991;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";8;7;3;1;1;2;2;true;1006;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";8;1;3;1;1;1;1;true;1076;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";10;7;3;1;1;7;7;true;1630;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";Dynamic;3;1;1;1;7;7;true;1391;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";2;7;3;1;1;7;7;true;1321;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";4;2;2;1;1;2;2;true;2645;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";8;3;1;1;1;4;4;true;1961;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";8;5;1;1;1;2;2;true;935;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";Dynamic;1;3;1;1;7;7;true;1541;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";6;5;1;1;1;5;5;true;1466;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";Dynamic;7;3;1;1;5;5;true;1576;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";4;7;3;1;1;7;7;true;1346;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";2;7;3;1;1;7;7;true;1011;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";6;3;1;1;1;1;1;true;1920;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";4;3;1;1;1;7;7;true;3120;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";4;3;1;1;1;3;3;true;1990;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";8;2;2;1;1;5;5;true;2471;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";Dynamic;2;2;1;1;7;7;true;1531;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";4;2;2;1;1;1;1;true;1351;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";10;1;3;1;1;7;7;true;1691;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";Dynamic;6;2;1;1;7;7;true;1580;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";8;4;0;1;1;1;1;true;1456;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";8;4;0;1;1;3;3;true;1356;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";10;3;1;0;1;5;6;false;1396;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";Dynamic;4;0;1;1;3;3;true;1390;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";2;7;3;1;1;6;6;true;1770;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";8;7;3;1;1;1;1;true;811;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";2;4;0;1;1;5;5;true;4045;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";Dynamic;5;1;1;1;3;3;true;1751;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";Dynamic;7;3;1;1;3;3;true;1100;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";Dynamic;7;3;1;1;1;1;true;855;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";Dynamic;7;3;1;1;2;2;true;931;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";6;3;1;1;1;5;5;true;2785;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";10;7;3;1;1;6;6;true;1381;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";4;1;3;1;1;6;6;true;1526;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";6;2;2;1;1;1;1;true;1816;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";6;6;2;1;1;5;5;true;2186;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";4;2;2;1;1;3;3;true;1691;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";10;5;1;1;1;4;4;true;1565;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";8;4;0;1;1;5;5;true;1534;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";10;3;1;1;1;4;4;true;1515;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";10;2;2;1;1;7;7;true;1836;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";8;2;2;1;1;1;1;true;1899;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";Dynamic;7;3;1;1;7;7;true;1480;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";6;7;3;1;1;1;1;true;1046;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";2;7;3;1;1;3;3;true;1379;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";Dynamic;4;0;1;1;5;5;true;1321;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";Dynamic;5;1;1;1;1;1;true;1066;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";Dynamic;3;1;1;1;2;2;true;1191;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";2;2;2;1;1;5;5;true;2156;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";6;1;3;1;1;2;2;true;1280;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";Dynamic;1;3;1;1;1;1;true;766;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";Dynamic;3;1;1;1;4;4;true;1276;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";10;4;0;1;1;2;2;true;1135;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";Dynamic;4;0;1;1;3;3;true;936;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";2;1;3;1;1;2;2;true;2542;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";6;4;0;1;1;2;2;true;1610;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";8;6;2;1;1;7;7;true;1411;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";2;5;1;1;1;4;4;true;3770;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";6;6;2;1;1;2;2;true;1156;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";8;2;2;1;1;2;2;true;1636;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";8;7;3;1;1;4;4;true;2160;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";Dynamic;6;2;1;1;5;5;true;1356;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";4;4;0;1;1;7;7;true;4756;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";4;2;2;1;1;2;2;true;2935;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";4;5;1;1;1;1;1;true;2395;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";8;1;3;1;1;6;6;true;1587;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";10;6;2;1;1;7;7;true;2071;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";10;2;2;1;1;4;4;true;1485;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";2;3;1;1;1;2;2;true;2125;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";8;1;3;1;1;4;4;true;1635;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";2;3;1;1;1;7;7;true;3020;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";6;3;1;1;1;4;4;true;1985;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";6;1;3;1;1;6;6;true;1760;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";6;2;2;1;1;5;5;true;2345;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";Dynamic;3;1;1;1;3;3;true;1530;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";4;1;3;1;1;3;3;true;1125;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";6;3;1;1;1;4;4;true;1920;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";Dynamic;1;3;1;1;7;7;true;1706;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";6;3;1;1;1;3;3;true;1566;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";6;7;3;1;1;3;3;true;1001;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";8;3;1;1;1;1;1;true;1500;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";4;2;2;1;1;4;4;true;2231;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";8;6;2;1;1;3;3;true;1500;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";4;7;3;1;1;6;6;true;1911;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";Dynamic;5;1;1;1;1;1;true;1386;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";6;5;1;1;1;4;4;true;1610;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";8;2;2;1;1;5;5;true;1601;
"40 or older";"Professional software developer";"Computer science";"more than 5 years";6;4;0;1;1;4;4;true;1825;
