"Age";"Status";"Studies";"YearsOfExperience";Length;Level;Distance_from_Center;Correct;number_of_given_answers;expected_answer;given_answer;is_correct;time_in_milliseconds;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";8;6;2;1;1;4;4;true;988;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";8;7;3;1;1;3;3;true;1252;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";8;5;1;1;1;1;1;true;1130;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";4;6;2;1;1;3;3;true;1326;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";10;3;1;1;1;1;1;true;1075;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";10;6;2;1;1;1;1;true;983;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";10;7;3;1;1;1;1;true;1062;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";10;6;2;1;1;7;7;true;974;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";8;6;2;1;1;1;1;true;831;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";2;1;3;1;1;2;2;true;1909;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";4;4;0;1;1;7;7;true;1377;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";2;1;3;1;1;6;6;true;1330;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";8;3;1;1;1;3;3;true;1080;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";8;3;1;1;1;1;1;true;1037;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";10;7;3;1;1;4;4;true;1006;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";2;2;2;1;1;7;7;true;1402;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";2;3;1;1;1;3;3;true;3217;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";10;4;0;1;1;3;3;true;852;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";6;6;2;1;1;3;3;true;1065;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";8;6;2;1;1;5;5;true;907;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";4;6;2;1;1;5;5;true;1629;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";4;3;1;1;1;1;1;true;2792;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";2;5;1;0;1;4;1;false;1888;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";4;1;3;1;1;5;5;true;1455;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";4;1;3;1;1;6;6;true;1198;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";10;2;2;1;1;3;3;true;1025;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";10;4;0;1;1;5;5;true;1015;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";6;2;2;1;1;6;6;true;1328;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;2;2;1;1;3;3;true;942;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";4;5;1;1;1;4;4;true;1305;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";10;6;2;1;1;4;4;true;795;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";6;5;1;1;1;1;1;true;1141;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";2;2;2;1;1;1;1;true;1475;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";2;1;3;1;1;5;5;true;1216;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";6;5;1;1;1;6;6;true;1131;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";10;4;0;1;1;1;1;true;1031;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";4;7;3;1;1;1;1;true;1020;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;6;2;1;1;2;2;true;950;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";2;6;2;1;1;2;2;true;2271;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;5;1;1;1;2;2;true;931;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";10;5;1;1;1;3;3;true;1832;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;4;0;1;1;2;2;true;1016;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";6;1;3;1;1;2;2;true;1274;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";6;7;3;1;1;5;5;true;959;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";10;7;3;1;1;4;4;true;949;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";10;2;2;1;1;4;4;true;1109;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";4;1;3;1;1;2;2;true;1252;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";2;3;1;0;1;2;3;false;2710;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";6;4;0;1;1;5;5;true;1370;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";4;6;2;0;1;2;5;false;1262;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";10;3;1;1;1;1;1;true;1291;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;2;2;1;1;3;3;true;934;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";2;5;1;1;1;7;7;true;3007;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;2;2;1;1;3;3;true;879;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;6;2;1;1;7;7;true;955;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";2;3;1;0;1;4;3;false;2080;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;3;1;1;1;4;4;true;916;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";4;7;3;1;1;5;5;true;1054;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";8;2;2;1;1;6;6;true;1364;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;5;1;1;1;2;2;true;973;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";4;5;1;0;1;7;6;false;1636;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";10;6;2;1;1;2;2;true;873;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";4;3;1;1;1;5;5;true;1855;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";6;1;3;1;1;4;4;true;1451;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";8;7;3;1;1;1;1;true;813;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";2;5;1;1;1;5;5;true;1556;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";4;5;1;1;1;3;3;true;1630;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";2;2;2;1;1;6;6;true;1606;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";8;7;3;1;1;2;2;true;952;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";8;1;3;1;1;1;1;true;1037;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";10;7;3;1;1;7;7;true;942;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;3;1;1;1;7;7;true;1490;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";2;7;3;1;1;7;7;true;971;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";4;2;2;1;1;2;2;true;1490;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";8;3;1;1;1;4;4;true;1084;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";8;5;1;1;1;2;2;true;863;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;1;3;1;1;7;7;true;873;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";6;5;1;1;1;5;5;true;1059;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;7;3;1;1;5;5;true;965;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";4;7;3;1;1;7;7;true;971;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";2;7;3;1;1;7;7;true;861;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";6;3;1;1;1;1;1;true;1109;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";4;3;1;1;1;7;7;true;1818;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";4;3;1;1;1;3;3;true;1572;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";8;2;2;1;1;5;5;true;1213;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;2;2;1;1;7;7;true;833;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";4;2;2;1;1;1;1;true;1332;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";10;1;3;1;1;7;7;true;1061;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;6;2;1;1;7;7;true;1049;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";8;4;0;1;1;1;1;true;1044;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";8;4;0;1;1;3;3;true;877;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";10;3;1;1;1;5;5;true;1098;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;4;0;1;1;3;3;true;992;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";2;7;3;1;1;6;6;true;970;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";8;7;3;1;1;1;1;true;816;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";2;4;0;0;1;5;4;false;1912;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;5;1;1;1;3;3;true;881;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;7;3;1;1;3;3;true;939;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;7;3;1;1;1;1;true;791;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;7;3;1;1;2;2;true;842;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";6;3;1;1;1;5;5;true;1168;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";10;7;3;1;1;6;6;true;928;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";4;1;3;1;1;6;6;true;1368;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";6;2;2;1;1;1;1;true;1283;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";6;6;2;1;1;5;5;true;903;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";4;2;2;1;1;3;3;true;1204;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";10;5;1;1;1;4;4;true;813;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";8;4;0;1;1;5;5;true;859;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";10;3;1;1;1;4;4;true;1061;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";10;2;2;1;1;7;7;true;1011;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";8;2;2;1;1;1;1;true;729;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;7;3;1;1;7;7;true;1043;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";6;7;3;1;1;1;1;true;860;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";2;7;3;1;1;3;3;true;971;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;4;0;1;1;5;5;true;1217;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;5;1;1;1;1;1;true;864;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;3;1;1;1;2;2;true;903;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";2;2;2;1;1;5;5;true;1640;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";6;1;3;0;1;2;4;false;849;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;1;3;1;1;1;1;true;1068;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;3;1;1;1;4;4;true;901;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";10;4;0;1;1;2;2;true;798;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;4;0;1;1;3;3;true;896;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";2;1;3;1;1;2;2;true;1660;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";6;4;0;1;1;2;2;true;1224;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";8;6;2;1;1;7;7;true;836;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";2;5;1;1;1;4;4;true;1620;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";6;6;2;1;1;2;2;true;796;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";8;2;2;1;1;2;2;true;1009;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";8;7;3;1;1;4;4;true;918;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";Dynamic;6;2;1;1;5;5;true;884;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";4;4;0;1;1;7;7;true;1476;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";4;2;2;1;1;2;2;true;1383;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";4;5;1;1;1;1;1;true;1274;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";8;1;3;1;1;6;6;true;1045;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";10;6;2;1;1;7;7;true;990;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";10;2;2;1;1;4;4;true;1029;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";2;3;1;1;1;2;2;true;1558;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";8;1;3;1;1;4;4;true;1306;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";2;3;1;1;1;7;7;true;1629;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";6;3;1;1;1;4;4;true;1048;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";6;1;3;1;1;6;6;true;1058;
"between 35 and (excluding) 40";"Undergraduate student (BSc not yet finished)";"Computer science";"less than or equal 1 year";6;2;2;1;1;5;5;true;1007;
