"Age";"Status";"Studies";"YearsOfExperience";Length;Level;Distance_from_Center;Feedback;number_of_given_answers;expected_answer;given_answer;is_correct;time_in_milliseconds;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";4;4;1;_to_be_written_;1;4;1;false;2498;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";2;8;3;_to_be_written_;1;8;1;false;1678;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";4;9;4;_to_be_written_;1;9;1;false;1397;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";6;6;1;_to_be_written_;1;6;1;false;1781;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";8;3;2;_to_be_written_;1;3;1;false;915;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";2;9;4;_to_be_written_;1;9;1;false;1337;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";4;7;2;_to_be_written_;1;7;1;false;2651;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";8;5;0;_to_be_written_;1;5;1;false;1429;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";8;4;1;_to_be_written_;1;4;1;false;3518;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";6;5;0;_to_be_written_;1;5;1;false;1386;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";6;3;2;_to_be_written_;1;3;1;false;831;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";8;9;4;_to_be_written_;1;9;1;false;2179;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";6;8;3;_to_be_written_;1;8;1;false;2773;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";6;9;4;_to_be_written_;1;9;1;false;2041;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";8;8;3;_to_be_written_;1;8;1;false;1944;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";2;1;4;_to_be_written_;1;1;1;true;697;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";6;4;1;_to_be_written_;1;4;1;false;1743;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";2;7;2;_to_be_written_;1;7;1;false;1694;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";8;7;2;_to_be_written_;1;7;1;false;1986;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";4;6;1;_to_be_written_;1;6;1;false;1724;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";6;8;3;_to_be_written_;1;8;1;false;1736;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";8;8;3;_to_be_written_;1;8;1;false;2150;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";2;8;3;_to_be_written_;1;8;1;false;1670;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";6;8;3;_to_be_written_;1;8;1;false;2007;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";4;3;2;_to_be_written_;1;3;1;false;1309;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";2;1;4;_to_be_written_;1;1;1;true;895;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";6;2;3;_to_be_written_;1;2;1;false;731;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";2;3;2;_to_be_written_;1;3;1;false;1220;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";2;4;1;_to_be_written_;1;4;1;false;1411;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";8;1;4;_to_be_written_;1;1;1;true;628;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";6;1;4;_to_be_written_;1;1;1;true;594;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";6;6;1;_to_be_written_;1;6;1;false;2407;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";2;5;0;_to_be_written_;1;5;1;false;1273;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";6;4;1;_to_be_written_;1;4;1;false;1283;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";4;5;0;_to_be_written_;1;5;1;false;1247;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";2;2;3;_to_be_written_;1;2;1;false;763;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";8;3;2;_to_be_written_;1;3;1;false;1315;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";2;4;1;_to_be_written_;1;4;1;false;961;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";8;6;1;_to_be_written_;1;6;1;false;1509;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";4;7;2;_to_be_written_;1;7;1;false;1623;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";6;1;4;_to_be_written_;1;1;1;true;689;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";4;8;3;_to_be_written_;1;8;1;false;2094;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";8;4;1;_to_be_written_;1;4;1;false;886;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";4;3;2;_to_be_written_;1;3;1;false;1131;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";2;9;4;_to_be_written_;1;9;1;false;1655;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";8;6;1;_to_be_written_;1;6;1;false;2046;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";6;5;0;_to_be_written_;1;5;1;false;1227;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";4;7;2;_to_be_written_;1;7;1;false;1195;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";6;2;3;_to_be_written_;1;2;1;false;537;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";6;3;2;_to_be_written_;1;3;1;false;1019;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";4;2;3;_to_be_written_;1;2;1;false;563;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";6;4;1;_to_be_written_;1;4;1;false;1136;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";6;5;0;_to_be_written_;1;5;1;false;1669;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";4;8;3;_to_be_written_;1;8;1;false;2069;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";2;1;4;_to_be_written_;1;1;1;true;642;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";6;7;2;_to_be_written_;1;7;1;false;1305;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";6;7;2;_to_be_written_;1;7;1;false;1702;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";8;2;3;_to_be_written_;1;2;1;false;810;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";8;1;4;_to_be_written_;1;1;1;true;717;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";8;7;2;_to_be_written_;1;7;1;false;1907;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";6;9;4;_to_be_written_;1;9;1;false;2553;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";2;8;3;_to_be_written_;1;8;1;false;1312;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";2;6;1;_to_be_written_;1;6;1;false;1464;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";2;7;2;_to_be_written_;1;7;1;false;1345;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";4;8;3;_to_be_written_;1;8;1;false;1828;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";8;5;0;_to_be_written_;1;5;1;false;1383;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";8;4;1;_to_be_written_;1;4;1;false;1117;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";4;6;1;_to_be_written_;1;6;1;false;934;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";2;4;1;_to_be_written_;1;4;1;false;677;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";8;2;3;_to_be_written_;1;2;1;false;626;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";8;1;4;_to_be_written_;1;1;1;true;601;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";6;9;4;_to_be_written_;1;9;1;false;1893;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";2;7;2;_to_be_written_;1;7;1;false;1789;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";8;9;4;_to_be_written_;1;9;1;false;2717;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";8;9;4;_to_be_written_;1;9;1;false;2210;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";2;6;1;_to_be_written_;1;6;1;false;2346;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";6;1;4;_to_be_written_;1;1;1;true;944;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";4;4;1;_to_be_written_;1;4;1;false;1754;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";4;2;3;_to_be_written_;1;2;1;false;725;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";4;3;2;_to_be_written_;1;3;1;false;883;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";2;3;2;_to_be_written_;1;3;1;false;1057;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";8;6;1;_to_be_written_;1;6;1;false;1756;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";6;6;1;_to_be_written_;1;6;1;false;1201;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";6;3;2;_to_be_written_;1;3;1;false;739;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";4;4;1;_to_be_written_;1;4;1;false;919;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";2;3;2;_to_be_written_;1;3;1;false;1111;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";4;6;1;_to_be_written_;1;6;1;false;1179;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"Computer science";"none";8;7;2;_to_be_written_;1;7;1;false;1458;
