"Age";"Status";"Studies";"YearsOfExperience";Length;Level;Distance_from_Center;number_of_given_answers;expected_answer;given_answer;is_correct;time_in_milliseconds;
"undefined";"undefined";"undefined";"undefined";10;3;2;1;3;1;false;486;
"undefined";"undefined";"undefined";"undefined";6;5;0;1;8;1;false;618;
"undefined";"undefined";"undefined";"undefined";8;6;1;1;6;1;false;433;
"undefined";"undefined";"undefined";"undefined";8;7;2;1;7;1;false;399;
"undefined";"undefined";"undefined";"undefined";2;4;1;1;1;1;true;832;
"undefined";"undefined";"undefined";"undefined";6;9;4;1;6;1;false;403;
"undefined";"undefined";"undefined";"undefined";8;5;0;1;2;1;false;409;
"undefined";"undefined";"undefined";"undefined";Dynamic;5;0;1;9;1;false;363;
"undefined";"undefined";"undefined";"undefined";Dynamic;2;3;1;8;1;false;388;
"undefined";"undefined";"undefined";"undefined";4;5;0;1;4;1;false;564;
"undefined";"undefined";"undefined";"undefined";10;5;0;1;2;1;false;407;
"undefined";"undefined";"undefined";"undefined";2;4;1;1;3;1;false;581;
"undefined";"undefined";"undefined";"undefined";2;7;2;1;4;1;false;458;
"undefined";"undefined";"undefined";"undefined";6;8;3;1;7;1;false;373;
"undefined";"undefined";"undefined";"undefined";4;8;3;1;2;1;false;403;
"undefined";"undefined";"undefined";"undefined";8;8;3;1;5;1;false;460;
"undefined";"undefined";"undefined";"undefined";Dynamic;5;0;1;7;1;false;477;
"undefined";"undefined";"undefined";"undefined";2;4;1;1;8;1;false;845;
"undefined";"undefined";"undefined";"undefined";6;8;3;1;3;1;false;473;
"undefined";"undefined";"undefined";"undefined";6;6;1;1;2;1;false;693;
"undefined";"undefined";"undefined";"undefined";8;1;4;1;9;1;false;612;
"undefined";"undefined";"undefined";"undefined";2;5;0;1;5;1;false;821;
"undefined";"undefined";"undefined";"undefined";8;4;1;1;7;1;false;493;
"undefined";"undefined";"undefined";"undefined";4;9;4;1;7;1;false;502;
"undefined";"undefined";"undefined";"undefined";8;9;4;1;6;1;false;395;
"undefined";"undefined";"undefined";"undefined";Dynamic;9;4;1;9;1;false;492;
"undefined";"undefined";"undefined";"undefined";Dynamic;4;1;1;2;1;false;447;
"undefined";"undefined";"undefined";"undefined";2;2;3;1;9;1;false;730;
"undefined";"undefined";"undefined";"undefined";6;1;4;1;6;1;false;502;
"undefined";"undefined";"undefined";"undefined";10;6;1;1;2;1;false;493;
"undefined";"undefined";"undefined";"undefined";4;6;1;1;9;1;false;538;
"undefined";"undefined";"undefined";"undefined";4;1;4;1;2;1;false;502;
"undefined";"undefined";"undefined";"undefined";2;3;2;1;4;1;false;764;
"undefined";"undefined";"undefined";"undefined";8;4;1;1;6;1;false;451;
"undefined";"undefined";"undefined";"undefined";6;1;4;1;3;1;false;416;
"undefined";"undefined";"undefined";"undefined";4;6;1;1;4;1;false;751;
"undefined";"undefined";"undefined";"undefined";2;8;3;1;7;1;false;566;
"undefined";"undefined";"undefined";"undefined";6;4;1;1;4;1;false;496;
"undefined";"undefined";"undefined";"undefined";10;8;3;1;4;1;false;434;
"undefined";"undefined";"undefined";"undefined";Dynamic;2;3;1;7;1;false;448;
"undefined";"undefined";"undefined";"undefined";Dynamic;1;4;1;8;1;false;430;
"undefined";"undefined";"undefined";"undefined";4;3;2;1;2;1;false;687;
"undefined";"undefined";"undefined";"undefined";8;1;4;1;2;1;false;480;
"undefined";"undefined";"undefined";"undefined";6;4;1;1;8;1;false;443;
"undefined";"undefined";"undefined";"undefined";6;6;1;1;8;1;false;413;
"undefined";"undefined";"undefined";"undefined";4;9;4;1;8;1;false;379;
"undefined";"undefined";"undefined";"undefined";2;3;2;1;3;1;false;752;
"undefined";"undefined";"undefined";"undefined";6;3;2;1;8;1;false;644;
"undefined";"undefined";"undefined";"undefined";10;9;4;1;9;1;false;416;
"undefined";"undefined";"undefined";"undefined";2;8;3;1;1;1;true;418;
"undefined";"undefined";"undefined";"undefined";Dynamic;1;4;1;9;1;false;372;
"undefined";"undefined";"undefined";"undefined";4;4;1;1;1;1;true;639;
"undefined";"undefined";"undefined";"undefined";8;8;3;1;9;1;false;448;
"undefined";"undefined";"undefined";"undefined";10;1;4;1;2;1;false;416;
"undefined";"undefined";"undefined";"undefined";8;2;3;1;6;1;false;437;
"undefined";"undefined";"undefined";"undefined";10;4;1;1;6;1;false;411;
"undefined";"undefined";"undefined";"undefined";4;2;3;1;8;1;false;534;
"undefined";"undefined";"undefined";"undefined";2;4;1;1;7;1;false;688;
"undefined";"undefined";"undefined";"undefined";10;4;1;1;7;1;false;405;
"undefined";"undefined";"undefined";"undefined";2;3;2;1;2;1;false;545;
"undefined";"undefined";"undefined";"undefined";Dynamic;6;1;1;5;1;false;425;
"undefined";"undefined";"undefined";"undefined";2;9;4;1;8;1;false;413;
"undefined";"undefined";"undefined";"undefined";Dynamic;6;1;1;4;1;false;397;
"undefined";"undefined";"undefined";"undefined";Dynamic;2;3;1;7;1;false;396;
"undefined";"undefined";"undefined";"undefined";2;3;2;1;8;1;false;639;
"undefined";"undefined";"undefined";"undefined";6;5;0;1;5;1;false;462;
"undefined";"undefined";"undefined";"undefined";4;2;3;1;1;1;true;492;
"undefined";"undefined";"undefined";"undefined";6;4;1;1;4;1;false;479;
"undefined";"undefined";"undefined";"undefined";8;3;2;1;3;1;false;417;
"undefined";"undefined";"undefined";"undefined";2;1;4;1;6;1;false;510;
"undefined";"undefined";"undefined";"undefined";2;3;2;1;5;1;false;788;
"undefined";"undefined";"undefined";"undefined";Dynamic;8;3;1;1;1;true;420;
"undefined";"undefined";"undefined";"undefined";6;3;2;1;4;1;false;473;
"undefined";"undefined";"undefined";"undefined";2;1;4;1;6;1;false;578;
"undefined";"undefined";"undefined";"undefined";4;5;0;1;5;1;false;694;
"undefined";"undefined";"undefined";"undefined";6;6;1;1;6;1;false;429;
"undefined";"undefined";"undefined";"undefined";8;9;4;1;6;1;false;434;
"undefined";"undefined";"undefined";"undefined";4;7;2;1;4;1;false;528;
"undefined";"undefined";"undefined";"undefined";4;3;2;1;7;1;false;657;
"undefined";"undefined";"undefined";"undefined";10;2;3;1;4;1;false;477;
"undefined";"undefined";"undefined";"undefined";6;5;0;1;6;1;false;454;
"undefined";"undefined";"undefined";"undefined";6;5;0;1;5;1;false;428;
"undefined";"undefined";"undefined";"undefined";8;2;3;1;4;1;false;456;
"undefined";"undefined";"undefined";"undefined";Dynamic;1;4;1;1;1;true;367;
"undefined";"undefined";"undefined";"undefined";Dynamic;9;4;1;7;1;false;423;
"undefined";"undefined";"undefined";"undefined";10;5;0;1;2;1;false;413;
"undefined";"undefined";"undefined";"undefined";10;3;2;1;7;1;false;451;
"undefined";"undefined";"undefined";"undefined";Dynamic;9;4;1;8;1;false;414;
"undefined";"undefined";"undefined";"undefined";4;1;4;1;5;1;false;488;
"undefined";"undefined";"undefined";"undefined";8;3;2;1;4;1;false;395;
"undefined";"undefined";"undefined";"undefined";2;8;3;1;9;1;false;471;
"undefined";"undefined";"undefined";"undefined";2;2;3;1;2;1;false;629;
"undefined";"undefined";"undefined";"undefined";4;5;0;1;1;1;true;649;
"undefined";"undefined";"undefined";"undefined";6;8;3;1;9;1;false;480;
"undefined";"undefined";"undefined";"undefined";8;2;3;1;3;1;false;430;
"undefined";"undefined";"undefined";"undefined";8;1;4;1;3;1;false;433;
"undefined";"undefined";"undefined";"undefined";8;4;1;1;9;1;false;462;
"undefined";"undefined";"undefined";"undefined";10;2;3;1;3;1;false;404;
"undefined";"undefined";"undefined";"undefined";2;9;4;1;7;1;false;511;
"undefined";"undefined";"undefined";"undefined";10;7;2;1;4;1;false;441;
"undefined";"undefined";"undefined";"undefined";10;9;4;1;9;1;false;367;
"undefined";"undefined";"undefined";"undefined";6;4;1;1;2;1;false;533;
"undefined";"undefined";"undefined";"undefined";Dynamic;5;0;1;5;1;false;420;
"undefined";"undefined";"undefined";"undefined";10;7;2;1;8;1;false;389;
"undefined";"undefined";"undefined";"undefined";10;9;4;1;9;1;false;379;
"undefined";"undefined";"undefined";"undefined";Dynamic;8;3;1;1;1;true;359;
"undefined";"undefined";"undefined";"undefined";8;7;2;1;5;1;false;391;
"undefined";"undefined";"undefined";"undefined";10;5;0;1;9;1;false;381;
"undefined";"undefined";"undefined";"undefined";10;5;0;1;4;1;false;466;
"undefined";"undefined";"undefined";"undefined";4;9;4;1;9;1;false;422;
"undefined";"undefined";"undefined";"undefined";6;8;3;1;1;1;true;416;
"undefined";"undefined";"undefined";"undefined";10;9;4;1;2;1;false;390;
"undefined";"undefined";"undefined";"undefined";2;4;1;1;9;1;false;603;
"undefined";"undefined";"undefined";"undefined";10;1;4;1;9;1;false;424;
"undefined";"undefined";"undefined";"undefined";6;7;2;1;3;1;false;449;
"undefined";"undefined";"undefined";"undefined";2;6;1;1;6;1;false;635;
"undefined";"undefined";"undefined";"undefined";4;7;2;1;4;1;false;621;
"undefined";"undefined";"undefined";"undefined";Dynamic;4;1;1;9;1;false;442;
"undefined";"undefined";"undefined";"undefined";6;3;2;1;9;1;false;523;
"undefined";"undefined";"undefined";"undefined";Dynamic;5;0;1;6;1;false;404;
"undefined";"undefined";"undefined";"undefined";6;2;3;1;7;1;false;441;
"undefined";"undefined";"undefined";"undefined";Dynamic;4;1;1;5;1;false;406;
"undefined";"undefined";"undefined";"undefined";10;1;4;1;4;1;false;448;
"undefined";"undefined";"undefined";"undefined";6;1;4;1;4;1;false;476;
"undefined";"undefined";"undefined";"undefined";10;6;1;1;3;1;false;472;
"undefined";"undefined";"undefined";"undefined";6;9;4;1;9;1;false;426;
"undefined";"undefined";"undefined";"undefined";4;1;4;1;8;1;false;541;
"undefined";"undefined";"undefined";"undefined";4;3;2;1;3;1;false;681;
"undefined";"undefined";"undefined";"undefined";8;4;1;1;9;1;false;515;
"undefined";"undefined";"undefined";"undefined";8;9;4;1;6;1;false;443;
"undefined";"undefined";"undefined";"undefined";4;8;3;1;3;1;false;436;
"undefined";"undefined";"undefined";"undefined";6;8;3;1;9;1;false;406;
"undefined";"undefined";"undefined";"undefined";4;8;3;1;6;1;false;385;
"undefined";"undefined";"undefined";"undefined";10;4;1;1;7;1;false;414;
"undefined";"undefined";"undefined";"undefined";4;9;4;1;6;1;false;533;
"undefined";"undefined";"undefined";"undefined";10;3;2;1;6;1;false;448;
"undefined";"undefined";"undefined";"undefined";10;8;3;1;7;1;false;422;
"undefined";"undefined";"undefined";"undefined";4;2;3;1;1;1;true;532;
"undefined";"undefined";"undefined";"undefined";Dynamic;7;2;1;6;1;false;414;
"undefined";"undefined";"undefined";"undefined";6;6;1;1;6;1;false;429;
"undefined";"undefined";"undefined";"undefined";4;8;3;1;9;1;false;509;
"undefined";"undefined";"undefined";"undefined";2;5;0;1;6;1;false;715;
"undefined";"undefined";"undefined";"undefined";2;9;4;1;9;1;false;463;
"undefined";"undefined";"undefined";"undefined";4;3;2;1;5;1;false;628;
"undefined";"undefined";"undefined";"undefined";10;3;2;1;5;1;false;386;
"undefined";"undefined";"undefined";"undefined";6;4;1;1;2;1;false;418;
"undefined";"undefined";"undefined";"undefined";4;2;3;1;9;1;false;541;
"undefined";"undefined";"undefined";"undefined";6;1;4;1;1;1;true;456;
"undefined";"undefined";"undefined";"undefined";2;9;4;1;9;1;false;422;
"undefined";"undefined";"undefined";"undefined";2;7;2;1;4;1;false;399;
"undefined";"undefined";"undefined";"undefined";2;5;0;1;7;1;false;885;
"undefined";"undefined";"undefined";"undefined";4;1;4;1;3;1;false;532;
"undefined";"undefined";"undefined";"undefined";Dynamic;9;4;1;9;1;false;506;
"undefined";"undefined";"undefined";"undefined";10;8;3;1;2;1;false;393;
"undefined";"undefined";"undefined";"undefined";10;3;2;1;4;1;false;365;
"undefined";"undefined";"undefined";"undefined";6;7;2;1;6;1;false;423;
"undefined";"undefined";"undefined";"undefined";Dynamic;7;2;1;5;1;false;405;
"undefined";"undefined";"undefined";"undefined";8;1;4;1;5;1;false;483;
"undefined";"undefined";"undefined";"undefined";4;8;3;1;8;1;false;373;
"undefined";"undefined";"undefined";"undefined";6;5;0;1;7;1;false;510;
"undefined";"undefined";"undefined";"undefined";8;7;2;1;5;1;false;397;
"undefined";"undefined";"undefined";"undefined";8;6;1;1;8;1;false;429;
"undefined";"undefined";"undefined";"undefined";Dynamic;1;4;1;8;1;false;499;
"undefined";"undefined";"undefined";"undefined";4;7;2;1;3;1;false;572;
"undefined";"undefined";"undefined";"undefined";6;7;2;1;8;1;false;436;
"undefined";"undefined";"undefined";"undefined";Dynamic;3;2;1;2;1;false;476;
"undefined";"undefined";"undefined";"undefined";4;7;2;1;9;1;false;459;
"undefined";"undefined";"undefined";"undefined";Dynamic;3;2;1;2;1;false;379;
"undefined";"undefined";"undefined";"undefined";Dynamic;2;3;1;7;1;false;389;
"undefined";"undefined";"undefined";"undefined";2;1;4;1;5;1;false;543;
"undefined";"undefined";"undefined";"undefined";6;2;3;1;2;1;false;421;
"undefined";"undefined";"undefined";"undefined";Dynamic;2;3;1;1;1;true;390;
"undefined";"undefined";"undefined";"undefined";Dynamic;8;3;1;6;1;false;379;
"undefined";"undefined";"undefined";"undefined";8;8;3;1;5;1;false;387;
"undefined";"undefined";"undefined";"undefined";2;5;0;1;4;1;false;991;
"undefined";"undefined";"undefined";"undefined";4;4;1;1;9;1;false;867;
"undefined";"undefined";"undefined";"undefined";Dynamic;8;3;1;3;1;false;417;
"undefined";"undefined";"undefined";"undefined";6;3;2;1;1;1;true;535;
"undefined";"undefined";"undefined";"undefined";2;6;1;1;5;1;false;643;
"undefined";"undefined";"undefined";"undefined";6;7;2;1;5;1;false;454;
"undefined";"undefined";"undefined";"undefined";2;7;2;1;6;1;false;688;
"undefined";"undefined";"undefined";"undefined";10;4;1;1;1;1;true;728;
"undefined";"undefined";"undefined";"undefined";4;5;0;1;7;1;false;795;
"undefined";"undefined";"undefined";"undefined";8;8;3;1;5;1;false;451;
"undefined";"undefined";"undefined";"undefined";2;1;4;1;2;1;false;524;
"undefined";"undefined";"undefined";"undefined";Dynamic;3;2;1;4;1;false;386;
"undefined";"undefined";"undefined";"undefined";10;7;2;1;6;1;false;369;
"undefined";"undefined";"undefined";"undefined";10;6;1;1;8;1;false;377;
"undefined";"undefined";"undefined";"undefined";10;1;4;1;2;1;false;523;
"undefined";"undefined";"undefined";"undefined";2;2;3;1;9;1;false;784;
"undefined";"undefined";"undefined";"undefined";8;5;0;1;5;1;false;775;
"undefined";"undefined";"undefined";"undefined";Dynamic;4;1;1;2;1;false;425;
"undefined";"undefined";"undefined";"undefined";8;3;2;1;3;1;false;423;
"undefined";"undefined";"undefined";"undefined";6;9;4;1;3;1;false;428;
"undefined";"undefined";"undefined";"undefined";8;3;2;1;9;1;false;488;
"undefined";"undefined";"undefined";"undefined";6;3;2;1;4;1;false;486;
"undefined";"undefined";"undefined";"undefined";8;5;0;1;9;1;false;482;
"undefined";"undefined";"undefined";"undefined";2;8;3;1;5;1;false;788;
"undefined";"undefined";"undefined";"undefined";2;1;4;1;7;1;false;637;
"undefined";"undefined";"undefined";"undefined";Dynamic;6;1;1;9;1;false;407;
"undefined";"undefined";"undefined";"undefined";Dynamic;6;1;1;1;1;true;415;
"undefined";"undefined";"undefined";"undefined";8;7;2;1;9;1;false;512;
"undefined";"undefined";"undefined";"undefined";10;6;1;1;7;1;false;418;
"undefined";"undefined";"undefined";"undefined";Dynamic;5;0;1;2;1;false;434;
"undefined";"undefined";"undefined";"undefined";4;4;1;1;3;1;false;617;
"undefined";"undefined";"undefined";"undefined";10;6;1;1;2;1;false;430;
"undefined";"undefined";"undefined";"undefined";10;8;3;1;5;1;false;648;
"undefined";"undefined";"undefined";"undefined";2;6;1;1;9;1;false;718;
"undefined";"undefined";"undefined";"undefined";4;4;1;1;3;1;false;818;
"undefined";"undefined";"undefined";"undefined";8;4;1;1;1;1;true;428;
"undefined";"undefined";"undefined";"undefined";4;4;1;1;2;1;false;503;
"undefined";"undefined";"undefined";"undefined";2;5;0;1;9;1;false;738;
"undefined";"undefined";"undefined";"undefined";6;6;1;1;5;1;false;484;
"undefined";"undefined";"undefined";"undefined";2;6;1;1;8;1;false;592;
"undefined";"undefined";"undefined";"undefined";2;2;3;1;3;1;false;632;
"undefined";"undefined";"undefined";"undefined";Dynamic;4;1;1;6;1;false;403;
"undefined";"undefined";"undefined";"undefined";2;7;2;1;9;1;false;536;
"undefined";"undefined";"undefined";"undefined";4;1;4;1;5;1;false;523;
"undefined";"undefined";"undefined";"undefined";Dynamic;8;3;1;1;1;true;446;
"undefined";"undefined";"undefined";"undefined";Dynamic;3;2;1;5;1;false;384;
"undefined";"undefined";"undefined";"undefined";6;9;4;1;9;1;false;381;
"undefined";"undefined";"undefined";"undefined";10;2;3;1;1;1;true;378;
"undefined";"undefined";"undefined";"undefined";8;2;3;1;1;1;true;401;
"undefined";"undefined";"undefined";"undefined";2;7;2;1;9;1;false;865;
"undefined";"undefined";"undefined";"undefined";8;7;2;1;8;1;false;439;
"undefined";"undefined";"undefined";"undefined";4;7;2;1;2;1;false;549;
"undefined";"undefined";"undefined";"undefined";10;7;2;1;6;1;false;460;
"undefined";"undefined";"undefined";"undefined";Dynamic;7;2;1;3;1;false;470;
"undefined";"undefined";"undefined";"undefined";4;2;3;1;3;1;false;647;
"undefined";"undefined";"undefined";"undefined";8;5;0;1;9;1;false;477;
"undefined";"undefined";"undefined";"undefined";4;3;2;1;9;1;false;622;
"undefined";"undefined";"undefined";"undefined";6;2;3;1;3;1;false;511;
"undefined";"undefined";"undefined";"undefined";6;2;3;1;7;1;false;873;
"undefined";"undefined";"undefined";"undefined";8;6;1;1;8;1;false;498;
"undefined";"undefined";"undefined";"undefined";6;2;3;1;9;1;false;510;
"undefined";"undefined";"undefined";"undefined";10;7;2;1;4;1;false;428;
"undefined";"undefined";"undefined";"undefined";10;5;0;1;5;1;false;462;
"undefined";"undefined";"undefined";"undefined";10;8;3;1;9;1;false;374;
"undefined";"undefined";"undefined";"undefined";2;6;1;1;2;1;false;561;
"undefined";"undefined";"undefined";"undefined";Dynamic;9;4;1;6;1;false;625;
"undefined";"undefined";"undefined";"undefined";Dynamic;7;2;1;7;1;false;445;
