"Age";"Status";"Studies";"YearsOfExperience";Length;Level;Contrast;Distance_from_Center;number_of_given_answers;expected_answer;given_answer;is_correct;time_in_milliseconds;
"undefined";"undefined";"undefined";"undefined";2;4;no;1;1;6;1;false;968;
"undefined";"undefined";"undefined";"undefined";4;7;yes;2;1;7;1;false;715;
"undefined";"undefined";"undefined";"undefined";6;4;no;1;1;5;1;false;759;
"undefined";"undefined";"undefined";"undefined";6;3;no;2;1;7;1;false;732;
"undefined";"undefined";"undefined";"undefined";2;6;no;1;1;6;1;false;881;
"undefined";"undefined";"undefined";"undefined";5;3;yes;2;1;1;1;true;1117;
"undefined";"undefined";"undefined";"undefined";2;5;no;0;1;9;1;false;765;
"undefined";"undefined";"undefined";"undefined";6;4;no;1;1;1;1;true;780;
"undefined";"undefined";"undefined";"undefined";8;4;yes;1;1;4;1;false;785;
"undefined";"undefined";"undefined";"undefined";5;7;no;2;1;6;1;false;802;
"undefined";"undefined";"undefined";"undefined";2;3;no;2;1;8;1;false;840;
"undefined";"undefined";"undefined";"undefined";5;7;yes;2;1;5;1;false;655;
"undefined";"undefined";"undefined";"undefined";6;7;no;2;1;6;1;false;818;
"undefined";"undefined";"undefined";"undefined";4;7;no;2;1;6;1;false;703;
"undefined";"undefined";"undefined";"undefined";2;7;yes;2;1;1;1;true;802;
"undefined";"undefined";"undefined";"undefined";6;4;yes;1;1;6;1;false;718;
"undefined";"undefined";"undefined";"undefined";6;3;no;2;1;6;1;false;672;
"undefined";"undefined";"undefined";"undefined";8;7;no;2;1;6;1;false;605;
"undefined";"undefined";"undefined";"undefined";4;6;no;1;1;9;1;false;686;
"undefined";"undefined";"undefined";"undefined";5;7;no;2;1;1;1;true;704;
"undefined";"undefined";"undefined";"undefined";2;5;yes;0;1;8;1;false;1101;
"undefined";"undefined";"undefined";"undefined";8;3;yes;2;1;7;1;false;631;
"undefined";"undefined";"undefined";"undefined";2;7;yes;2;1;7;1;false;911;
"undefined";"undefined";"undefined";"undefined";4;4;yes;1;1;8;1;false;710;
"undefined";"undefined";"undefined";"undefined";5;5;yes;0;1;7;1;false;982;
"undefined";"undefined";"undefined";"undefined";8;3;no;2;1;10;1;false;750;
"undefined";"undefined";"undefined";"undefined";6;4;yes;1;1;1;1;true;747;
"undefined";"undefined";"undefined";"undefined";8;7;no;2;1;1;1;true;744;
"undefined";"undefined";"undefined";"undefined";4;7;no;2;1;7;1;false;785;
"undefined";"undefined";"undefined";"undefined";6;4;yes;1;1;6;1;false;698;
"undefined";"undefined";"undefined";"undefined";8;7;no;2;1;1;1;true;661;
"undefined";"undefined";"undefined";"undefined";6;5;no;0;1;2;1;false;644;
"undefined";"undefined";"undefined";"undefined";5;7;yes;2;1;4;1;false;611;
"undefined";"undefined";"undefined";"undefined";4;3;yes;2;1;4;1;false;559;
"undefined";"undefined";"undefined";"undefined";2;7;no;2;1;7;1;false;715;
"undefined";"undefined";"undefined";"undefined";5;3;no;2;1;7;1;false;666;
"undefined";"undefined";"undefined";"undefined";5;5;no;0;1;9;1;false;657;
"undefined";"undefined";"undefined";"undefined";4;5;no;0;1;1;1;true;668;
"undefined";"undefined";"undefined";"undefined";8;4;no;1;1;8;1;false;669;
"undefined";"undefined";"undefined";"undefined";5;7;yes;2;1;4;1;false;1034;
"undefined";"undefined";"undefined";"undefined";6;4;no;1;1;8;1;false;687;
"undefined";"undefined";"undefined";"undefined";2;3;yes;2;1;10;1;false;936;
"undefined";"undefined";"undefined";"undefined";8;7;no;2;1;4;1;false;739;
"undefined";"undefined";"undefined";"undefined";2;4;no;1;1;4;1;false;718;
"undefined";"undefined";"undefined";"undefined";6;3;no;2;1;3;1;false;679;
"undefined";"undefined";"undefined";"undefined";2;6;no;1;1;7;1;false;673;
"undefined";"undefined";"undefined";"undefined";5;7;no;2;1;8;1;false;592;
"undefined";"undefined";"undefined";"undefined";5;4;yes;1;1;9;1;false;659;
"undefined";"undefined";"undefined";"undefined";5;5;yes;0;1;7;1;false;690;
"undefined";"undefined";"undefined";"undefined";4;7;yes;2;1;4;1;false;572;
"undefined";"undefined";"undefined";"undefined";2;4;no;1;1;7;1;false;737;
"undefined";"undefined";"undefined";"undefined";6;6;no;1;1;1;1;true;614;
"undefined";"undefined";"undefined";"undefined";8;6;no;1;1;1;1;true;602;
"undefined";"undefined";"undefined";"undefined";4;7;yes;2;1;4;1;false;885;
"undefined";"undefined";"undefined";"undefined";2;4;no;1;1;10;1;false;710;
"undefined";"undefined";"undefined";"undefined";6;3;yes;2;1;3;1;false;623;
"undefined";"undefined";"undefined";"undefined";8;4;no;1;1;9;1;false;653;
"undefined";"undefined";"undefined";"undefined";4;6;yes;1;1;7;1;false;694;
"undefined";"undefined";"undefined";"undefined";2;6;no;1;1;10;1;false;677;
"undefined";"undefined";"undefined";"undefined";6;3;no;2;1;6;1;false;669;
"undefined";"undefined";"undefined";"undefined";5;3;no;2;1;7;1;false;584;
"undefined";"undefined";"undefined";"undefined";2;6;yes;1;1;6;1;false;668;
"undefined";"undefined";"undefined";"undefined";5;3;no;2;1;8;1;false;627;
"undefined";"undefined";"undefined";"undefined";8;4;no;1;1;7;1;false;729;
"undefined";"undefined";"undefined";"undefined";2;4;no;1;1;9;1;false;714;
"undefined";"undefined";"undefined";"undefined";4;4;no;1;1;6;1;false;661;
"undefined";"undefined";"undefined";"undefined";6;7;yes;2;1;4;1;false;884;
"undefined";"undefined";"undefined";"undefined";5;3;yes;2;1;7;1;false;1024;
"undefined";"undefined";"undefined";"undefined";2;3;no;2;1;9;1;false;833;
"undefined";"undefined";"undefined";"undefined";8;7;no;2;1;4;1;false;873;
"undefined";"undefined";"undefined";"undefined";5;6;no;1;1;1;1;true;793;
"undefined";"undefined";"undefined";"undefined";5;4;no;1;1;7;1;false;852;
"undefined";"undefined";"undefined";"undefined";2;5;no;0;1;9;1;false;868;
"undefined";"undefined";"undefined";"undefined";4;6;no;1;1;10;1;false;851;
"undefined";"undefined";"undefined";"undefined";5;6;yes;1;1;4;1;false;1063;
"undefined";"undefined";"undefined";"undefined";4;3;no;2;1;8;1;false;740;
"undefined";"undefined";"undefined";"undefined";8;5;yes;0;1;8;1;false;925;
"undefined";"undefined";"undefined";"undefined";4;3;yes;2;1;2;1;false;878;
"undefined";"undefined";"undefined";"undefined";6;4;no;1;1;10;1;false;829;
"undefined";"undefined";"undefined";"undefined";2;5;no;0;1;2;1;false;835;
"undefined";"undefined";"undefined";"undefined";5;5;no;0;1;5;1;false;852;
"undefined";"undefined";"undefined";"undefined";6;4;yes;1;1;2;1;false;968;
"undefined";"undefined";"undefined";"undefined";4;3;no;2;1;7;1;false;788;
"undefined";"undefined";"undefined";"undefined";4;4;no;1;1;3;1;false;733;
"undefined";"undefined";"undefined";"undefined";2;5;yes;0;1;7;1;false;891;
"undefined";"undefined";"undefined";"undefined";6;7;no;2;1;1;1;true;757;
"undefined";"undefined";"undefined";"undefined";6;5;yes;0;1;4;1;false;791;
"undefined";"undefined";"undefined";"undefined";2;4;no;1;1;4;1;false;786;
"undefined";"undefined";"undefined";"undefined";2;6;no;1;1;1;1;true;713;
"undefined";"undefined";"undefined";"undefined";4;5;no;0;1;2;1;false;801;
"undefined";"undefined";"undefined";"undefined";6;5;no;0;1;6;1;false;813;
"undefined";"undefined";"undefined";"undefined";2;4;no;1;1;1;1;true;1076;
"undefined";"undefined";"undefined";"undefined";6;6;yes;1;1;7;1;false;758;
"undefined";"undefined";"undefined";"undefined";4;6;yes;1;1;7;1;false;1030;
"undefined";"undefined";"undefined";"undefined";8;5;no;0;1;1;1;true;947;
"undefined";"undefined";"undefined";"undefined";8;5;yes;0;1;10;1;false;1017;
"undefined";"undefined";"undefined";"undefined";6;3;no;2;1;3;1;false;680;
"undefined";"undefined";"undefined";"undefined";8;4;yes;1;1;7;1;false;918;
"undefined";"undefined";"undefined";"undefined";8;6;no;1;1;6;1;false;757;
"undefined";"undefined";"undefined";"undefined";5;3;yes;2;1;7;1;false;868;
"undefined";"undefined";"undefined";"undefined";5;5;yes;0;1;9;1;false;967;
"undefined";"undefined";"undefined";"undefined";8;3;yes;2;1;8;1;false;866;
"undefined";"undefined";"undefined";"undefined";2;5;no;0;1;4;1;false;887;
"undefined";"undefined";"undefined";"undefined";2;3;no;2;1;2;1;false;992;
"undefined";"undefined";"undefined";"undefined";5;5;no;0;1;2;1;false;828;
"undefined";"undefined";"undefined";"undefined";5;4;no;1;1;5;1;false;800;
"undefined";"undefined";"undefined";"undefined";8;3;no;2;1;6;1;false;758;
"undefined";"undefined";"undefined";"undefined";4;5;no;0;1;10;1;false;741;
"undefined";"undefined";"undefined";"undefined";2;6;no;1;1;3;1;false;856;
"undefined";"undefined";"undefined";"undefined";2;7;no;2;1;1;1;true;800;
"undefined";"undefined";"undefined";"undefined";6;7;yes;2;1;7;1;false;750;
"undefined";"undefined";"undefined";"undefined";2;6;no;1;1;2;1;false;760;
"undefined";"undefined";"undefined";"undefined";4;3;no;2;1;7;1;false;846;
"undefined";"undefined";"undefined";"undefined";8;4;no;1;1;10;1;false;764;
"undefined";"undefined";"undefined";"undefined";2;3;no;2;1;7;1;false;811;
"undefined";"undefined";"undefined";"undefined";5;6;no;1;1;6;1;false;724;
"undefined";"undefined";"undefined";"undefined";2;6;yes;1;1;2;1;false;1272;
"undefined";"undefined";"undefined";"undefined";2;7;yes;2;1;2;1;false;979;
"undefined";"undefined";"undefined";"undefined";8;5;no;0;1;9;1;false;865;
"undefined";"undefined";"undefined";"undefined";6;6;no;1;1;4;1;false;751;
"undefined";"undefined";"undefined";"undefined";8;5;yes;0;1;3;1;false;744;
"undefined";"undefined";"undefined";"undefined";5;5;no;0;1;7;1;false;705;
"undefined";"undefined";"undefined";"undefined";2;6;no;1;1;8;1;false;821;
"undefined";"undefined";"undefined";"undefined";8;7;no;2;1;10;1;false;686;
"undefined";"undefined";"undefined";"undefined";2;6;yes;1;1;2;1;false;756;
"undefined";"undefined";"undefined";"undefined";2;3;yes;2;1;8;1;false;1105;
"undefined";"undefined";"undefined";"undefined";8;6;no;1;1;6;1;false;906;
"undefined";"undefined";"undefined";"undefined";2;5;no;0;1;2;1;false;858;
"undefined";"undefined";"undefined";"undefined";4;5;no;0;1;2;1;false;691;
"undefined";"undefined";"undefined";"undefined";5;4;yes;1;1;7;1;false;668;
"undefined";"undefined";"undefined";"undefined";8;6;yes;1;1;5;1;false;774;
"undefined";"undefined";"undefined";"undefined";5;4;no;1;1;3;1;false;826;
"undefined";"undefined";"undefined";"undefined";5;5;yes;0;1;1;1;true;788;
"undefined";"undefined";"undefined";"undefined";5;4;yes;1;1;4;1;false;751;
"undefined";"undefined";"undefined";"undefined";5;6;no;1;1;2;1;false;802;
"undefined";"undefined";"undefined";"undefined";4;3;no;2;1;9;1;false;671;
"undefined";"undefined";"undefined";"undefined";4;5;yes;0;1;1;1;true;719;
"undefined";"undefined";"undefined";"undefined";4;3;yes;2;1;10;1;false;693;
"undefined";"undefined";"undefined";"undefined";5;4;no;1;1;3;1;false;719;
"undefined";"undefined";"undefined";"undefined";8;6;no;1;1;2;1;false;633;
"undefined";"undefined";"undefined";"undefined";4;3;yes;2;1;1;1;true;980;
"undefined";"undefined";"undefined";"undefined";6;5;yes;0;1;6;1;false;858;
"undefined";"undefined";"undefined";"undefined";2;6;yes;1;1;1;1;true;832;
"undefined";"undefined";"undefined";"undefined";8;3;yes;2;1;6;1;false;784;
"undefined";"undefined";"undefined";"undefined";4;7;yes;2;1;5;1;false;726;
"undefined";"undefined";"undefined";"undefined";2;5;no;0;1;3;1;false;716;
"undefined";"undefined";"undefined";"undefined";8;7;yes;2;1;9;1;false;635;
"undefined";"undefined";"undefined";"undefined";6;4;yes;1;1;6;1;false;626;
"undefined";"undefined";"undefined";"undefined";5;3;yes;2;1;8;1;false;626;
"undefined";"undefined";"undefined";"undefined";2;4;yes;1;1;3;1;false;1010;
"undefined";"undefined";"undefined";"undefined";8;5;yes;0;1;9;1;false;690;
"undefined";"undefined";"undefined";"undefined";6;4;yes;1;1;9;1;false;733;
"undefined";"undefined";"undefined";"undefined";2;3;no;2;1;10;1;false;753;
"undefined";"undefined";"undefined";"undefined";8;7;no;2;1;10;1;false;581;
"undefined";"undefined";"undefined";"undefined";8;7;yes;2;1;3;1;false;617;
"undefined";"undefined";"undefined";"undefined";5;4;yes;1;1;10;1;false;720;
"undefined";"undefined";"undefined";"undefined";6;6;yes;1;1;2;1;false;649;
"undefined";"undefined";"undefined";"undefined";6;6;yes;1;1;7;1;false;672;
"undefined";"undefined";"undefined";"undefined";6;7;yes;2;1;9;1;false;720;
"undefined";"undefined";"undefined";"undefined";8;3;yes;2;1;3;1;false;622;
"undefined";"undefined";"undefined";"undefined";2;3;yes;2;1;7;1;false;1097;
"undefined";"undefined";"undefined";"undefined";4;3;no;2;1;9;1;false;763;
"undefined";"undefined";"undefined";"undefined";6;6;no;1;1;1;1;true;622;
"undefined";"undefined";"undefined";"undefined";8;5;no;0;1;9;1;false;655;
"undefined";"undefined";"undefined";"undefined";8;3;no;2;1;5;1;false;645;
"undefined";"undefined";"undefined";"undefined";4;3;no;2;1;4;1;false;652;
"undefined";"undefined";"undefined";"undefined";4;7;no;2;1;9;1;false;606;
"undefined";"undefined";"undefined";"undefined";6;3;yes;2;1;1;1;true;990;
"undefined";"undefined";"undefined";"undefined";2;5;yes;0;1;6;1;false;837;
"undefined";"undefined";"undefined";"undefined";6;4;yes;1;1;8;1;false;899;
"undefined";"undefined";"undefined";"undefined";2;4;no;1;1;1;1;true;901;
"undefined";"undefined";"undefined";"undefined";2;6;yes;1;1;2;1;false;1001;
"undefined";"undefined";"undefined";"undefined";6;6;no;1;1;5;1;false;692;
"undefined";"undefined";"undefined";"undefined";8;3;no;2;1;10;1;false;602;
"undefined";"undefined";"undefined";"undefined";2;5;yes;0;1;1;1;true;901;
"undefined";"undefined";"undefined";"undefined";6;5;no;0;1;4;1;false;648;
"undefined";"undefined";"undefined";"undefined";8;5;no;0;1;5;1;false;607;
"undefined";"undefined";"undefined";"undefined";4;7;yes;2;1;8;1;false;621;
"undefined";"undefined";"undefined";"undefined";6;6;yes;1;1;9;1;false;847;
"undefined";"undefined";"undefined";"undefined";2;6;yes;1;1;5;1;false;740;
"undefined";"undefined";"undefined";"undefined";6;3;no;2;1;9;1;false;961;
"undefined";"undefined";"undefined";"undefined";5;6;yes;1;1;8;1;false;863;
"undefined";"undefined";"undefined";"undefined";5;5;yes;0;1;5;1;false;735;
"undefined";"undefined";"undefined";"undefined";5;6;yes;1;1;1;1;true;822;
"undefined";"undefined";"undefined";"undefined";4;3;yes;2;1;5;1;false;920;
"undefined";"undefined";"undefined";"undefined";6;3;no;2;1;5;1;false;711;
"undefined";"undefined";"undefined";"undefined";2;4;yes;1;1;2;1;false;924;
"undefined";"undefined";"undefined";"undefined";2;6;yes;1;1;5;1;false;1051;
"undefined";"undefined";"undefined";"undefined";8;7;yes;2;1;9;1;false;852;
"undefined";"undefined";"undefined";"undefined";4;3;no;2;1;5;1;false;807;
"undefined";"undefined";"undefined";"undefined";2;6;no;1;1;3;1;false;898;
"undefined";"undefined";"undefined";"undefined";2;5;no;0;1;6;1;false;807;
"undefined";"undefined";"undefined";"undefined";5;4;no;1;1;9;1;false;864;
"undefined";"undefined";"undefined";"undefined";6;7;no;2;1;1;1;true;747;
"undefined";"undefined";"undefined";"undefined";5;3;yes;2;1;5;1;false;790;
"undefined";"undefined";"undefined";"undefined";8;3;yes;2;1;6;1;false;720;
"undefined";"undefined";"undefined";"undefined";4;4;no;1;1;1;1;true;824;
"undefined";"undefined";"undefined";"undefined";4;4;yes;1;1;1;1;true;697;
"undefined";"undefined";"undefined";"undefined";2;7;no;2;1;1;1;true;1007;
"undefined";"undefined";"undefined";"undefined";8;6;no;1;1;5;1;false;741;
"undefined";"undefined";"undefined";"undefined";2;6;yes;1;1;9;1;false;812;
"undefined";"undefined";"undefined";"undefined";8;7;yes;2;1;9;1;false;696;
"undefined";"undefined";"undefined";"undefined";6;7;no;2;1;6;1;false;727;
"undefined";"undefined";"undefined";"undefined";2;7;yes;2;1;3;1;false;770;
"undefined";"undefined";"undefined";"undefined";4;5;no;0;1;9;1;false;746;
"undefined";"undefined";"undefined";"undefined";8;3;yes;2;1;2;1;false;766;
"undefined";"undefined";"undefined";"undefined";8;4;no;1;1;6;1;false;682;
"undefined";"undefined";"undefined";"undefined";8;3;yes;2;1;2;1;false;656;
"undefined";"undefined";"undefined";"undefined";2;7;yes;2;1;6;1;false;833;
"undefined";"undefined";"undefined";"undefined";5;7;no;2;1;1;1;true;702;
"undefined";"undefined";"undefined";"undefined";8;6;yes;1;1;6;1;false;692;
"undefined";"undefined";"undefined";"undefined";4;6;yes;1;1;10;1;false;742;
"undefined";"undefined";"undefined";"undefined";4;6;no;1;1;5;1;false;704;
"undefined";"undefined";"undefined";"undefined";8;6;yes;1;1;6;1;false;701;
"undefined";"undefined";"undefined";"undefined";6;5;no;0;1;10;1;false;677;
"undefined";"undefined";"undefined";"undefined";2;5;yes;0;1;7;1;false;867;
"undefined";"undefined";"undefined";"undefined";6;4;yes;1;1;2;1;false;778;
"undefined";"undefined";"undefined";"undefined";6;6;yes;1;1;9;1;false;705;
"undefined";"undefined";"undefined";"undefined";8;6;yes;1;1;3;1;false;698;
"undefined";"undefined";"undefined";"undefined";6;3;yes;2;1;10;1;false;795;
"undefined";"undefined";"undefined";"undefined";4;4;no;1;1;5;1;false;841;
"undefined";"undefined";"undefined";"undefined";5;3;no;2;1;9;1;false;712;
"undefined";"undefined";"undefined";"undefined";5;3;no;2;1;7;1;false;807;
"undefined";"undefined";"undefined";"undefined";6;3;yes;2;1;7;1;false;853;
"undefined";"undefined";"undefined";"undefined";4;4;no;1;1;10;1;false;982;
"undefined";"undefined";"undefined";"undefined";6;3;yes;2;1;8;1;false;768;
"undefined";"undefined";"undefined";"undefined";4;6;yes;1;1;2;1;false;779;
"undefined";"undefined";"undefined";"undefined";5;7;yes;2;1;10;1;false;786;
"undefined";"undefined";"undefined";"undefined";8;3;no;2;1;9;1;false;698;
"undefined";"undefined";"undefined";"undefined";5;3;no;2;1;3;1;false;685;
"undefined";"undefined";"undefined";"undefined";6;4;no;1;1;3;1;false;716;
"undefined";"undefined";"undefined";"undefined";5;6;yes;1;1;10;1;false;814;
"undefined";"undefined";"undefined";"undefined";6;4;no;1;1;9;1;false;712;
"undefined";"undefined";"undefined";"undefined";8;5;yes;0;1;4;1;false;691;
"undefined";"undefined";"undefined";"undefined";5;4;no;1;1;9;1;false;746;
"undefined";"undefined";"undefined";"undefined";5;5;yes;0;1;9;1;false;824;
"undefined";"undefined";"undefined";"undefined";6;4;no;1;1;7;1;false;688;
"undefined";"undefined";"undefined";"undefined";8;3;no;2;1;7;1;false;677;
"undefined";"undefined";"undefined";"undefined";5;4;no;1;1;10;1;false;685;
"undefined";"undefined";"undefined";"undefined";8;6;yes;1;1;3;1;false;663;
"undefined";"undefined";"undefined";"undefined";6;7;yes;2;1;2;1;false;670;
"undefined";"undefined";"undefined";"undefined";4;7;no;2;1;1;1;true;744;
"undefined";"undefined";"undefined";"undefined";8;5;no;0;1;4;1;false;709;
"undefined";"undefined";"undefined";"undefined";8;5;no;0;1;7;1;false;714;
"undefined";"undefined";"undefined";"undefined";8;6;no;1;1;9;1;false;691;
"undefined";"undefined";"undefined";"undefined";8;6;yes;1;1;4;1;false;659;
"undefined";"undefined";"undefined";"undefined";5;7;no;2;1;1;1;true;683;
"undefined";"undefined";"undefined";"undefined";4;3;yes;2;1;5;1;false;652;
"undefined";"undefined";"undefined";"undefined";6;5;no;0;1;6;1;false;637;
"undefined";"undefined";"undefined";"undefined";4;5;yes;0;1;5;1;false;625;
"undefined";"undefined";"undefined";"undefined";8;3;yes;2;1;7;1;false;614;
"undefined";"undefined";"undefined";"undefined";5;7;yes;2;1;5;1;false;784;
"undefined";"undefined";"undefined";"undefined";5;5;no;0;1;9;1;false;755;
"undefined";"undefined";"undefined";"undefined";8;6;no;1;1;9;1;false;651;
"undefined";"undefined";"undefined";"undefined";2;4;no;1;1;9;1;false;972;
"undefined";"undefined";"undefined";"undefined";5;4;no;1;1;3;1;false;743;
"undefined";"undefined";"undefined";"undefined";4;3;yes;2;1;2;1;false;1111;
"undefined";"undefined";"undefined";"undefined";5;6;no;1;1;9;1;false;668;
"undefined";"undefined";"undefined";"undefined";5;5;yes;0;1;10;1;false;812;
"undefined";"undefined";"undefined";"undefined";8;7;yes;2;1;9;1;false;737;
"undefined";"undefined";"undefined";"undefined";5;4;no;1;1;9;1;false;889;
"undefined";"undefined";"undefined";"undefined";2;5;no;0;1;6;1;false;828;
"undefined";"undefined";"undefined";"undefined";6;5;yes;0;1;1;1;true;734;
"undefined";"undefined";"undefined";"undefined";4;5;yes;0;1;4;1;false;928;
"undefined";"undefined";"undefined";"undefined";2;5;yes;0;1;1;1;true;898;
"undefined";"undefined";"undefined";"undefined";4;6;no;1;1;1;1;true;684;
"undefined";"undefined";"undefined";"undefined";8;6;yes;1;1;8;1;false;695;
"undefined";"undefined";"undefined";"undefined";4;4;no;1;1;5;1;false;855;
"undefined";"undefined";"undefined";"undefined";5;6;no;1;1;5;1;false;802;
"undefined";"undefined";"undefined";"undefined";6;6;no;1;1;7;1;false;728;
"undefined";"undefined";"undefined";"undefined";8;7;yes;2;1;10;1;false;726;
"undefined";"undefined";"undefined";"undefined";5;7;no;2;1;9;1;false;681;
"undefined";"undefined";"undefined";"undefined";4;4;no;1;1;3;1;false;744;
"undefined";"undefined";"undefined";"undefined";5;7;yes;2;1;6;1;false;847;
"undefined";"undefined";"undefined";"undefined";2;5;yes;0;1;8;1;false;712;
"undefined";"undefined";"undefined";"undefined";4;6;no;1;1;9;1;false;779;
"undefined";"undefined";"undefined";"undefined";6;3;yes;2;1;7;1;false;821;
"undefined";"undefined";"undefined";"undefined";2;5;yes;0;1;9;1;false;822;
"undefined";"undefined";"undefined";"undefined";5;3;yes;2;1;1;1;true;754;
"undefined";"undefined";"undefined";"undefined";8;5;yes;0;1;8;1;false;709;
"undefined";"undefined";"undefined";"undefined";6;4;no;1;1;10;1;false;729;
"undefined";"undefined";"undefined";"undefined";6;5;no;0;1;5;1;false;787;
"undefined";"undefined";"undefined";"undefined";6;5;no;0;1;9;1;false;816;
"undefined";"undefined";"undefined";"undefined";6;5;no;0;1;7;1;false;797;
"undefined";"undefined";"undefined";"undefined";5;4;no;1;1;5;1;false;783;
"undefined";"undefined";"undefined";"undefined";6;5;no;0;1;1;1;true;713;
"undefined";"undefined";"undefined";"undefined";8;5;no;0;1;1;1;true;715;
"undefined";"undefined";"undefined";"undefined";2;7;no;2;1;2;1;false;858;
"undefined";"undefined";"undefined";"undefined";2;5;no;0;1;2;1;false;779;
"undefined";"undefined";"undefined";"undefined";6;4;yes;1;1;5;1;false;822;
"undefined";"undefined";"undefined";"undefined";4;4;yes;1;1;8;1;false;775;
"undefined";"undefined";"undefined";"undefined";6;4;yes;1;1;4;1;false;794;
"undefined";"undefined";"undefined";"undefined";4;7;yes;2;1;10;1;false;736;
"undefined";"undefined";"undefined";"undefined";6;7;yes;2;1;9;1;false;629;
"undefined";"undefined";"undefined";"undefined";5;3;no;2;1;1;1;true;705;
"undefined";"undefined";"undefined";"undefined";4;3;no;2;1;9;1;false;692;
"undefined";"undefined";"undefined";"undefined";5;7;yes;2;1;8;1;false;785;
"undefined";"undefined";"undefined";"undefined";6;6;yes;1;1;3;1;false;819;
"undefined";"undefined";"undefined";"undefined";6;3;no;2;1;2;1;false;779;
"undefined";"undefined";"undefined";"undefined";8;3;no;2;1;1;1;true;735;
"undefined";"undefined";"undefined";"undefined";4;3;yes;2;1;6;1;false;805;
"undefined";"undefined";"undefined";"undefined";2;7;no;2;1;2;1;false;870;
"undefined";"undefined";"undefined";"undefined";8;5;yes;0;1;9;1;false;820;
"undefined";"undefined";"undefined";"undefined";2;3;no;2;1;8;1;false;734;
"undefined";"undefined";"undefined";"undefined";6;6;no;1;1;9;1;false;837;
"undefined";"undefined";"undefined";"undefined";2;5;no;0;1;10;1;false;889;
"undefined";"undefined";"undefined";"undefined";2;5;yes;0;1;7;1;false;1067;
"undefined";"undefined";"undefined";"undefined";4;3;no;2;1;3;1;false;908;
"undefined";"undefined";"undefined";"undefined";6;7;no;2;1;8;1;false;786;
"undefined";"undefined";"undefined";"undefined";6;6;no;1;1;6;1;false;679;
"undefined";"undefined";"undefined";"undefined";2;3;no;2;1;5;1;false;806;
"undefined";"undefined";"undefined";"undefined";8;7;yes;2;1;2;1;false;909;
"undefined";"undefined";"undefined";"undefined";5;5;no;0;1;4;1;false;886;
"undefined";"undefined";"undefined";"undefined";4;7;yes;2;1;9;1;false;845;
"undefined";"undefined";"undefined";"undefined";6;6;yes;1;1;5;1;false;744;
"undefined";"undefined";"undefined";"undefined";5;6;yes;1;1;10;1;false;915;
"undefined";"undefined";"undefined";"undefined";2;7;yes;2;1;10;1;false;770;
"undefined";"undefined";"undefined";"undefined";6;6;no;1;1;6;1;false;758;
"undefined";"undefined";"undefined";"undefined";5;7;no;2;1;6;1;false;697;
"undefined";"undefined";"undefined";"undefined";8;7;no;2;1;3;1;false;727;
"undefined";"undefined";"undefined";"undefined";4;6;no;1;1;10;1;false;778;
"undefined";"undefined";"undefined";"undefined";2;7;no;2;1;3;1;false;871;
"undefined";"undefined";"undefined";"undefined";5;6;no;1;1;10;1;false;840;
"undefined";"undefined";"undefined";"undefined";5;3;yes;2;1;8;1;false;1114;
