"Age";"Status";"Studies";"YearsOfExperience";Level;Distance_from_Center;number_of_given_answers;expected_answer;given_answer;is_correct;time_in_milliseconds;
"undefined";"undefined";"undefined";"undefined";6;1;1;1;1;true;321;
"undefined";"undefined";"undefined";"undefined";2;3;1;6;1;false;349;
"undefined";"undefined";"undefined";"undefined";7;2;1;7;1;false;345;
"undefined";"undefined";"undefined";"undefined";2;3;1;9;1;false;326;
"undefined";"undefined";"undefined";"undefined";7;2;1;4;1;false;321;
"undefined";"undefined";"undefined";"undefined";7;2;1;6;1;false;348;
"undefined";"undefined";"undefined";"undefined";7;2;1;5;1;false;313;
"undefined";"undefined";"undefined";"undefined";1;4;1;3;1;false;366;
"undefined";"undefined";"undefined";"undefined";1;4;1;5;1;false;382;
"undefined";"undefined";"undefined";"undefined";6;1;1;6;1;false;318;
"undefined";"undefined";"undefined";"undefined";6;1;1;4;1;false;352;
"undefined";"undefined";"undefined";"undefined";4;1;1;9;1;false;340;
"undefined";"undefined";"undefined";"undefined";5;0;1;4;1;false;320;
"undefined";"undefined";"undefined";"undefined";9;4;1;4;1;false;307;
"undefined";"undefined";"undefined";"undefined";8;3;1;5;1;false;331;
"undefined";"undefined";"undefined";"undefined";6;1;1;5;1;false;308;
"undefined";"undefined";"undefined";"undefined";5;0;1;2;1;false;359;
"undefined";"undefined";"undefined";"undefined";6;1;1;8;1;false;287;
"undefined";"undefined";"undefined";"undefined";1;4;1;2;1;false;327;
"undefined";"undefined";"undefined";"undefined";3;2;1;10;1;false;306;
"undefined";"undefined";"undefined";"undefined";5;0;1;5;1;false;329;
"undefined";"undefined";"undefined";"undefined";3;2;1;1;1;true;375;
"undefined";"undefined";"undefined";"undefined";7;2;1;10;1;false;347;
"undefined";"undefined";"undefined";"undefined";5;0;1;1;1;true;350;
"undefined";"undefined";"undefined";"undefined";7;2;1;7;1;false;342;
"undefined";"undefined";"undefined";"undefined";4;1;1;9;1;false;358;
"undefined";"undefined";"undefined";"undefined";7;2;1;5;1;false;330;
"undefined";"undefined";"undefined";"undefined";1;4;1;3;1;false;300;
"undefined";"undefined";"undefined";"undefined";5;0;1;3;1;false;403;
"undefined";"undefined";"undefined";"undefined";9;4;1;4;1;false;348;
"undefined";"undefined";"undefined";"undefined";9;4;1;1;1;true;310;
"undefined";"undefined";"undefined";"undefined";3;2;1;5;1;false;388;
"undefined";"undefined";"undefined";"undefined";8;3;1;5;1;false;350;
"undefined";"undefined";"undefined";"undefined";8;3;1;7;1;false;302;
"undefined";"undefined";"undefined";"undefined";4;1;1;6;1;false;353;
"undefined";"undefined";"undefined";"undefined";3;2;1;7;1;false;345;
"undefined";"undefined";"undefined";"undefined";6;1;1;5;1;false;318;
"undefined";"undefined";"undefined";"undefined";7;2;1;10;1;false;344;
"undefined";"undefined";"undefined";"undefined";2;3;1;5;1;false;401;
"undefined";"undefined";"undefined";"undefined";8;3;1;3;1;false;358;
"undefined";"undefined";"undefined";"undefined";4;1;1;9;1;false;397;
"undefined";"undefined";"undefined";"undefined";3;2;1;6;1;false;417;
"undefined";"undefined";"undefined";"undefined";8;3;1;9;1;false;345;
"undefined";"undefined";"undefined";"undefined";6;1;1;2;1;false;336;
"undefined";"undefined";"undefined";"undefined";4;1;1;6;1;false;361;
"undefined";"undefined";"undefined";"undefined";9;4;1;6;1;false;368;
"undefined";"undefined";"undefined";"undefined";5;0;1;4;1;false;328;
"undefined";"undefined";"undefined";"undefined";6;1;1;6;1;false;353;
"undefined";"undefined";"undefined";"undefined";2;3;1;7;1;false;395;
"undefined";"undefined";"undefined";"undefined";7;2;1;1;1;true;336;
"undefined";"undefined";"undefined";"undefined";2;3;1;9;1;false;378;
"undefined";"undefined";"undefined";"undefined";4;1;1;2;1;false;353;
"undefined";"undefined";"undefined";"undefined";5;0;1;3;1;false;307;
"undefined";"undefined";"undefined";"undefined";5;0;1;6;1;false;332;
"undefined";"undefined";"undefined";"undefined";1;4;1;4;1;false;387;
"undefined";"undefined";"undefined";"undefined";1;4;1;7;1;false;340;
"undefined";"undefined";"undefined";"undefined";5;0;1;3;1;false;313;
"undefined";"undefined";"undefined";"undefined";7;2;1;9;1;false;301;
"undefined";"undefined";"undefined";"undefined";2;3;1;8;1;false;375;
"undefined";"undefined";"undefined";"undefined";3;2;1;6;1;false;394;
"undefined";"undefined";"undefined";"undefined";8;3;1;9;1;false;326;
"undefined";"undefined";"undefined";"undefined";7;2;1;8;1;false;329;
"undefined";"undefined";"undefined";"undefined";2;3;1;2;1;false;372;
"undefined";"undefined";"undefined";"undefined";1;4;1;9;1;false;371;
"undefined";"undefined";"undefined";"undefined";3;2;1;3;1;false;334;
"undefined";"undefined";"undefined";"undefined";4;1;1;4;1;false;350;
"undefined";"undefined";"undefined";"undefined";8;3;1;7;1;false;371;
"undefined";"undefined";"undefined";"undefined";4;1;1;10;1;false;322;
"undefined";"undefined";"undefined";"undefined";4;1;1;6;1;false;333;
"undefined";"undefined";"undefined";"undefined";7;2;1;4;1;false;318;
"undefined";"undefined";"undefined";"undefined";2;3;1;4;1;false;344;
"undefined";"undefined";"undefined";"undefined";3;2;1;10;1;false;341;
"undefined";"undefined";"undefined";"undefined";3;2;1;5;1;false;349;
"undefined";"undefined";"undefined";"undefined";9;4;1;8;1;false;318;
"undefined";"undefined";"undefined";"undefined";9;4;1;5;1;false;320;
"undefined";"undefined";"undefined";"undefined";1;4;1;7;1;false;334;
"undefined";"undefined";"undefined";"undefined";3;2;1;5;1;false;358;
"undefined";"undefined";"undefined";"undefined";6;1;1;7;1;false;350;
"undefined";"undefined";"undefined";"undefined";8;3;1;2;1;false;311;
"undefined";"undefined";"undefined";"undefined";6;1;1;10;1;false;296;
"undefined";"undefined";"undefined";"undefined";2;3;1;3;1;false;377;
"undefined";"undefined";"undefined";"undefined";9;4;1;9;1;false;319;
"undefined";"undefined";"undefined";"undefined";9;4;1;2;1;false;374;
"undefined";"undefined";"undefined";"undefined";4;1;1;6;1;false;402;
"undefined";"undefined";"undefined";"undefined";8;3;1;9;1;false;342;
"undefined";"undefined";"undefined";"undefined";5;0;1;6;1;false;344;
"undefined";"undefined";"undefined";"undefined";9;4;1;1;1;true;379;
