"Age";"Status";"Studies";"YearsOfExperience";Length;Level;Density;Distance_from_Center;number_of_given_answers;expected_answer;given_answer;is_correct;time_in_milliseconds;
"undefined";"undefined";"undefined";"undefined";2;4;0;1;1;4;1;false;954;
"undefined";"undefined";"undefined";"undefined";8;2;2;3;1;2;1;false;759;
"undefined";"undefined";"undefined";"undefined";4;9;0;4;1;9;1;false;851;
"undefined";"undefined";"undefined";"undefined";6;7;4;2;1;7;1;false;1045;
"undefined";"undefined";"undefined";"undefined";8;9;0;4;1;9;1;false;817;
"undefined";"undefined";"undefined";"undefined";4;9;4;4;1;9;1;false;782;
"undefined";"undefined";"undefined";"undefined";8;2;0;3;1;2;1;false;679;
"undefined";"undefined";"undefined";"undefined";4;3;4;2;1;3;1;false;1558;
"undefined";"undefined";"undefined";"undefined";8;4;2;1;1;4;1;false;884;
"undefined";"undefined";"undefined";"undefined";4;9;0;4;1;9;1;false;573;
"undefined";"undefined";"undefined";"undefined";8;7;0;2;1;7;1;false;736;
"undefined";"undefined";"undefined";"undefined";8;8;2;3;1;8;1;false;1631;
"undefined";"undefined";"undefined";"undefined";4;7;2;2;1;7;1;false;1254;
"undefined";"undefined";"undefined";"undefined";6;9;2;4;1;9;1;false;851;
"undefined";"undefined";"undefined";"undefined";4;5;4;0;1;5;1;false;2319;
"undefined";"undefined";"undefined";"undefined";8;3;0;2;1;3;1;false;1149;
"undefined";"undefined";"undefined";"undefined";4;8;4;3;1;8;1;false;1816;
"undefined";"undefined";"undefined";"undefined";8;9;2;4;1;9;1;false;770;
"undefined";"undefined";"undefined";"undefined";8;1;4;4;1;1;1;true;1056;
"undefined";"undefined";"undefined";"undefined";4;8;2;3;1;8;1;false;867;
"undefined";"undefined";"undefined";"undefined";4;2;0;3;1;2;1;false;853;
"undefined";"undefined";"undefined";"undefined";2;8;4;3;1;8;1;false;1202;
"undefined";"undefined";"undefined";"undefined";6;6;0;1;1;6;1;false;805;
"undefined";"undefined";"undefined";"undefined";8;5;2;0;1;5;1;false;1666;
"undefined";"undefined";"undefined";"undefined";2;2;0;3;1;2;1;false;935;
"undefined";"undefined";"undefined";"undefined";6;5;2;0;1;5;1;false;860;
"undefined";"undefined";"undefined";"undefined";6;4;4;1;1;4;1;false;924;
"undefined";"undefined";"undefined";"undefined";2;2;2;3;1;2;1;false;1050;
"undefined";"undefined";"undefined";"undefined";4;4;0;1;1;4;1;false;962;
"undefined";"undefined";"undefined";"undefined";8;1;0;4;1;1;1;true;620;
"undefined";"undefined";"undefined";"undefined";4;8;0;3;1;8;1;false;718;
"undefined";"undefined";"undefined";"undefined";2;7;0;2;1;7;1;false;1154;
"undefined";"undefined";"undefined";"undefined";6;7;4;2;1;7;1;false;1505;
"undefined";"undefined";"undefined";"undefined";8;8;2;3;1;8;1;false;820;
"undefined";"undefined";"undefined";"undefined";6;9;0;4;1;9;1;false;1110;
"undefined";"undefined";"undefined";"undefined";2;2;2;3;1;2;1;false;997;
"undefined";"undefined";"undefined";"undefined";8;4;0;1;1;4;1;false;760;
"undefined";"undefined";"undefined";"undefined";4;2;0;3;1;2;1;false;844;
"undefined";"undefined";"undefined";"undefined";2;7;0;2;1;7;1;false;1181;
"undefined";"undefined";"undefined";"undefined";6;4;0;1;1;4;1;false;751;
"undefined";"undefined";"undefined";"undefined";8;7;2;2;1;7;1;false;746;
"undefined";"undefined";"undefined";"undefined";8;8;0;3;1;8;1;false;734;
"undefined";"undefined";"undefined";"undefined";4;9;2;4;1;9;1;false;752;
"undefined";"undefined";"undefined";"undefined";8;2;2;3;1;2;1;false;825;
"undefined";"undefined";"undefined";"undefined";2;9;4;4;1;9;1;false;1108;
"undefined";"undefined";"undefined";"undefined";6;3;0;2;1;3;1;false;813;
"undefined";"undefined";"undefined";"undefined";6;6;4;1;1;6;1;false;970;
"undefined";"undefined";"undefined";"undefined";8;5;0;0;1;5;1;false;669;
"undefined";"undefined";"undefined";"undefined";2;8;0;3;1;8;1;false;1158;
"undefined";"undefined";"undefined";"undefined";4;6;4;1;1;6;1;false;1377;
"undefined";"undefined";"undefined";"undefined";8;1;0;4;1;1;1;true;667;
"undefined";"undefined";"undefined";"undefined";2;9;0;4;1;9;1;false;982;
"undefined";"undefined";"undefined";"undefined";4;8;2;3;1;8;1;false;1144;
"undefined";"undefined";"undefined";"undefined";6;5;2;0;1;5;1;false;1137;
"undefined";"undefined";"undefined";"undefined";6;7;2;2;1;7;1;false;841;
"undefined";"undefined";"undefined";"undefined";6;6;0;1;1;6;1;false;932;
"undefined";"undefined";"undefined";"undefined";6;4;4;1;1;4;1;false;2051;
"undefined";"undefined";"undefined";"undefined";2;6;0;1;1;6;1;false;1083;
"undefined";"undefined";"undefined";"undefined";6;4;2;1;1;4;1;false;848;
"undefined";"undefined";"undefined";"undefined";2;6;0;1;1;6;1;false;1040;
