"Age";"Status";"Studies";"YearsOfExperience";Length;Segment;Row;Density;number_of_given_answers;expected_answer;given_answer;is_correct;time_in_milliseconds;
"undefined";"undefined";"undefined";"undefined";0;1;8;34;1;3;1;false;2447;
"undefined";"undefined";"undefined";"undefined";0;2;3;35;1;5;1;false;3004;
"undefined";"undefined";"undefined";"undefined";0;3;6;47;1;7;1;false;7245;
"undefined";"undefined";"undefined";"undefined";0;4;6;43;1;4;1;false;3437;
"undefined";"undefined";"undefined";"undefined";0;4;8;33;1;9;1;false;1835;
"undefined";"undefined";"undefined";"undefined";0;4;1;25;1;3;1;false;2344;
"undefined";"undefined";"undefined";"undefined";0;4;1;27;1;7;1;false;1351;
"undefined";"undefined";"undefined";"undefined";0;4;9;26;1;9;1;false;1208;
"undefined";"undefined";"undefined";"undefined";0;3;8;31;1;4;1;false;2683;
"undefined";"undefined";"undefined";"undefined";0;2;2;31;1;2;1;false;1905;
"undefined";"undefined";"undefined";"undefined";0;1;2;33;1;9;1;false;6505;
"undefined";"undefined";"undefined";"undefined";0;4;4;45;1;3;1;false;1544;
"undefined";"undefined";"undefined";"undefined";0;0;8;30;1;2;1;false;1988;
"undefined";"undefined";"undefined";"undefined";0;4;1;26;1;9;1;false;1436;
"undefined";"undefined";"undefined";"undefined";0;4;5;46;1;7;1;false;2253;
"undefined";"undefined";"undefined";"undefined";0;0;9;23;1;7;1;false;2167;
"undefined";"undefined";"undefined";"undefined";0;4;3;40;1;4;1;false;5235;
"undefined";"undefined";"undefined";"undefined";0;4;9;25;1;9;1;false;1539;
"undefined";"undefined";"undefined";"undefined";0;3;9;23;1;2;1;false;3706;
"undefined";"undefined";"undefined";"undefined";0;1;5;47;1;9;1;false;2948;
"undefined";"undefined";"undefined";"undefined";0;4;7;37;1;7;1;false;1424;
"undefined";"undefined";"undefined";"undefined";0;2;6;45;1;6;1;false;2788;
"undefined";"undefined";"undefined";"undefined";0;0;9;24;1;2;1;false;1223;
"undefined";"undefined";"undefined";"undefined";0;1;4;43;1;8;1;false;1913;
"undefined";"undefined";"undefined";"undefined";0;1;4;43;1;7;1;false;1897;
"undefined";"undefined";"undefined";"undefined";0;4;2;30;1;5;1;false;1365;
"undefined";"undefined";"undefined";"undefined";0;2;4;45;1;7;1;false;2120;
"undefined";"undefined";"undefined";"undefined";0;1;2;33;1;1;1;true;5313;
"undefined";"undefined";"undefined";"undefined";0;3;7;41;1;2;1;false;1894;
"undefined";"undefined";"undefined";"undefined";0;4;8;32;1;3;1;false;5675;
"undefined";"undefined";"undefined";"undefined";0;3;8;32;1;7;1;false;14042;
"undefined";"undefined";"undefined";"undefined";0;1;6;45;1;5;1;false;2470;
"undefined";"undefined";"undefined";"undefined";0;4;2;34;1;2;1;false;6119;
"undefined";"undefined";"undefined";"undefined";0;1;3;39;1;7;1;false;1251;
"undefined";"undefined";"undefined";"undefined";0;2;6;45;1;1;1;true;2819;
"undefined";"undefined";"undefined";"undefined";0;4;8;30;1;6;1;false;2443;
"undefined";"undefined";"undefined";"undefined";0;2;6;48;1;9;1;false;5441;
"undefined";"undefined";"undefined";"undefined";0;0;1;27;1;9;1;false;1958;
"undefined";"undefined";"undefined";"undefined";0;4;7;41;1;9;1;false;1240;
"undefined";"undefined";"undefined";"undefined";0;2;2;34;1;9;1;false;1093;
"undefined";"undefined";"undefined";"undefined";0;3;3;39;1;7;1;false;2207;
"undefined";"undefined";"undefined";"undefined";0;2;4;47;1;9;1;false;5690;
"undefined";"undefined";"undefined";"undefined";0;0;9;26;1;1;1;true;2766;
"undefined";"undefined";"undefined";"undefined";0;0;5;45;1;9;1;false;1734;
"undefined";"undefined";"undefined";"undefined";0;3;3;38;1;5;1;false;1347;
"undefined";"undefined";"undefined";"undefined";0;1;1;26;1;1;1;true;5814;
"undefined";"undefined";"undefined";"undefined";0;2;1;25;1;9;1;false;2301;
"undefined";"undefined";"undefined";"undefined";0;4;7;39;1;4;1;false;1452;
"undefined";"undefined";"undefined";"undefined";0;2;1;26;1;4;1;false;6157;
"undefined";"undefined";"undefined";"undefined";0;1;8;34;1;6;1;false;1658;
"undefined";"undefined";"undefined";"undefined";0;1;8;32;1;7;1;false;17117;
"undefined";"undefined";"undefined";"undefined";0;1;5;47;1;3;1;false;2049;
"undefined";"undefined";"undefined";"undefined";0;3;8;31;1;7;1;false;2947;
"undefined";"undefined";"undefined";"undefined";0;3;6;48;1;2;1;false;3612;
"undefined";"undefined";"undefined";"undefined";0;3;8;34;1;3;1;false;3384;
"undefined";"undefined";"undefined";"undefined";0;2;7;40;1;2;1;false;5798;
"undefined";"undefined";"undefined";"undefined";0;0;6;44;1;9;1;false;964;
"undefined";"undefined";"undefined";"undefined";0;1;1;26;1;1;1;true;1165;
"undefined";"undefined";"undefined";"undefined";0;3;7;39;1;8;1;false;2588;
"undefined";"undefined";"undefined";"undefined";0;3;4;47;1;5;1;false;2969;
"undefined";"undefined";"undefined";"undefined";0;0;4;47;1;7;1;false;1087;
"undefined";"undefined";"undefined";"undefined";0;1;9;27;1;9;1;false;1649;
"undefined";"undefined";"undefined";"undefined";0;2;1;27;1;7;1;false;1648;
"undefined";"undefined";"undefined";"undefined";0;2;3;41;1;2;1;false;9454;
"undefined";"undefined";"undefined";"undefined";0;4;6;45;1;2;1;false;5759;
"undefined";"undefined";"undefined";"undefined";0;2;6;43;1;2;1;false;1141;
"undefined";"undefined";"undefined";"undefined";0;4;8;33;1;2;1;false;1685;
"undefined";"undefined";"undefined";"undefined";0;2;8;34;1;3;1;false;6971;
"undefined";"undefined";"undefined";"undefined";0;4;6;45;1;6;1;false;3745;
"undefined";"undefined";"undefined";"undefined";0;1;9;27;1;2;1;false;1433;
"undefined";"undefined";"undefined";"undefined";0;4;3;40;1;5;1;false;3531;
"undefined";"undefined";"undefined";"undefined";0;0;1;26;1;3;1;false;2331;
"undefined";"undefined";"undefined";"undefined";0;1;5;45;1;5;1;false;2256;
"undefined";"undefined";"undefined";"undefined";0;4;1;25;1;8;1;false;2298;
"undefined";"undefined";"undefined";"undefined";0;3;9;27;1;3;1;false;3695;
"undefined";"undefined";"undefined";"undefined";0;1;7;40;1;1;1;true;2387;
"undefined";"undefined";"undefined";"undefined";0;0;7;39;1;4;1;false;3230;
"undefined";"undefined";"undefined";"undefined";0;3;5;46;1;5;1;false;1475;
"undefined";"undefined";"undefined";"undefined";0;4;3;36;1;2;1;false;4232;
"undefined";"undefined";"undefined";"undefined";0;2;2;33;1;9;1;false;2053;
"undefined";"undefined";"undefined";"undefined";0;2;1;25;1;7;1;false;4037;
"undefined";"undefined";"undefined";"undefined";0;3;1;25;1;9;1;false;1732;
"undefined";"undefined";"undefined";"undefined";0;2;3;41;1;1;1;true;1769;
"undefined";"undefined";"undefined";"undefined";0;1;3;37;1;4;1;false;2964;
"undefined";"undefined";"undefined";"undefined";0;4;4;47;1;8;1;false;4630;
"undefined";"undefined";"undefined";"undefined";0;3;5;45;1;2;1;false;1930;
"undefined";"undefined";"undefined";"undefined";0;1;2;31;1;7;1;false;2185;
"undefined";"undefined";"undefined";"undefined";0;1;6;46;1;6;1;false;1648;
"undefined";"undefined";"undefined";"undefined";0;4;9;25;1;5;1;false;1449;
"undefined";"undefined";"undefined";"undefined";0;0;9;26;1;1;1;true;1210;
"undefined";"undefined";"undefined";"undefined";0;2;5;45;1;6;1;false;1576;
"undefined";"undefined";"undefined";"undefined";0;2;4;47;1;2;1;false;1877;
"undefined";"undefined";"undefined";"undefined";0;4;7;39;1;8;1;false;1934;
"undefined";"undefined";"undefined";"undefined";0;3;2;34;1;9;1;false;2192;
"undefined";"undefined";"undefined";"undefined";0;3;3;40;1;1;1;true;3796;
"undefined";"undefined";"undefined";"undefined";0;0;8;32;1;2;1;false;6834;
"undefined";"undefined";"undefined";"undefined";0;3;9;26;1;5;1;false;14604;
"undefined";"undefined";"undefined";"undefined";0;3;9;26;1;9;1;false;5057;
"undefined";"undefined";"undefined";"undefined";0;1;2;31;1;8;1;false;1345;
"undefined";"undefined";"undefined";"undefined";0;3;5;44;1;4;1;false;1692;
"undefined";"undefined";"undefined";"undefined";0;1;8;33;1;8;1;false;5877;
"undefined";"undefined";"undefined";"undefined";0;3;2;34;1;6;1;false;2236;
"undefined";"undefined";"undefined";"undefined";0;0;5;45;1;3;1;false;1601;
"undefined";"undefined";"undefined";"undefined";0;2;7;37;1;1;1;true;2832;
"undefined";"undefined";"undefined";"undefined";0;3;1;27;1;7;1;false;2252;
"undefined";"undefined";"undefined";"undefined";0;0;2;32;1;4;1;false;1038;
"undefined";"undefined";"undefined";"undefined";0;0;7;40;1;1;1;true;8275;
"undefined";"undefined";"undefined";"undefined";0;1;2;32;1;1;1;true;3165;
"undefined";"undefined";"undefined";"undefined";0;0;3;39;1;7;1;false;2264;
"undefined";"undefined";"undefined";"undefined";0;0;8;29;1;2;1;false;6373;
"undefined";"undefined";"undefined";"undefined";0;2;9;25;1;1;1;true;4165;
"undefined";"undefined";"undefined";"undefined";0;4;3;39;1;3;1;false;1366;
"undefined";"undefined";"undefined";"undefined";0;3;1;24;1;2;1;false;1880;
"undefined";"undefined";"undefined";"undefined";0;2;8;34;1;3;1;false;1428;
"undefined";"undefined";"undefined";"undefined";0;2;4;42;1;7;1;false;4949;
"undefined";"undefined";"undefined";"undefined";0;2;3;38;1;6;1;false;3230;
"undefined";"undefined";"undefined";"undefined";0;4;4;46;1;3;1;false;2999;
"undefined";"undefined";"undefined";"undefined";0;0;1;27;1;1;1;true;3742;
"undefined";"undefined";"undefined";"undefined";0;1;6;45;1;3;1;false;7817;
"undefined";"undefined";"undefined";"undefined";0;2;5;46;1;9;1;false;2599;
"undefined";"undefined";"undefined";"undefined";0;3;7;40;1;1;1;true;7268;
"undefined";"undefined";"undefined";"undefined";0;2;7;39;1;4;1;false;2006;
"undefined";"undefined";"undefined";"undefined";0;3;3;37;1;8;1;false;5377;
"undefined";"undefined";"undefined";"undefined";0;4;9;26;1;9;1;false;1839;
"undefined";"undefined";"undefined";"undefined";0;1;9;26;1;2;1;false;2638;
"undefined";"undefined";"undefined";"undefined";0;0;6;46;1;6;1;false;1553;
"undefined";"undefined";"undefined";"undefined";0;3;6;44;1;5;1;false;3488;
"undefined";"undefined";"undefined";"undefined";0;2;5;46;1;7;1;false;3623;
"undefined";"undefined";"undefined";"undefined";0;2;2;31;1;3;1;false;3185;
"undefined";"undefined";"undefined";"undefined";0;0;2;32;1;1;1;true;2792;
"undefined";"undefined";"undefined";"undefined";0;3;2;33;1;6;1;false;1381;
"undefined";"undefined";"undefined";"undefined";0;2;8;32;1;5;1;false;6391;
"undefined";"undefined";"undefined";"undefined";0;0;2;31;1;4;1;false;1032;
"undefined";"undefined";"undefined";"undefined";0;1;4;46;1;3;1;false;2978;
"undefined";"undefined";"undefined";"undefined";0;4;2;31;1;1;1;true;1249;
"undefined";"undefined";"undefined";"undefined";0;2;5;45;1;6;1;false;5205;
"undefined";"undefined";"undefined";"undefined";0;1;3;38;1;9;1;false;6017;
"undefined";"undefined";"undefined";"undefined";0;1;1;26;1;4;1;false;2260;
"undefined";"undefined";"undefined";"undefined";0;2;7;37;1;3;1;false;12391;
"undefined";"undefined";"undefined";"undefined";0;4;8;33;1;1;1;true;14505;
"undefined";"undefined";"undefined";"undefined";0;2;9;26;1;3;1;false;2734;
"undefined";"undefined";"undefined";"undefined";0;1;7;39;1;3;1;false;1354;
"undefined";"undefined";"undefined";"undefined";0;4;9;25;1;1;1;true;1970;
"undefined";"undefined";"undefined";"undefined";0;2;9;24;1;4;1;false;1644;
"undefined";"undefined";"undefined";"undefined";0;2;1;26;1;1;1;true;1282;
"undefined";"undefined";"undefined";"undefined";0;3;1;25;1;8;1;false;1959;
"undefined";"undefined";"undefined";"undefined";0;3;7;36;1;8;1;false;2535;
"undefined";"undefined";"undefined";"undefined";0;1;9;27;1;4;1;false;1268;
"undefined";"undefined";"undefined";"undefined";0;4;5;45;1;4;1;false;1709;
"undefined";"undefined";"undefined";"undefined";0;0;4;44;1;8;1;false;2422;
"undefined";"undefined";"undefined";"undefined";0;3;4;46;1;5;1;false;4231;
"undefined";"undefined";"undefined";"undefined";0;3;8;33;1;1;1;true;1602;
"undefined";"undefined";"undefined";"undefined";0;0;3;40;1;8;1;false;2012;
"undefined";"undefined";"undefined";"undefined";0;3;4;45;1;8;1;false;2168;
"undefined";"undefined";"undefined";"undefined";0;0;8;33;1;1;1;true;1330;
"undefined";"undefined";"undefined";"undefined";0;0;7;40;1;5;1;false;1869;
"undefined";"undefined";"undefined";"undefined";0;4;4;46;1;4;1;false;14499;
"undefined";"undefined";"undefined";"undefined";0;4;2;33;1;2;1;false;3318;
"undefined";"undefined";"undefined";"undefined";0;1;4;45;1;6;1;false;4439;
"undefined";"undefined";"undefined";"undefined";0;1;6;43;1;1;1;true;12413;
"undefined";"undefined";"undefined";"undefined";0;1;7;39;1;5;1;false;1130;
"undefined";"undefined";"undefined";"undefined";0;1;4;46;1;6;1;false;1239;
"undefined";"undefined";"undefined";"undefined";0;4;5;48;1;9;1;false;2195;
"undefined";"undefined";"undefined";"undefined";0;2;5;44;1;2;1;false;5545;
"undefined";"undefined";"undefined";"undefined";0;0;5;46;1;7;1;false;2985;
"undefined";"undefined";"undefined";"undefined";0;0;3;40;1;7;1;false;2057;
"undefined";"undefined";"undefined";"undefined";0;0;3;39;1;4;1;false;1130;
"undefined";"undefined";"undefined";"undefined";0;1;3;41;1;7;1;false;1646;
"undefined";"undefined";"undefined";"undefined";0;0;8;32;1;4;1;false;1403;
"undefined";"undefined";"undefined";"undefined";0;2;4;45;1;4;1;false;1481;
"undefined";"undefined";"undefined";"undefined";0;0;6;45;1;5;1;false;1262;
"undefined";"undefined";"undefined";"undefined";0;0;1;26;1;3;1;false;932;
"undefined";"undefined";"undefined";"undefined";0;4;6;46;1;4;1;false;1918;
"undefined";"undefined";"undefined";"undefined";0;3;2;33;1;8;1;false;2496;
"undefined";"undefined";"undefined";"undefined";0;4;4;47;1;3;1;false;1711;
"undefined";"undefined";"undefined";"undefined";0;1;7;39;1;6;1;false;1232;
"undefined";"undefined";"undefined";"undefined";0;2;9;27;1;7;1;false;2858;
"undefined";"undefined";"undefined";"undefined";0;1;6;46;1;7;1;false;4017;
"undefined";"undefined";"undefined";"undefined";0;2;2;32;1;2;1;false;2587;
"undefined";"undefined";"undefined";"undefined";0;0;6;46;1;5;1;false;1560;
"undefined";"undefined";"undefined";"undefined";0;3;3;36;1;9;1;false;1542;
"undefined";"undefined";"undefined";"undefined";0;1;5;44;1;3;1;false;1377;
"undefined";"undefined";"undefined";"undefined";0;3;6;46;1;7;1;false;6686;
"undefined";"undefined";"undefined";"undefined";0;2;3;39;1;9;1;false;2777;
"undefined";"undefined";"undefined";"undefined";0;0;5;45;1;1;1;true;2378;
"undefined";"undefined";"undefined";"undefined";0;4;3;41;1;7;1;false;1555;
