"Age";"Status";"Studies";"YearsOfExperience";Length;Segment;Row;Density;number_of_given_answers;expected_answer;given_answer;is_correct;time_in_milliseconds;
"undefined";"undefined";"undefined";"undefined";0;4;7;0;1;7;1;false;3074;
"undefined";"undefined";"undefined";"undefined";0;4;8;1;1;1;1;true;2098;
"undefined";"undefined";"undefined";"undefined";0;4;5;0;1;6;1;false;1802;
"undefined";"undefined";"undefined";"undefined";0;3;1;0;1;8;1;false;2603;
"undefined";"undefined";"undefined";"undefined";0;2;5;0;1;2;1;false;1275;
"undefined";"undefined";"undefined";"undefined";0;0;1;0;1;3;1;false;5554;
"undefined";"undefined";"undefined";"undefined";0;0;2;0;1;4;1;false;1088;
"undefined";"undefined";"undefined";"undefined";0;2;8;0;1;5;1;false;3715;
"undefined";"undefined";"undefined";"undefined";0;3;3;1;1;6;1;false;957;
"undefined";"undefined";"undefined";"undefined";0;4;3;1;1;3;1;false;926;
"undefined";"undefined";"undefined";"undefined";0;1;1;1;1;6;1;false;1250;
"undefined";"undefined";"undefined";"undefined";0;2;8;0;1;3;1;false;6195;
"undefined";"undefined";"undefined";"undefined";0;0;3;1;1;9;1;false;794;
"undefined";"undefined";"undefined";"undefined";0;2;6;0;1;2;1;false;1946;
"undefined";"undefined";"undefined";"undefined";0;2;9;1;1;9;1;false;1303;
"undefined";"undefined";"undefined";"undefined";0;0;3;1;1;6;1;false;893;
"undefined";"undefined";"undefined";"undefined";0;3;9;0;1;3;1;false;2895;
"undefined";"undefined";"undefined";"undefined";0;1;6;0;1;5;1;false;1125;
"undefined";"undefined";"undefined";"undefined";0;4;1;0;1;7;1;false;1192;
"undefined";"undefined";"undefined";"undefined";0;2;5;1;1;7;1;false;1025;
"undefined";"undefined";"undefined";"undefined";0;4;9;0;1;9;1;false;1278;
"undefined";"undefined";"undefined";"undefined";0;0;7;0;1;4;1;false;1240;
"undefined";"undefined";"undefined";"undefined";0;4;6;0;1;4;1;false;2481;
"undefined";"undefined";"undefined";"undefined";0;4;1;1;1;1;1;true;1869;
"undefined";"undefined";"undefined";"undefined";0;0;7;1;1;6;1;false;874;
"undefined";"undefined";"undefined";"undefined";0;3;6;0;1;7;1;false;1873;
"undefined";"undefined";"undefined";"undefined";0;2;1;0;1;4;1;false;1128;
"undefined";"undefined";"undefined";"undefined";0;4;8;0;1;3;1;false;2028;
"undefined";"undefined";"undefined";"undefined";0;1;9;1;1;8;1;false;1406;
"undefined";"undefined";"undefined";"undefined";0;2;8;1;1;2;1;false;953;
"undefined";"undefined";"undefined";"undefined";0;4;4;0;1;3;1;false;1837;
"undefined";"undefined";"undefined";"undefined";0;2;6;1;1;2;1;false;990;
"undefined";"undefined";"undefined";"undefined";0;3;6;0;1;5;1;false;1756;
"undefined";"undefined";"undefined";"undefined";0;3;5;1;1;4;1;false;1026;
"undefined";"undefined";"undefined";"undefined";0;0;9;1;1;1;1;true;712;
"undefined";"undefined";"undefined";"undefined";0;2;7;1;1;7;1;false;1174;
"undefined";"undefined";"undefined";"undefined";0;4;6;1;1;8;1;false;854;
"undefined";"undefined";"undefined";"undefined";0;1;8;0;1;3;1;false;1767;
"undefined";"undefined";"undefined";"undefined";0;1;9;1;1;1;1;true;1176;
"undefined";"undefined";"undefined";"undefined";0;3;1;1;1;8;1;false;1501;
"undefined";"undefined";"undefined";"undefined";0;2;1;0;1;9;1;false;1304;
"undefined";"undefined";"undefined";"undefined";0;2;4;1;1;8;1;false;1396;
"undefined";"undefined";"undefined";"undefined";0;0;6;0;1;9;1;false;2417;
"undefined";"undefined";"undefined";"undefined";0;3;1;1;1;8;1;false;1559;
"undefined";"undefined";"undefined";"undefined";0;1;3;1;1;2;1;false;1226;
"undefined";"undefined";"undefined";"undefined";0;1;7;1;1;8;1;false;987;
"undefined";"undefined";"undefined";"undefined";0;2;9;0;1;4;1;false;4632;
"undefined";"undefined";"undefined";"undefined";0;0;8;0;1;4;1;false;2122;
"undefined";"undefined";"undefined";"undefined";0;0;3;0;1;7;1;false;1826;
"undefined";"undefined";"undefined";"undefined";0;3;2;0;1;6;1;false;4976;
"undefined";"undefined";"undefined";"undefined";0;3;2;0;1;8;1;false;2233;
"undefined";"undefined";"undefined";"undefined";0;2;7;0;1;1;1;true;4076;
"undefined";"undefined";"undefined";"undefined";0;3;9;0;1;5;1;false;2623;
"undefined";"undefined";"undefined";"undefined";0;3;6;1;1;8;1;false;1206;
"undefined";"undefined";"undefined";"undefined";0;1;7;0;1;6;1;false;1227;
"undefined";"undefined";"undefined";"undefined";0;0;8;0;1;2;1;false;1118;
"undefined";"undefined";"undefined";"undefined";0;0;6;1;1;4;1;false;805;
"undefined";"undefined";"undefined";"undefined";0;3;9;1;1;7;1;false;1168;
"undefined";"undefined";"undefined";"undefined";0;0;9;0;1;1;1;true;1956;
"undefined";"undefined";"undefined";"undefined";0;3;3;0;1;7;1;false;2488;
"undefined";"undefined";"undefined";"undefined";0;3;8;0;1;7;1;false;5279;
"undefined";"undefined";"undefined";"undefined";0;3;4;1;1;5;1;false;1365;
"undefined";"undefined";"undefined";"undefined";0;1;5;1;1;2;1;false;979;
"undefined";"undefined";"undefined";"undefined";0;1;8;0;1;1;1;true;4688;
"undefined";"undefined";"undefined";"undefined";0;4;8;1;1;3;1;false;1192;
"undefined";"undefined";"undefined";"undefined";0;3;3;0;1;5;1;false;1127;
"undefined";"undefined";"undefined";"undefined";0;1;4;0;1;3;1;false;3077;
"undefined";"undefined";"undefined";"undefined";0;4;2;0;1;2;1;false;1723;
"undefined";"undefined";"undefined";"undefined";0;3;4;0;1;8;1;false;4433;
"undefined";"undefined";"undefined";"undefined";0;4;7;1;1;5;1;false;1095;
"undefined";"undefined";"undefined";"undefined";0;3;7;1;1;1;1;true;806;
"undefined";"undefined";"undefined";"undefined";0;0;1;1;1;2;1;false;1192;
"undefined";"undefined";"undefined";"undefined";0;2;6;1;1;5;1;false;1402;
"undefined";"undefined";"undefined";"undefined";0;0;4;1;1;6;1;false;1040;
"undefined";"undefined";"undefined";"undefined";0;4;5;1;1;3;1;false;1057;
"undefined";"undefined";"undefined";"undefined";0;3;6;0;1;2;1;false;2390;
"undefined";"undefined";"undefined";"undefined";0;4;6;1;1;9;1;false;1079;
"undefined";"undefined";"undefined";"undefined";0;2;1;0;1;7;1;false;3845;
"undefined";"undefined";"undefined";"undefined";0;4;3;1;1;3;1;false;998;
"undefined";"undefined";"undefined";"undefined";0;3;2;1;1;3;1;false;1075;
"undefined";"undefined";"undefined";"undefined";0;3;4;1;1;5;1;false;948;
"undefined";"undefined";"undefined";"undefined";0;2;3;1;1;8;1;false;1011;
"undefined";"undefined";"undefined";"undefined";0;0;1;0;1;2;1;false;1404;
"undefined";"undefined";"undefined";"undefined";0;2;9;0;1;1;1;true;2245;
"undefined";"undefined";"undefined";"undefined";0;3;5;1;1;6;1;false;920;
"undefined";"undefined";"undefined";"undefined";0;3;2;1;1;7;1;false;953;
"undefined";"undefined";"undefined";"undefined";0;0;9;1;1;6;1;false;1208;
"undefined";"undefined";"undefined";"undefined";0;0;5;1;1;2;1;false;925;
"undefined";"undefined";"undefined";"undefined";0;0;7;0;1;4;1;false;4140;
"undefined";"undefined";"undefined";"undefined";0;1;2;1;1;8;1;false;1116;
"undefined";"undefined";"undefined";"undefined";0;2;7;0;1;3;1;false;2602;
"undefined";"undefined";"undefined";"undefined";0;4;6;0;1;2;1;false;12447;
"undefined";"undefined";"undefined";"undefined";0;3;5;1;1;8;1;false;1041;
"undefined";"undefined";"undefined";"undefined";0;1;8;0;1;8;1;false;1937;
"undefined";"undefined";"undefined";"undefined";0;4;1;0;1;6;1;false;12466;
"undefined";"undefined";"undefined";"undefined";0;3;7;0;1;2;1;false;3610;
"undefined";"undefined";"undefined";"undefined";0;1;8;0;1;6;1;false;3363;
"undefined";"undefined";"undefined";"undefined";0;2;8;1;1;3;1;false;2285;
"undefined";"undefined";"undefined";"undefined";0;1;8;1;1;3;1;false;879;
"undefined";"undefined";"undefined";"undefined";0;1;9;0;1;3;1;false;2109;
"undefined";"undefined";"undefined";"undefined";0;0;5;0;1;9;1;false;4249;
"undefined";"undefined";"undefined";"undefined";0;1;3;1;1;4;1;false;1022;
"undefined";"undefined";"undefined";"undefined";0;3;8;0;1;1;1;true;2653;
"undefined";"undefined";"undefined";"undefined";0;2;2;1;1;4;1;false;1041;
"undefined";"undefined";"undefined";"undefined";0;1;8;1;1;6;1;false;1423;
"undefined";"undefined";"undefined";"undefined";0;0;9;0;1;1;1;true;1853;
"undefined";"undefined";"undefined";"undefined";0;3;3;1;1;9;1;false;1435;
"undefined";"undefined";"undefined";"undefined";0;3;8;1;1;2;1;false;994;
"undefined";"undefined";"undefined";"undefined";0;4;3;0;1;4;1;false;5272;
"undefined";"undefined";"undefined";"undefined";0;0;8;0;1;2;1;false;1688;
"undefined";"undefined";"undefined";"undefined";0;1;6;0;1;7;1;false;1156;
"undefined";"undefined";"undefined";"undefined";0;0;6;0;1;6;1;false;1416;
"undefined";"undefined";"undefined";"undefined";0;2;2;0;1;9;1;false;1001;
"undefined";"undefined";"undefined";"undefined";0;4;1;1;1;5;1;false;1358;
"undefined";"undefined";"undefined";"undefined";0;4;4;1;1;5;1;false;735;
"undefined";"undefined";"undefined";"undefined";0;2;8;1;1;4;1;false;823;
"undefined";"undefined";"undefined";"undefined";0;1;2;0;1;1;1;true;1455;
"undefined";"undefined";"undefined";"undefined";0;4;6;0;1;4;1;false;1714;
"undefined";"undefined";"undefined";"undefined";0;2;1;1;1;9;1;false;1144;
"undefined";"undefined";"undefined";"undefined";0;0;2;1;1;9;1;false;910;
"undefined";"undefined";"undefined";"undefined";0;2;4;0;1;7;1;false;1438;
"undefined";"undefined";"undefined";"undefined";0;1;1;0;1;3;1;false;2074;
"undefined";"undefined";"undefined";"undefined";0;4;9;1;1;5;1;false;1088;
"undefined";"undefined";"undefined";"undefined";0;1;2;0;1;8;1;false;4153;
"undefined";"undefined";"undefined";"undefined";0;3;1;0;1;9;1;false;1294;
"undefined";"undefined";"undefined";"undefined";0;0;4;0;1;9;1;false;1244;
"undefined";"undefined";"undefined";"undefined";0;1;3;1;1;2;1;false;1521;
"undefined";"undefined";"undefined";"undefined";0;1;3;0;1;3;1;false;933;
"undefined";"undefined";"undefined";"undefined";0;1;9;0;1;9;1;false;1191;
"undefined";"undefined";"undefined";"undefined";0;3;1;0;1;2;1;false;3452;
"undefined";"undefined";"undefined";"undefined";0;4;8;1;1;3;1;false;1364;
"undefined";"undefined";"undefined";"undefined";0;4;4;1;1;7;1;false;1205;
"undefined";"undefined";"undefined";"undefined";0;1;1;1;1;7;1;false;1524;
"undefined";"undefined";"undefined";"undefined";0;1;7;1;1;1;1;true;1013;
"undefined";"undefined";"undefined";"undefined";0;4;9;0;1;9;1;false;8140;
"undefined";"undefined";"undefined";"undefined";0;2;5;1;1;9;1;false;855;
"undefined";"undefined";"undefined";"undefined";0;2;8;1;1;5;1;false;821;
"undefined";"undefined";"undefined";"undefined";0;0;7;1;1;7;1;false;2262;
"undefined";"undefined";"undefined";"undefined";0;2;4;0;1;7;1;false;3805;
"undefined";"undefined";"undefined";"undefined";0;1;7;0;1;3;1;false;2401;
"undefined";"undefined";"undefined";"undefined";0;3;2;0;1;2;1;false;4503;
"undefined";"undefined";"undefined";"undefined";0;4;7;1;1;9;1;false;1071;
"undefined";"undefined";"undefined";"undefined";0;3;6;1;1;8;1;false;1454;
"undefined";"undefined";"undefined";"undefined";0;3;9;0;1;8;1;false;1216;
"undefined";"undefined";"undefined";"undefined";0;1;5;0;1;3;1;false;3523;
"undefined";"undefined";"undefined";"undefined";0;2;4;0;1;4;1;false;4123;
"undefined";"undefined";"undefined";"undefined";0;1;2;1;1;6;1;false;991;
"undefined";"undefined";"undefined";"undefined";0;1;4;1;1;5;1;false;832;
"undefined";"undefined";"undefined";"undefined";0;2;1;0;1;7;1;false;1457;
"undefined";"undefined";"undefined";"undefined";0;3;9;1;1;1;1;true;1049;
"undefined";"undefined";"undefined";"undefined";0;4;4;0;1;3;1;false;1304;
"undefined";"undefined";"undefined";"undefined";0;4;3;0;1;7;1;false;5335;
"undefined";"undefined";"undefined";"undefined";0;1;7;1;1;8;1;false;1051;
"undefined";"undefined";"undefined";"undefined";0;0;2;1;1;1;1;true;2101;
"undefined";"undefined";"undefined";"undefined";0;1;1;0;1;2;1;false;3356;
"undefined";"undefined";"undefined";"undefined";0;1;4;0;1;6;1;false;1785;
"undefined";"undefined";"undefined";"undefined";0;3;8;1;1;7;1;false;949;
"undefined";"undefined";"undefined";"undefined";0;1;6;1;1;3;1;false;815;
"undefined";"undefined";"undefined";"undefined";0;1;1;1;1;9;1;false;933;
"undefined";"undefined";"undefined";"undefined";0;2;8;0;1;5;1;false;2449;
"undefined";"undefined";"undefined";"undefined";0;0;4;1;1;9;1;false;1391;
"undefined";"undefined";"undefined";"undefined";0;3;7;0;1;3;1;false;1861;
"undefined";"undefined";"undefined";"undefined";0;2;2;0;1;2;1;false;1475;
"undefined";"undefined";"undefined";"undefined";0;4;7;1;1;4;1;false;1230;
"undefined";"undefined";"undefined";"undefined";0;1;5;1;1;1;1;true;1481;
"undefined";"undefined";"undefined";"undefined";0;2;6;0;1;6;1;false;1705;
"undefined";"undefined";"undefined";"undefined";0;3;5;1;1;9;1;false;1809;
"undefined";"undefined";"undefined";"undefined";0;0;3;0;1;4;1;false;4410;
"undefined";"undefined";"undefined";"undefined";0;3;2;1;1;7;1;false;1168;
"undefined";"undefined";"undefined";"undefined";0;2;2;0;1;9;1;false;1553;
"undefined";"undefined";"undefined";"undefined";0;2;3;1;1;3;1;false;1171;
"undefined";"undefined";"undefined";"undefined";0;4;2;1;1;8;1;false;1242;
"undefined";"undefined";"undefined";"undefined";0;3;7;0;1;8;1;false;1917;
"undefined";"undefined";"undefined";"undefined";0;4;4;1;1;6;1;false;1016;
"undefined";"undefined";"undefined";"undefined";0;0;8;0;1;1;1;true;4923;
"undefined";"undefined";"undefined";"undefined";0;0;7;1;1;4;1;false;1154;
"undefined";"undefined";"undefined";"undefined";0;1;5;1;1;9;1;false;1096;
"undefined";"undefined";"undefined";"undefined";0;4;5;1;1;5;1;false;1113;
"undefined";"undefined";"undefined";"undefined";0;0;1;1;1;7;1;false;871;
"undefined";"undefined";"undefined";"undefined";0;0;5;1;1;7;1;false;923;
"undefined";"undefined";"undefined";"undefined";0;1;6;1;1;5;1;false;888;
"undefined";"undefined";"undefined";"undefined";0;1;8;1;1;8;1;false;861;
"undefined";"undefined";"undefined";"undefined";0;0;3;1;1;5;1;false;847;
"undefined";"undefined";"undefined";"undefined";0;4;9;1;1;1;1;true;1326;
"undefined";"undefined";"undefined";"undefined";0;2;9;1;1;5;1;false;810;
"undefined";"undefined";"undefined";"undefined";0;2;1;1;1;5;1;false;1108;
"undefined";"undefined";"undefined";"undefined";0;1;7;0;1;5;1;false;1701;
"undefined";"undefined";"undefined";"undefined";0;4;9;0;1;1;1;true;1247;
"undefined";"undefined";"undefined";"undefined";0;2;4;1;1;4;1;false;1113;
"undefined";"undefined";"undefined";"undefined";0;4;9;0;1;9;1;false;2037;
"undefined";"undefined";"undefined";"undefined";0;2;9;0;1;8;1;false;6405;
"undefined";"undefined";"undefined";"undefined";0;0;3;0;1;8;1;false;3844;
"undefined";"undefined";"undefined";"undefined";0;3;4;0;1;5;1;false;9202;
"undefined";"undefined";"undefined";"undefined";0;3;5;0;1;2;1;false;1573;
"undefined";"undefined";"undefined";"undefined";0;0;7;1;1;8;1;false;1017;
"undefined";"undefined";"undefined";"undefined";0;0;5;0;1;5;1;false;981;
"undefined";"undefined";"undefined";"undefined";0;4;8;1;1;4;1;false;1506;
"undefined";"undefined";"undefined";"undefined";0;3;4;0;1;6;1;false;1737;
"undefined";"undefined";"undefined";"undefined";0;0;3;0;1;1;1;true;1217;
"undefined";"undefined";"undefined";"undefined";0;2;7;1;1;4;1;false;1187;
"undefined";"undefined";"undefined";"undefined";0;0;1;1;1;8;1;false;794;
"undefined";"undefined";"undefined";"undefined";0;2;7;1;1;7;1;false;779;
"undefined";"undefined";"undefined";"undefined";0;2;5;0;1;7;1;false;1715;
"undefined";"undefined";"undefined";"undefined";0;0;4;0;1;2;1;false;1655;
"undefined";"undefined";"undefined";"undefined";0;1;4;1;1;6;1;false;1259;
"undefined";"undefined";"undefined";"undefined";0;2;3;1;1;9;1;false;771;
"undefined";"undefined";"undefined";"undefined";0;0;8;1;1;9;1;false;904;
"undefined";"undefined";"undefined";"undefined";0;4;5;0;1;1;1;true;3901;
"undefined";"undefined";"undefined";"undefined";0;3;3;0;1;1;1;true;6871;
"undefined";"undefined";"undefined";"undefined";0;0;1;0;1;3;1;false;2116;
"undefined";"undefined";"undefined";"undefined";0;3;9;1;1;6;1;false;1194;
"undefined";"undefined";"undefined";"undefined";0;4;5;1;1;2;1;false;852;
"undefined";"undefined";"undefined";"undefined";0;1;7;0;1;5;1;false;3301;
"undefined";"undefined";"undefined";"undefined";0;0;1;1;1;1;1;true;1283;
"undefined";"undefined";"undefined";"undefined";0;2;9;1;1;1;1;true;1168;
"undefined";"undefined";"undefined";"undefined";0;1;9;1;1;9;1;false;1026;
"undefined";"undefined";"undefined";"undefined";0;1;2;1;1;3;1;false;1183;
"undefined";"undefined";"undefined";"undefined";0;3;6;1;1;4;1;false;893;
"undefined";"undefined";"undefined";"undefined";0;3;1;1;1;1;1;true;2230;
"undefined";"undefined";"undefined";"undefined";0;0;9;0;1;2;1;false;5159;
"undefined";"undefined";"undefined";"undefined";0;2;3;1;1;3;1;false;1013;
"undefined";"undefined";"undefined";"undefined";0;4;9;1;1;2;1;false;1275;
"undefined";"undefined";"undefined";"undefined";0;4;4;0;1;4;1;false;1403;
"undefined";"undefined";"undefined";"undefined";0;3;6;1;1;8;1;false;1335;
"undefined";"undefined";"undefined";"undefined";0;2;2;1;1;1;1;true;1138;
"undefined";"undefined";"undefined";"undefined";0;3;5;0;1;1;1;true;3357;
"undefined";"undefined";"undefined";"undefined";0;1;4;1;1;2;1;false;902;
"undefined";"undefined";"undefined";"undefined";0;4;1;1;1;8;1;false;973;
"undefined";"undefined";"undefined";"undefined";0;0;2;0;1;2;1;false;2216;
"undefined";"undefined";"undefined";"undefined";0;4;3;1;1;2;1;false;1342;
"undefined";"undefined";"undefined";"undefined";0;4;2;1;1;9;1;false;1252;
"undefined";"undefined";"undefined";"undefined";0;3;1;1;1;7;1;false;952;
"undefined";"undefined";"undefined";"undefined";0;1;1;0;1;4;1;false;2933;
"undefined";"undefined";"undefined";"undefined";0;2;4;0;1;2;1;false;2352;
"undefined";"undefined";"undefined";"undefined";0;0;6;1;1;7;1;false;878;
"undefined";"undefined";"undefined";"undefined";0;4;2;0;1;2;1;false;4736;
"undefined";"undefined";"undefined";"undefined";0;0;9;1;1;8;1;false;1198;
"undefined";"undefined";"undefined";"undefined";0;0;2;0;1;1;1;true;5988;
"undefined";"undefined";"undefined";"undefined";0;1;5;0;1;5;1;false;4093;
"undefined";"undefined";"undefined";"undefined";0;2;6;0;1;9;1;false;2138;
"undefined";"undefined";"undefined";"undefined";0;0;5;0;1;3;1;false;1756;
"undefined";"undefined";"undefined";"undefined";0;4;5;0;1;7;1;false;2111;
"undefined";"undefined";"undefined";"undefined";0;2;5;0;1;6;1;false;1567;
"undefined";"undefined";"undefined";"undefined";0;3;8;0;1;4;1;false;2706;
"undefined";"undefined";"undefined";"undefined";0;0;5;1;1;4;1;false;1121;
"undefined";"undefined";"undefined";"undefined";0;3;2;0;1;9;1;false;3423;
"undefined";"undefined";"undefined";"undefined";0;3;1;0;1;7;1;false;1288;
"undefined";"undefined";"undefined";"undefined";0;2;3;0;1;1;1;true;1153;
"undefined";"undefined";"undefined";"undefined";0;4;6;1;1;2;1;false;780;
"undefined";"undefined";"undefined";"undefined";0;0;4;1;1;3;1;false;638;
"undefined";"undefined";"undefined";"undefined";0;0;8;1;1;9;1;false;725;
"undefined";"undefined";"undefined";"undefined";0;2;5;1;1;6;1;false;749;
"undefined";"undefined";"undefined";"undefined";0;4;7;0;1;9;1;false;4433;
"undefined";"undefined";"undefined";"undefined";0;2;1;1;1;3;1;false;1301;
"undefined";"undefined";"undefined";"undefined";0;2;4;1;1;9;1;false;961;
"undefined";"undefined";"undefined";"undefined";0;3;8;1;1;5;1;false;879;
"undefined";"undefined";"undefined";"undefined";0;2;3;0;1;5;1;false;1651;
"undefined";"undefined";"undefined";"undefined";0;4;2;1;1;1;1;true;729;
"undefined";"undefined";"undefined";"undefined";0;0;4;0;1;8;1;false;3732;
"undefined";"undefined";"undefined";"undefined";0;1;2;0;1;1;1;true;8370;
"undefined";"undefined";"undefined";"undefined";0;0;8;1;1;5;1;false;844;
"undefined";"undefined";"undefined";"undefined";0;4;5;1;1;8;1;false;1374;
"undefined";"undefined";"undefined";"undefined";0;2;5;0;1;6;1;false;5520;
"undefined";"undefined";"undefined";"undefined";0;1;2;0;1;9;1;false;1538;
"undefined";"undefined";"undefined";"undefined";0;4;1;1;1;7;1;false;1356;
"undefined";"undefined";"undefined";"undefined";0;1;3;0;1;7;1;false;6937;
"undefined";"undefined";"undefined";"undefined";0;1;6;0;1;6;1;false;1467;
"undefined";"undefined";"undefined";"undefined";0;2;9;1;1;8;1;false;809;
"undefined";"undefined";"undefined";"undefined";0;3;5;0;1;4;1;false;3530;
"undefined";"undefined";"undefined";"undefined";0;2;7;1;1;1;1;true;1127;
"undefined";"undefined";"undefined";"undefined";0;3;2;1;1;2;1;false;744;
"undefined";"undefined";"undefined";"undefined";0;3;7;1;1;8;1;false;863;
"undefined";"undefined";"undefined";"undefined";0;3;3;0;1;9;1;false;1288;
"undefined";"undefined";"undefined";"undefined";0;2;2;0;1;3;1;false;1289;
"undefined";"undefined";"undefined";"undefined";0;4;7;1;1;6;1;false;1201;
"undefined";"undefined";"undefined";"undefined";0;4;3;0;1;5;1;false;1090;
"undefined";"undefined";"undefined";"undefined";0;0;4;1;1;3;1;false;1041;
"undefined";"undefined";"undefined";"undefined";0;3;4;0;1;5;1;false;1275;
"undefined";"undefined";"undefined";"undefined";0;2;9;0;1;3;1;false;2533;
"undefined";"undefined";"undefined";"undefined";0;2;3;0;1;2;1;false;1845;
"undefined";"undefined";"undefined";"undefined";0;0;6;1;1;2;1;false;1530;
"undefined";"undefined";"undefined";"undefined";0;2;6;1;1;5;1;false;962;
"undefined";"undefined";"undefined";"undefined";0;4;7;0;1;9;1;false;3755;
"undefined";"undefined";"undefined";"undefined";0;2;7;0;1;2;1;false;2482;
"undefined";"undefined";"undefined";"undefined";0;3;9;1;1;7;1;false;1080;
"undefined";"undefined";"undefined";"undefined";0;2;7;0;1;4;1;false;2606;
"undefined";"undefined";"undefined";"undefined";0;1;8;1;1;3;1;false;862;
"undefined";"undefined";"undefined";"undefined";0;1;3;0;1;4;1;false;1272;
"undefined";"undefined";"undefined";"undefined";0;0;7;0;1;5;1;false;3699;
"undefined";"undefined";"undefined";"undefined";0;3;8;0;1;7;1;false;1287;
"undefined";"undefined";"undefined";"undefined";0;1;9;1;1;8;1;false;1063;
"undefined";"undefined";"undefined";"undefined";0;4;2;0;1;5;1;false;2151;
"undefined";"undefined";"undefined";"undefined";0;1;4;0;1;6;1;false;2432;
"undefined";"undefined";"undefined";"undefined";0;1;3;1;1;1;1;true;1702;
"undefined";"undefined";"undefined";"undefined";0;2;8;0;1;1;1;true;2039;
"undefined";"undefined";"undefined";"undefined";0;0;6;0;1;8;1;false;4390;
"undefined";"undefined";"undefined";"undefined";0;3;9;0;1;9;1;false;5924;
"undefined";"undefined";"undefined";"undefined";0;0;4;0;1;2;1;false;6439;
"undefined";"undefined";"undefined";"undefined";0;1;1;1;1;9;1;false;1109;
"undefined";"undefined";"undefined";"undefined";0;0;6;0;1;5;1;false;1894;
"undefined";"undefined";"undefined";"undefined";0;2;2;1;1;6;1;false;930;
"undefined";"undefined";"undefined";"undefined";0;0;5;1;1;3;1;false;908;
"undefined";"undefined";"undefined";"undefined";0;1;5;0;1;5;1;false;1541;
"undefined";"undefined";"undefined";"undefined";0;2;6;1;1;6;1;false;1333;
"undefined";"undefined";"undefined";"undefined";0;0;2;0;1;4;1;false;1264;
"undefined";"undefined";"undefined";"undefined";0;3;3;1;1;8;1;false;1294;
"undefined";"undefined";"undefined";"undefined";0;1;1;0;1;1;1;true;5525;
"undefined";"undefined";"undefined";"undefined";0;1;5;0;1;9;1;false;1844;
"undefined";"undefined";"undefined";"undefined";0;0;5;0;1;1;1;true;1746;
"undefined";"undefined";"undefined";"undefined";0;2;3;0;1;6;1;false;1606;
"undefined";"undefined";"undefined";"undefined";0;3;5;0;1;4;1;false;2488;
"undefined";"undefined";"undefined";"undefined";0;3;3;1;1;7;1;false;1192;
"undefined";"undefined";"undefined";"undefined";0;4;1;0;1;8;1;false;1691;
"undefined";"undefined";"undefined";"undefined";0;0;6;1;1;5;1;false;1768;
