"Age";"Status";"Studies";"YearsOfExperience";Length;Level;Chain_Length;Distance_from_Center;number_of_given_answers;expected_answer;given_answer;is_correct;time_in_milliseconds;
"undefined";"undefined";"undefined";"undefined";5;8;4;3;1;2;1;false;982;
"undefined";"undefined";"undefined";"undefined";6;4;4;1;1;2;1;false;1033;
"undefined";"undefined";"undefined";"undefined";2;9;4;4;1;9;1;false;874;
"undefined";"undefined";"undefined";"undefined";5;2;4;3;1;7;1;false;922;
"undefined";"undefined";"undefined";"undefined";2;2;4;3;1;10;1;false;1202;
"undefined";"undefined";"undefined";"undefined";4;2;4;3;1;5;1;false;1126;
"undefined";"undefined";"undefined";"undefined";2;1;4;4;1;3;1;false;744;
"undefined";"undefined";"undefined";"undefined";6;9;4;4;1;6;1;false;634;
"undefined";"undefined";"undefined";"undefined";8;1;4;4;1;2;1;false;675;
"undefined";"undefined";"undefined";"undefined";5;8;4;3;1;10;1;false;855;
"undefined";"undefined";"undefined";"undefined";2;4;4;1;1;10;1;false;1269;
"undefined";"undefined";"undefined";"undefined";8;8;4;3;1;7;1;false;826;
"undefined";"undefined";"undefined";"undefined";6;6;4;1;1;8;1;false;830;
"undefined";"undefined";"undefined";"undefined";2;7;4;2;1;8;1;false;1417;
"undefined";"undefined";"undefined";"undefined";4;3;4;2;1;6;1;false;1012;
"undefined";"undefined";"undefined";"undefined";2;7;4;2;1;4;1;false;1110;
"undefined";"undefined";"undefined";"undefined";4;4;4;1;1;7;1;false;1003;
"undefined";"undefined";"undefined";"undefined";6;2;4;3;1;6;1;false;981;
"undefined";"undefined";"undefined";"undefined";6;3;4;2;1;7;1;false;1019;
"undefined";"undefined";"undefined";"undefined";4;4;4;1;1;7;1;false;1159;
"undefined";"undefined";"undefined";"undefined";4;4;4;1;1;4;1;false;1054;
"undefined";"undefined";"undefined";"undefined";8;4;4;1;1;10;1;false;1173;
"undefined";"undefined";"undefined";"undefined";6;4;4;1;1;4;1;false;949;
"undefined";"undefined";"undefined";"undefined";6;7;4;2;1;10;1;false;899;
"undefined";"undefined";"undefined";"undefined";8;6;4;1;1;3;1;false;1053;
"undefined";"undefined";"undefined";"undefined";8;7;4;2;1;10;1;false;889;
"undefined";"undefined";"undefined";"undefined";2;9;4;4;1;3;1;false;808;
"undefined";"undefined";"undefined";"undefined";8;5;4;0;1;2;1;false;960;
"undefined";"undefined";"undefined";"undefined";2;5;4;0;1;6;1;false;1338;
"undefined";"undefined";"undefined";"undefined";6;8;4;3;1;2;1;false;875;
"undefined";"undefined";"undefined";"undefined";2;7;4;2;1;3;1;false;1914;
"undefined";"undefined";"undefined";"undefined";6;7;4;2;1;6;1;false;943;
"undefined";"undefined";"undefined";"undefined";8;9;4;4;1;3;1;false;747;
"undefined";"undefined";"undefined";"undefined";6;9;4;4;1;2;1;false;542;
"undefined";"undefined";"undefined";"undefined";5;6;4;1;1;6;1;false;1585;
"undefined";"undefined";"undefined";"undefined";8;9;4;4;1;2;1;false;934;
"undefined";"undefined";"undefined";"undefined";6;7;4;2;1;6;1;false;902;
"undefined";"undefined";"undefined";"undefined";5;9;4;4;1;1;1;true;648;
"undefined";"undefined";"undefined";"undefined";8;5;4;0;1;8;1;false;1001;
"undefined";"undefined";"undefined";"undefined";5;4;4;1;1;4;1;false;1170;
"undefined";"undefined";"undefined";"undefined";4;9;4;4;1;9;1;false;708;
"undefined";"undefined";"undefined";"undefined";2;8;4;3;1;6;1;false;944;
"undefined";"undefined";"undefined";"undefined";4;9;4;4;1;3;1;false;699;
"undefined";"undefined";"undefined";"undefined";4;6;4;1;1;4;1;false;980;
"undefined";"undefined";"undefined";"undefined";4;5;4;0;1;8;1;false;1154;
"undefined";"undefined";"undefined";"undefined";6;3;4;2;1;1;1;true;942;
"undefined";"undefined";"undefined";"undefined";4;3;4;2;1;10;1;false;1164;
"undefined";"undefined";"undefined";"undefined";5;1;4;4;1;8;1;false;735;
"undefined";"undefined";"undefined";"undefined";4;2;4;3;1;3;1;false;865;
"undefined";"undefined";"undefined";"undefined";6;6;4;1;1;4;1;false;868;
"undefined";"undefined";"undefined";"undefined";8;5;4;0;1;7;1;false;1061;
"undefined";"undefined";"undefined";"undefined";4;1;4;4;1;4;1;false;722;
"undefined";"undefined";"undefined";"undefined";4;7;4;2;1;8;1;false;872;
"undefined";"undefined";"undefined";"undefined";8;8;4;3;1;6;1;false;918;
"undefined";"undefined";"undefined";"undefined";5;2;4;3;1;1;1;true;874;
"undefined";"undefined";"undefined";"undefined";4;4;4;1;1;8;1;false;1391;
"undefined";"undefined";"undefined";"undefined";6;8;4;3;1;7;1;false;816;
"undefined";"undefined";"undefined";"undefined";8;4;4;1;1;4;1;false;953;
"undefined";"undefined";"undefined";"undefined";8;2;4;3;1;7;1;false;842;
"undefined";"undefined";"undefined";"undefined";4;5;4;0;1;6;1;false;1140;
"undefined";"undefined";"undefined";"undefined";8;7;4;2;1;3;1;false;1037;
"undefined";"undefined";"undefined";"undefined";4;7;4;2;1;2;1;false;878;
"undefined";"undefined";"undefined";"undefined";5;7;4;2;1;4;1;false;1066;
"undefined";"undefined";"undefined";"undefined";6;1;4;4;1;6;1;false;801;
"undefined";"undefined";"undefined";"undefined";6;8;4;3;1;1;1;true;884;
"undefined";"undefined";"undefined";"undefined";2;5;4;0;1;4;1;false;1459;
"undefined";"undefined";"undefined";"undefined";5;6;4;1;1;3;1;false;887;
"undefined";"undefined";"undefined";"undefined";4;2;4;3;1;3;1;false;872;
"undefined";"undefined";"undefined";"undefined";2;1;4;4;1;2;1;false;618;
"undefined";"undefined";"undefined";"undefined";2;6;4;1;1;10;1;false;936;
"undefined";"undefined";"undefined";"undefined";2;6;4;1;1;2;1;false;1289;
"undefined";"undefined";"undefined";"undefined";8;6;4;1;1;4;1;false;927;
"undefined";"undefined";"undefined";"undefined";6;5;4;0;1;6;1;false;1227;
"undefined";"undefined";"undefined";"undefined";5;8;4;3;1;7;1;false;789;
"undefined";"undefined";"undefined";"undefined";6;1;4;4;1;7;1;false;851;
"undefined";"undefined";"undefined";"undefined";2;5;4;0;1;8;1;false;1015;
"undefined";"undefined";"undefined";"undefined";5;6;4;1;1;4;1;false;1009;
"undefined";"undefined";"undefined";"undefined";6;6;4;1;1;3;1;false;1018;
"undefined";"undefined";"undefined";"undefined";4;8;4;3;1;10;1;false;878;
"undefined";"undefined";"undefined";"undefined";2;4;4;1;1;2;1;false;1309;
"undefined";"undefined";"undefined";"undefined";2;3;4;2;1;6;1;false;1156;
"undefined";"undefined";"undefined";"undefined";6;8;4;3;1;8;1;false;764;
"undefined";"undefined";"undefined";"undefined";2;9;4;4;1;1;1;true;684;
"undefined";"undefined";"undefined";"undefined";5;7;4;2;1;6;1;false;912;
"undefined";"undefined";"undefined";"undefined";4;3;4;2;1;4;1;false;1080;
"undefined";"undefined";"undefined";"undefined";5;5;4;0;1;1;1;true;1636;
"undefined";"undefined";"undefined";"undefined";6;5;4;0;1;5;1;false;1087;
"undefined";"undefined";"undefined";"undefined";6;6;4;1;1;2;1;false;1059;
"undefined";"undefined";"undefined";"undefined";5;9;4;4;1;2;1;false;697;
"undefined";"undefined";"undefined";"undefined";6;9;4;4;1;9;1;false;579;
"undefined";"undefined";"undefined";"undefined";5;5;4;0;1;8;1;false;1472;
"undefined";"undefined";"undefined";"undefined";2;9;4;4;1;2;1;false;894;
"undefined";"undefined";"undefined";"undefined";6;3;4;2;1;1;1;true;1027;
"undefined";"undefined";"undefined";"undefined";2;3;4;2;1;7;1;false;915;
"undefined";"undefined";"undefined";"undefined";8;1;4;4;1;1;1;true;735;
"undefined";"undefined";"undefined";"undefined";5;4;4;1;1;5;1;false;1265;
"undefined";"undefined";"undefined";"undefined";4;9;4;4;1;1;1;true;629;
"undefined";"undefined";"undefined";"undefined";5;2;4;3;1;10;1;false;839;
"undefined";"undefined";"undefined";"undefined";4;7;4;2;1;3;1;false;995;
"undefined";"undefined";"undefined";"undefined";4;3;4;2;1;6;1;false;957;
"undefined";"undefined";"undefined";"undefined";5;7;4;2;1;8;1;false;951;
"undefined";"undefined";"undefined";"undefined";5;3;4;2;1;1;1;true;996;
"undefined";"undefined";"undefined";"undefined";5;4;4;1;1;5;1;false;1505;
"undefined";"undefined";"undefined";"undefined";6;8;4;3;1;10;1;false;1119;
"undefined";"undefined";"undefined";"undefined";4;8;4;3;1;2;1;false;900;
"undefined";"undefined";"undefined";"undefined";4;2;4;3;1;3;1;false;980;
"undefined";"undefined";"undefined";"undefined";2;8;4;3;1;2;1;false;867;
"undefined";"undefined";"undefined";"undefined";8;4;4;1;1;1;1;true;846;
"undefined";"undefined";"undefined";"undefined";4;6;4;1;1;9;1;false;1066;
"undefined";"undefined";"undefined";"undefined";4;9;4;4;1;9;1;false;758;
"undefined";"undefined";"undefined";"undefined";8;6;4;1;1;5;1;false;914;
"undefined";"undefined";"undefined";"undefined";6;3;4;2;1;5;1;false;1104;
"undefined";"undefined";"undefined";"undefined";5;5;4;0;1;6;1;false;1111;
"undefined";"undefined";"undefined";"undefined";8;6;4;1;1;5;1;false;995;
"undefined";"undefined";"undefined";"undefined";5;1;4;4;1;1;1;true;809;
"undefined";"undefined";"undefined";"undefined";5;9;4;4;1;8;1;false;759;
"undefined";"undefined";"undefined";"undefined";6;7;4;2;1;7;1;false;953;
"undefined";"undefined";"undefined";"undefined";5;2;4;3;1;10;1;false;979;
"undefined";"undefined";"undefined";"undefined";8;9;4;4;1;4;1;false;723;
"undefined";"undefined";"undefined";"undefined";2;8;4;3;1;9;1;false;821;
"undefined";"undefined";"undefined";"undefined";2;4;4;1;1;8;1;false;1073;
"undefined";"undefined";"undefined";"undefined";8;9;4;4;1;6;1;false;654;
"undefined";"undefined";"undefined";"undefined";8;4;4;1;1;1;1;true;1086;
"undefined";"undefined";"undefined";"undefined";2;7;4;2;1;2;1;false;903;
"undefined";"undefined";"undefined";"undefined";4;7;4;2;1;8;1;false;874;
"undefined";"undefined";"undefined";"undefined";2;2;4;3;1;4;1;false;1312;
"undefined";"undefined";"undefined";"undefined";5;4;4;1;1;9;1;false;1028;
"undefined";"undefined";"undefined";"undefined";2;4;4;1;1;6;1;false;1013;
"undefined";"undefined";"undefined";"undefined";6;9;4;4;1;5;1;false;630;
"undefined";"undefined";"undefined";"undefined";4;1;4;4;1;6;1;false;623;
"undefined";"undefined";"undefined";"undefined";4;4;4;1;1;9;1;false;1199;
"undefined";"undefined";"undefined";"undefined";4;1;4;4;1;9;1;false;594;
"undefined";"undefined";"undefined";"undefined";5;1;4;4;1;10;1;false;787;
"undefined";"undefined";"undefined";"undefined";2;1;4;4;1;5;1;false;638;
"undefined";"undefined";"undefined";"undefined";4;5;4;0;1;9;1;false;1305;
"undefined";"undefined";"undefined";"undefined";2;3;4;2;1;10;1;false;1076;
"undefined";"undefined";"undefined";"undefined";6;2;4;3;1;10;1;false;788;
"undefined";"undefined";"undefined";"undefined";6;4;4;1;1;5;1;false;984;
"undefined";"undefined";"undefined";"undefined";6;1;4;4;1;8;1;false;686;
"undefined";"undefined";"undefined";"undefined";8;9;4;4;1;9;1;false;660;
"undefined";"undefined";"undefined";"undefined";5;2;4;3;1;4;1;false;732;
"undefined";"undefined";"undefined";"undefined";5;8;4;3;1;9;1;false;779;
"undefined";"undefined";"undefined";"undefined";4;8;4;3;1;4;1;false;704;
"undefined";"undefined";"undefined";"undefined";8;2;4;3;1;6;1;false;617;
"undefined";"undefined";"undefined";"undefined";4;8;4;3;1;2;1;false;877;
"undefined";"undefined";"undefined";"undefined";6;1;4;4;1;8;1;false;652;
"undefined";"undefined";"undefined";"undefined";6;1;4;4;1;10;1;false;669;
"undefined";"undefined";"undefined";"undefined";6;5;4;0;1;3;1;false;903;
"undefined";"undefined";"undefined";"undefined";2;2;4;3;1;10;1;false;965;
"undefined";"undefined";"undefined";"undefined";2;2;4;3;1;2;1;false;788;
"undefined";"undefined";"undefined";"undefined";2;6;4;1;1;2;1;false;1495;
"undefined";"undefined";"undefined";"undefined";5;7;4;2;1;8;1;false;1025;
"undefined";"undefined";"undefined";"undefined";8;1;4;4;1;2;1;false;715;
"undefined";"undefined";"undefined";"undefined";8;8;4;3;1;3;1;false;1025;
"undefined";"undefined";"undefined";"undefined";5;1;4;4;1;8;1;false;734;
"undefined";"undefined";"undefined";"undefined";6;2;4;3;1;1;1;true;768;
"undefined";"undefined";"undefined";"undefined";5;9;4;4;1;10;1;false;708;
"undefined";"undefined";"undefined";"undefined";4;1;4;4;1;6;1;false;771;
"undefined";"undefined";"undefined";"undefined";2;5;4;0;1;6;1;false;1186;
"undefined";"undefined";"undefined";"undefined";5;7;4;2;1;5;1;false;970;
"undefined";"undefined";"undefined";"undefined";2;1;4;4;1;3;1;false;779;
"undefined";"undefined";"undefined";"undefined";5;3;4;2;1;1;1;true;802;
"undefined";"undefined";"undefined";"undefined";2;9;4;4;1;7;1;false;635;
"undefined";"undefined";"undefined";"undefined";2;5;4;0;1;10;1;false;1328;
"undefined";"undefined";"undefined";"undefined";5;6;4;1;1;9;1;false;1292;
"undefined";"undefined";"undefined";"undefined";8;7;4;2;1;5;1;false;903;
"undefined";"undefined";"undefined";"undefined";5;3;4;2;1;8;1;false;996;
"undefined";"undefined";"undefined";"undefined";8;2;4;3;1;8;1;false;729;
"undefined";"undefined";"undefined";"undefined";8;2;4;3;1;2;1;false;826;
"undefined";"undefined";"undefined";"undefined";8;3;4;2;1;2;1;false;1037;
"undefined";"undefined";"undefined";"undefined";8;7;4;2;1;10;1;false;871;
"undefined";"undefined";"undefined";"undefined";2;8;4;3;1;7;1;false;790;
"undefined";"undefined";"undefined";"undefined";6;7;4;2;1;7;1;false;854;
"undefined";"undefined";"undefined";"undefined";8;3;4;2;1;2;1;false;1044;
"undefined";"undefined";"undefined";"undefined";6;3;4;2;1;9;1;false;787;
"undefined";"undefined";"undefined";"undefined";2;7;4;2;1;5;1;false;1034;
"undefined";"undefined";"undefined";"undefined";8;2;4;3;1;3;1;false;640;
"undefined";"undefined";"undefined";"undefined";2;3;4;2;1;5;1;false;864;
"undefined";"undefined";"undefined";"undefined";5;6;4;1;1;5;1;false;1267;
"undefined";"undefined";"undefined";"undefined";4;8;4;3;1;10;1;false;854;
"undefined";"undefined";"undefined";"undefined";6;2;4;3;1;1;1;true;781;
"undefined";"undefined";"undefined";"undefined";4;6;4;1;1;6;1;false;870;
"undefined";"undefined";"undefined";"undefined";2;6;4;1;1;7;1;false;1060;
"undefined";"undefined";"undefined";"undefined";5;8;4;3;1;8;1;false;811;
"undefined";"undefined";"undefined";"undefined";8;8;4;3;1;9;1;false;821;
"undefined";"undefined";"undefined";"undefined";4;7;4;2;1;5;1;false;1043;
"undefined";"undefined";"undefined";"undefined";6;2;4;3;1;6;1;false;844;
"undefined";"undefined";"undefined";"undefined";4;2;4;3;1;5;1;false;688;
"undefined";"undefined";"undefined";"undefined";8;5;4;0;1;1;1;true;1184;
