"Age";"Status";"Studies";"YearsOfExperience";Length;Level;Density;Distance_from_Center;number_of_given_answers;expected_answer;given_answer;is_correct;time_in_milliseconds;
"undefined";"undefined";"undefined";"undefined";200;1;4;4;1;7;1;false;856;
"undefined";"undefined";"undefined";"undefined";150;7;0;2;1;5;1;false;901;
"undefined";"undefined";"undefined";"undefined";100;5;4;0;1;6;1;false;1100;
"undefined";"undefined";"undefined";"undefined";150;4;0;1;1;6;1;false;985;
"undefined";"undefined";"undefined";"undefined";100;2;4;3;1;5;1;false;871;
"undefined";"undefined";"undefined";"undefined";100;3;2;2;1;5;1;false;1057;
"undefined";"undefined";"undefined";"undefined";50;1;4;4;1;8;1;false;766;
"undefined";"undefined";"undefined";"undefined";50;8;2;3;1;7;1;false;905;
"undefined";"undefined";"undefined";"undefined";200;2;2;3;1;4;1;false;926;
"undefined";"undefined";"undefined";"undefined";100;8;2;3;1;9;1;false;849;
"undefined";"undefined";"undefined";"undefined";100;5;2;0;1;6;1;false;1058;
"undefined";"undefined";"undefined";"undefined";50;8;0;3;1;9;1;false;921;
"undefined";"undefined";"undefined";"undefined";150;7;0;2;1;5;1;false;852;
"undefined";"undefined";"undefined";"undefined";200;1;0;4;1;4;1;false;844;
"undefined";"undefined";"undefined";"undefined";200;4;0;1;1;7;1;false;1256;
"undefined";"undefined";"undefined";"undefined";50;4;0;1;1;7;1;false;1030;
"undefined";"undefined";"undefined";"undefined";100;2;0;3;1;3;1;false;830;
"undefined";"undefined";"undefined";"undefined";50;3;0;2;1;7;1;false;900;
"undefined";"undefined";"undefined";"undefined";100;4;4;1;1;8;1;false;1271;
"undefined";"undefined";"undefined";"undefined";200;3;2;2;1;3;1;false;1130;
"undefined";"undefined";"undefined";"undefined";200;4;4;1;1;2;1;false;1276;
"undefined";"undefined";"undefined";"undefined";150;5;4;0;1;1;1;true;1200;
"undefined";"undefined";"undefined";"undefined";50;9;2;4;1;7;1;false;915;
"undefined";"undefined";"undefined";"undefined";200;7;4;2;1;8;1;false;1210;
"undefined";"undefined";"undefined";"undefined";100;5;2;0;1;8;1;false;1308;
"undefined";"undefined";"undefined";"undefined";50;1;0;4;1;3;1;false;857;
"undefined";"undefined";"undefined";"undefined";150;1;0;4;1;6;1;false;809;
"undefined";"undefined";"undefined";"undefined";50;8;0;3;1;9;1;false;837;
"undefined";"undefined";"undefined";"undefined";200;9;0;4;1;8;1;false;1056;
"undefined";"undefined";"undefined";"undefined";50;6;2;1;1;9;1;false;1192;
"undefined";"undefined";"undefined";"undefined";150;4;2;1;1;6;1;false;1276;
"undefined";"undefined";"undefined";"undefined";200;9;4;4;1;1;1;true;1170;
"undefined";"undefined";"undefined";"undefined";100;2;0;3;1;8;1;false;1442;
"undefined";"undefined";"undefined";"undefined";50;7;2;2;1;9;1;false;1242;
"undefined";"undefined";"undefined";"undefined";100;3;4;2;1;4;1;false;1401;
"undefined";"undefined";"undefined";"undefined";150;4;2;1;1;8;1;false;1228;
"undefined";"undefined";"undefined";"undefined";200;8;2;3;1;3;1;false;1111;
"undefined";"undefined";"undefined";"undefined";200;3;0;2;1;2;1;false;1150;
"undefined";"undefined";"undefined";"undefined";50;6;4;1;1;6;1;false;1424;
"undefined";"undefined";"undefined";"undefined";100;3;0;2;1;2;1;false;943;
"undefined";"undefined";"undefined";"undefined";200;6;4;1;1;8;1;false;1184;
"undefined";"undefined";"undefined";"undefined";150;3;0;2;1;3;1;false;1415;
"undefined";"undefined";"undefined";"undefined";150;3;2;2;1;8;1;false;1165;
"undefined";"undefined";"undefined";"undefined";50;6;4;1;1;2;1;false;1668;
"undefined";"undefined";"undefined";"undefined";100;6;4;1;1;7;1;false;1857;
"undefined";"undefined";"undefined";"undefined";100;5;4;0;1;2;1;false;1148;
"undefined";"undefined";"undefined";"undefined";150;2;0;3;1;1;1;true;1054;
"undefined";"undefined";"undefined";"undefined";200;5;4;0;1;2;1;false;1758;
"undefined";"undefined";"undefined";"undefined";200;1;2;4;1;6;1;false;1028;
"undefined";"undefined";"undefined";"undefined";150;7;4;2;1;5;1;false;1667;
"undefined";"undefined";"undefined";"undefined";100;3;2;2;1;6;1;false;1466;
"undefined";"undefined";"undefined";"undefined";100;8;0;3;1;6;1;false;971;
"undefined";"undefined";"undefined";"undefined";100;1;4;4;1;5;1;false;865;
"undefined";"undefined";"undefined";"undefined";50;8;0;3;1;8;1;false;941;
"undefined";"undefined";"undefined";"undefined";100;7;0;2;1;3;1;false;1079;
"undefined";"undefined";"undefined";"undefined";200;2;2;3;1;3;1;false;1022;
"undefined";"undefined";"undefined";"undefined";200;2;4;3;1;6;1;false;1047;
"undefined";"undefined";"undefined";"undefined";200;6;4;1;1;4;1;false;1137;
"undefined";"undefined";"undefined";"undefined";100;3;2;2;1;2;1;false;995;
"undefined";"undefined";"undefined";"undefined";200;9;0;4;1;3;1;false;788;
"undefined";"undefined";"undefined";"undefined";50;6;0;1;1;7;1;false;917;
"undefined";"undefined";"undefined";"undefined";50;9;0;4;1;9;1;false;730;
"undefined";"undefined";"undefined";"undefined";150;8;0;3;1;2;1;false;959;
"undefined";"undefined";"undefined";"undefined";100;4;2;1;1;9;1;false;1343;
"undefined";"undefined";"undefined";"undefined";50;9;0;4;1;4;1;false;827;
"undefined";"undefined";"undefined";"undefined";150;5;2;0;1;5;1;false;2655;
"undefined";"undefined";"undefined";"undefined";50;1;4;4;1;4;1;false;956;
"undefined";"undefined";"undefined";"undefined";200;2;0;3;1;6;1;false;1041;
"undefined";"undefined";"undefined";"undefined";100;8;2;3;1;9;1;false;1057;
"undefined";"undefined";"undefined";"undefined";200;7;2;2;1;5;1;false;1491;
"undefined";"undefined";"undefined";"undefined";100;4;0;1;1;1;1;true;1175;
"undefined";"undefined";"undefined";"undefined";150;1;4;4;1;8;1;false;764;
"undefined";"undefined";"undefined";"undefined";200;1;0;4;1;6;1;false;778;
"undefined";"undefined";"undefined";"undefined";200;9;2;4;1;2;1;false;773;
"undefined";"undefined";"undefined";"undefined";150;6;4;1;1;1;1;true;1404;
"undefined";"undefined";"undefined";"undefined";100;7;4;2;1;3;1;false;956;
"undefined";"undefined";"undefined";"undefined";100;7;0;2;1;8;1;false;1028;
"undefined";"undefined";"undefined";"undefined";200;6;0;1;1;9;1;false;1284;
"undefined";"undefined";"undefined";"undefined";150;9;4;4;1;1;1;true;946;
"undefined";"undefined";"undefined";"undefined";200;5;2;0;1;4;1;false;1224;
"undefined";"undefined";"undefined";"undefined";50;5;4;0;1;9;1;false;1408;
"undefined";"undefined";"undefined";"undefined";50;5;2;0;1;9;1;false;954;
"undefined";"undefined";"undefined";"undefined";100;2;2;3;1;3;1;false;901;
"undefined";"undefined";"undefined";"undefined";200;3;0;2;1;5;1;false;1030;
"undefined";"undefined";"undefined";"undefined";200;8;4;3;1;1;1;true;1013;
"undefined";"undefined";"undefined";"undefined";50;2;2;3;1;8;1;false;1011;
"undefined";"undefined";"undefined";"undefined";100;3;2;2;1;8;1;false;1006;
"undefined";"undefined";"undefined";"undefined";100;3;0;2;1;9;1;false;947;
"undefined";"undefined";"undefined";"undefined";50;1;4;4;1;4;1;false;713;
"undefined";"undefined";"undefined";"undefined";200;9;2;4;1;2;1;false;699;
"undefined";"undefined";"undefined";"undefined";100;8;2;3;1;4;1;false;1061;
"undefined";"undefined";"undefined";"undefined";100;8;4;3;1;3;1;false;1221;
"undefined";"undefined";"undefined";"undefined";100;6;2;1;1;9;1;false;1139;
"undefined";"undefined";"undefined";"undefined";200;9;4;4;1;7;1;false;1486;
"undefined";"undefined";"undefined";"undefined";150;2;0;3;1;7;1;false;1053;
"undefined";"undefined";"undefined";"undefined";200;7;0;2;1;5;1;false;1618;
"undefined";"undefined";"undefined";"undefined";100;8;0;3;1;1;1;true;1079;
"undefined";"undefined";"undefined";"undefined";50;1;0;4;1;2;1;false;883;
"undefined";"undefined";"undefined";"undefined";150;8;0;3;1;5;1;false;920;
"undefined";"undefined";"undefined";"undefined";150;6;0;1;1;5;1;false;1028;
"undefined";"undefined";"undefined";"undefined";50;2;0;3;1;1;1;true;759;
"undefined";"undefined";"undefined";"undefined";50;3;0;2;1;5;1;false;964;
"undefined";"undefined";"undefined";"undefined";200;6;0;1;1;9;1;false;1147;
"undefined";"undefined";"undefined";"undefined";150;4;4;1;1;1;1;true;1411;
"undefined";"undefined";"undefined";"undefined";200;8;0;3;1;6;1;false;1147;
"undefined";"undefined";"undefined";"undefined";150;3;4;2;1;9;1;false;1738;
"undefined";"undefined";"undefined";"undefined";50;1;4;4;1;2;1;false;1683;
"undefined";"undefined";"undefined";"undefined";100;5;4;0;1;7;1;false;1403;
"undefined";"undefined";"undefined";"undefined";100;6;0;1;1;2;1;false;895;
"undefined";"undefined";"undefined";"undefined";50;2;4;3;1;5;1;false;904;
"undefined";"undefined";"undefined";"undefined";50;8;4;3;1;8;1;false;908;
"undefined";"undefined";"undefined";"undefined";100;9;2;4;1;1;1;true;864;
"undefined";"undefined";"undefined";"undefined";50;2;2;3;1;2;1;false;823;
"undefined";"undefined";"undefined";"undefined";200;2;0;3;1;5;1;false;906;
"undefined";"undefined";"undefined";"undefined";150;6;0;1;1;8;1;false;1094;
"undefined";"undefined";"undefined";"undefined";200;4;0;1;1;1;1;true;1455;
"undefined";"undefined";"undefined";"undefined";150;6;4;1;1;1;1;true;1072;
"undefined";"undefined";"undefined";"undefined";200;6;4;1;1;9;1;false;928;
"undefined";"undefined";"undefined";"undefined";50;9;4;4;1;2;1;false;898;
"undefined";"undefined";"undefined";"undefined";200;7;0;2;1;9;1;false;956;
"undefined";"undefined";"undefined";"undefined";150;6;2;1;1;2;1;false;976;
"undefined";"undefined";"undefined";"undefined";100;6;2;1;1;3;1;false;1083;
"undefined";"undefined";"undefined";"undefined";50;8;2;3;1;6;1;false;991;
"undefined";"undefined";"undefined";"undefined";200;1;0;4;1;5;1;false;854;
"undefined";"undefined";"undefined";"undefined";150;4;0;1;1;3;1;false;1394;
"undefined";"undefined";"undefined";"undefined";50;7;0;2;1;9;1;false;996;
"undefined";"undefined";"undefined";"undefined";100;4;2;1;1;4;1;false;1089;
"undefined";"undefined";"undefined";"undefined";200;5;4;0;1;9;1;false;1213;
"undefined";"undefined";"undefined";"undefined";200;5;2;0;1;1;1;true;1254;
"undefined";"undefined";"undefined";"undefined";150;5;0;0;1;8;1;false;1219;
"undefined";"undefined";"undefined";"undefined";100;1;2;4;1;8;1;false;766;
"undefined";"undefined";"undefined";"undefined";150;8;4;3;1;2;1;false;1044;
"undefined";"undefined";"undefined";"undefined";100;3;4;2;1;5;1;false;1029;
"undefined";"undefined";"undefined";"undefined";200;8;2;3;1;2;1;false;976;
"undefined";"undefined";"undefined";"undefined";200;4;2;1;1;6;1;false;1454;
"undefined";"undefined";"undefined";"undefined";200;5;0;0;1;6;1;false;1328;
"undefined";"undefined";"undefined";"undefined";150;9;4;4;1;2;1;false;762;
"undefined";"undefined";"undefined";"undefined";100;7;0;2;1;4;1;false;867;
"undefined";"undefined";"undefined";"undefined";100;2;2;3;1;4;1;false;808;
"undefined";"undefined";"undefined";"undefined";150;2;2;3;1;5;1;false;975;
"undefined";"undefined";"undefined";"undefined";200;7;4;2;1;1;1;true;920;
"undefined";"undefined";"undefined";"undefined";150;8;4;3;1;8;1;false;1018;
"undefined";"undefined";"undefined";"undefined";100;1;2;4;1;5;1;false;789;
"undefined";"undefined";"undefined";"undefined";200;6;2;1;1;6;1;false;1166;
"undefined";"undefined";"undefined";"undefined";100;4;2;1;1;9;1;false;1053;
"undefined";"undefined";"undefined";"undefined";150;1;0;4;1;1;1;true;681;
"undefined";"undefined";"undefined";"undefined";200;9;4;4;1;8;1;false;913;
"undefined";"undefined";"undefined";"undefined";200;6;2;1;1;9;1;false;959;
"undefined";"undefined";"undefined";"undefined";150;1;2;4;1;9;1;false;896;
"undefined";"undefined";"undefined";"undefined";200;2;2;3;1;6;1;false;915;
"undefined";"undefined";"undefined";"undefined";50;8;4;3;1;9;1;false;1014;
"undefined";"undefined";"undefined";"undefined";200;2;4;3;1;5;1;false;1114;
"undefined";"undefined";"undefined";"undefined";150;9;4;4;1;7;1;false;1037;
"undefined";"undefined";"undefined";"undefined";100;2;0;3;1;4;1;false;1480;
"undefined";"undefined";"undefined";"undefined";200;1;2;4;1;2;1;false;957;
"undefined";"undefined";"undefined";"undefined";50;6;2;1;1;6;1;false;1149;
"undefined";"undefined";"undefined";"undefined";50;9;4;4;1;4;1;false;1057;
"undefined";"undefined";"undefined";"undefined";100;9;4;4;1;7;1;false;940;
"undefined";"undefined";"undefined";"undefined";200;1;0;4;1;4;1;false;835;
"undefined";"undefined";"undefined";"undefined";100;1;4;4;1;6;1;false;1049;
"undefined";"undefined";"undefined";"undefined";100;7;4;2;1;5;1;false;1286;
"undefined";"undefined";"undefined";"undefined";200;3;4;2;1;4;1;false;998;
"undefined";"undefined";"undefined";"undefined";150;5;0;0;1;2;1;false;1583;
"undefined";"undefined";"undefined";"undefined";200;4;2;1;1;1;1;true;1246;
"undefined";"undefined";"undefined";"undefined";50;5;0;0;1;2;1;false;940;
"undefined";"undefined";"undefined";"undefined";50;4;2;1;1;6;1;false;1074;
"undefined";"undefined";"undefined";"undefined";50;2;0;3;1;3;1;false;830;
"undefined";"undefined";"undefined";"undefined";50;4;0;1;1;2;1;false;1196;
"undefined";"undefined";"undefined";"undefined";150;8;2;3;1;4;1;false;927;
"undefined";"undefined";"undefined";"undefined";100;5;0;0;1;7;1;false;1018;
"undefined";"undefined";"undefined";"undefined";150;9;0;4;1;8;1;false;808;
"undefined";"undefined";"undefined";"undefined";100;4;4;1;1;3;1;false;1160;
"undefined";"undefined";"undefined";"undefined";50;6;4;1;1;8;1;false;1060;
"undefined";"undefined";"undefined";"undefined";150;6;2;1;1;1;1;true;1236;
"undefined";"undefined";"undefined";"undefined";150;7;4;2;1;8;1;false;1276;
"undefined";"undefined";"undefined";"undefined";150;1;2;4;1;1;1;true;881;
"undefined";"undefined";"undefined";"undefined";50;7;4;2;1;1;1;true;1043;
"undefined";"undefined";"undefined";"undefined";200;4;4;1;1;4;1;false;1164;
"undefined";"undefined";"undefined";"undefined";50;9;2;4;1;5;1;false;846;
"undefined";"undefined";"undefined";"undefined";100;1;2;4;1;5;1;false;677;
"undefined";"undefined";"undefined";"undefined";200;3;2;2;1;5;1;false;1059;
"undefined";"undefined";"undefined";"undefined";200;1;2;4;1;4;1;false;876;
"undefined";"undefined";"undefined";"undefined";200;2;2;3;1;6;1;false;1054;
"undefined";"undefined";"undefined";"undefined";150;1;4;4;1;8;1;false;1010;
"undefined";"undefined";"undefined";"undefined";150;6;4;1;1;9;1;false;1073;
"undefined";"undefined";"undefined";"undefined";100;9;0;4;1;4;1;false;770;
"undefined";"undefined";"undefined";"undefined";50;7;4;2;1;6;1;false;1212;
"undefined";"undefined";"undefined";"undefined";100;9;0;4;1;1;1;true;795;
"undefined";"undefined";"undefined";"undefined";200;3;4;2;1;6;1;false;1091;
"undefined";"undefined";"undefined";"undefined";150;3;4;2;1;8;1;false;1518;
"undefined";"undefined";"undefined";"undefined";200;9;4;4;1;8;1;false;1100;
"undefined";"undefined";"undefined";"undefined";150;7;2;2;1;2;1;false;1104;
"undefined";"undefined";"undefined";"undefined";100;6;0;1;1;7;1;false;1062;
"undefined";"undefined";"undefined";"undefined";100;5;0;0;1;4;1;false;1092;
"undefined";"undefined";"undefined";"undefined";100;7;0;2;1;4;1;false;993;
"undefined";"undefined";"undefined";"undefined";150;5;2;0;1;7;1;false;1078;
"undefined";"undefined";"undefined";"undefined";200;3;2;2;1;6;1;false;1220;
"undefined";"undefined";"undefined";"undefined";100;4;4;1;1;6;1;false;1222;
"undefined";"undefined";"undefined";"undefined";150;6;0;1;1;7;1;false;1226;
"undefined";"undefined";"undefined";"undefined";50;3;4;2;1;4;1;false;1050;
"undefined";"undefined";"undefined";"undefined";150;1;4;4;1;5;1;false;1191;
"undefined";"undefined";"undefined";"undefined";150;3;2;2;1;1;1;true;991;
"undefined";"undefined";"undefined";"undefined";200;5;4;0;1;3;1;false;1471;
"undefined";"undefined";"undefined";"undefined";100;6;4;1;1;1;1;true;961;
"undefined";"undefined";"undefined";"undefined";150;2;0;3;1;3;1;false;1645;
"undefined";"undefined";"undefined";"undefined";100;6;4;1;1;4;1;false;1069;
"undefined";"undefined";"undefined";"undefined";100;4;2;1;1;6;1;false;1139;
"undefined";"undefined";"undefined";"undefined";100;1;2;4;1;1;1;true;745;
"undefined";"undefined";"undefined";"undefined";50;6;0;1;1;6;1;false;1708;
"undefined";"undefined";"undefined";"undefined";100;1;0;4;1;1;1;true;732;
"undefined";"undefined";"undefined";"undefined";50;1;2;4;1;8;1;false;706;
"undefined";"undefined";"undefined";"undefined";200;9;0;4;1;6;1;false;903;
"undefined";"undefined";"undefined";"undefined";200;4;4;1;1;5;1;false;991;
"undefined";"undefined";"undefined";"undefined";150;9;0;4;1;4;1;false;669;
"undefined";"undefined";"undefined";"undefined";50;5;0;0;1;6;1;false;1645;
"undefined";"undefined";"undefined";"undefined";100;4;4;1;1;3;1;false;1367;
"undefined";"undefined";"undefined";"undefined";100;7;2;2;1;6;1;false;1050;
"undefined";"undefined";"undefined";"undefined";100;8;2;3;1;9;1;false;990;
"undefined";"undefined";"undefined";"undefined";200;4;0;1;1;7;1;false;1328;
"undefined";"undefined";"undefined";"undefined";50;5;4;0;1;8;1;false;1129;
"undefined";"undefined";"undefined";"undefined";50;7;4;2;1;5;1;false;1546;
"undefined";"undefined";"undefined";"undefined";100;9;4;4;1;4;1;false;1309;
"undefined";"undefined";"undefined";"undefined";200;5;4;0;1;3;1;false;1643;
"undefined";"undefined";"undefined";"undefined";100;8;0;3;1;8;1;false;1063;
"undefined";"undefined";"undefined";"undefined";50;3;0;2;1;8;1;false;950;
"undefined";"undefined";"undefined";"undefined";100;2;2;3;1;1;1;true;1018;
"undefined";"undefined";"undefined";"undefined";150;2;0;3;1;5;1;false;1547;
"undefined";"undefined";"undefined";"undefined";50;3;2;2;1;9;1;false;892;
"undefined";"undefined";"undefined";"undefined";200;7;2;2;1;5;1;false;1229;
"undefined";"undefined";"undefined";"undefined";200;8;4;3;1;3;1;false;958;
"undefined";"undefined";"undefined";"undefined";50;7;2;2;1;3;1;false;1066;
"undefined";"undefined";"undefined";"undefined";200;3;4;2;1;4;1;false;1392;
"undefined";"undefined";"undefined";"undefined";150;7;4;2;1;9;1;false;1366;
"undefined";"undefined";"undefined";"undefined";50;9;2;4;1;7;1;false;730;
"undefined";"undefined";"undefined";"undefined";50;8;0;3;1;5;1;false;1020;
"undefined";"undefined";"undefined";"undefined";150;7;2;2;1;3;1;false;1218;
"undefined";"undefined";"undefined";"undefined";100;2;4;3;1;7;1;false;1072;
"undefined";"undefined";"undefined";"undefined";100;9;4;4;1;2;1;false;928;
"undefined";"undefined";"undefined";"undefined";200;1;2;4;1;7;1;false;904;
"undefined";"undefined";"undefined";"undefined";150;3;0;2;1;5;1;false;1030;
"undefined";"undefined";"undefined";"undefined";50;4;4;1;1;3;1;false;1184;
"undefined";"undefined";"undefined";"undefined";50;8;2;3;1;6;1;false;790;
"undefined";"undefined";"undefined";"undefined";100;1;0;4;1;1;1;true;641;
"undefined";"undefined";"undefined";"undefined";200;5;2;0;1;3;1;false;1600;
"undefined";"undefined";"undefined";"undefined";150;9;2;4;1;1;1;true;1091;
"undefined";"undefined";"undefined";"undefined";200;5;0;0;1;1;1;true;1190;
"undefined";"undefined";"undefined";"undefined";50;1;2;4;1;9;1;false;721;
"undefined";"undefined";"undefined";"undefined";100;5;0;0;1;3;1;false;1052;
"undefined";"undefined";"undefined";"undefined";100;7;4;2;1;3;1;false;1647;
"undefined";"undefined";"undefined";"undefined";150;4;2;1;1;7;1;false;1412;
"undefined";"undefined";"undefined";"undefined";50;6;2;1;1;8;1;false;1315;
"undefined";"undefined";"undefined";"undefined";200;8;2;3;1;2;1;false;905;
"undefined";"undefined";"undefined";"undefined";200;6;4;1;1;1;1;true;1525;
"undefined";"undefined";"undefined";"undefined";100;5;0;0;1;3;1;false;1631;
"undefined";"undefined";"undefined";"undefined";50;9;0;4;1;9;1;false;684;
"undefined";"undefined";"undefined";"undefined";50;8;4;3;1;3;1;false;1410;
"undefined";"undefined";"undefined";"undefined";200;1;4;4;1;3;1;false;1542;
"undefined";"undefined";"undefined";"undefined";50;8;2;3;1;2;1;false;939;
"undefined";"undefined";"undefined";"undefined";100;2;4;3;1;6;1;false;916;
"undefined";"undefined";"undefined";"undefined";100;9;4;4;1;8;1;false;1016;
"undefined";"undefined";"undefined";"undefined";50;6;2;1;1;6;1;false;978;
"undefined";"undefined";"undefined";"undefined";150;2;4;3;1;5;1;false;888;
"undefined";"undefined";"undefined";"undefined";100;9;2;4;1;7;1;false;747;
"undefined";"undefined";"undefined";"undefined";100;3;0;2;1;2;1;false;743;
"undefined";"undefined";"undefined";"undefined";200;7;0;2;1;1;1;true;1412;
"undefined";"undefined";"undefined";"undefined";150;7;0;2;1;7;1;false;1079;
"undefined";"undefined";"undefined";"undefined";100;7;2;2;1;7;1;false;1120;
"undefined";"undefined";"undefined";"undefined";50;6;0;1;1;2;1;false;1122;
"undefined";"undefined";"undefined";"undefined";50;9;2;4;1;9;1;false;770;
"undefined";"undefined";"undefined";"undefined";200;7;2;2;1;7;1;false;1147;
"undefined";"undefined";"undefined";"undefined";150;4;4;1;1;7;1;false;2948;
"undefined";"undefined";"undefined";"undefined";100;3;0;2;1;8;1;false;1207;
"undefined";"undefined";"undefined";"undefined";50;7;0;2;1;4;1;false;1073;
"undefined";"undefined";"undefined";"undefined";100;8;4;3;1;2;1;false;1311;
"undefined";"undefined";"undefined";"undefined";150;9;2;4;1;5;1;false;983;
"undefined";"undefined";"undefined";"undefined";150;8;0;3;1;4;1;false;1132;
"undefined";"undefined";"undefined";"undefined";100;6;2;1;1;3;1;false;1334;
"undefined";"undefined";"undefined";"undefined";50;2;4;3;1;3;1;false;1081;
"undefined";"undefined";"undefined";"undefined";50;3;2;2;1;7;1;false;1040;
"undefined";"undefined";"undefined";"undefined";150;1;4;4;1;8;1;false;868;
"undefined";"undefined";"undefined";"undefined";200;2;4;3;1;4;1;false;1024;
"undefined";"undefined";"undefined";"undefined";50;4;2;1;1;4;1;false;901;
"undefined";"undefined";"undefined";"undefined";150;4;4;1;1;9;1;false;2376;
"undefined";"undefined";"undefined";"undefined";100;9;0;4;1;4;1;false;854;
"undefined";"undefined";"undefined";"undefined";150;2;2;3;1;6;1;false;2112;
"undefined";"undefined";"undefined";"undefined";50;1;2;4;1;8;1;false;963;
"undefined";"undefined";"undefined";"undefined";50;4;0;1;1;9;1;false;974;
"undefined";"undefined";"undefined";"undefined";50;4;4;1;1;1;1;true;1202;
"undefined";"undefined";"undefined";"undefined";200;7;0;2;1;5;1;false;1220;
"undefined";"undefined";"undefined";"undefined";50;2;4;3;1;3;1;false;1268;
"undefined";"undefined";"undefined";"undefined";50;3;2;2;1;8;1;false;1214;
"undefined";"undefined";"undefined";"undefined";150;4;4;1;1;4;1;false;1369;
"undefined";"undefined";"undefined";"undefined";100;1;0;4;1;5;1;false;937;
