"Age";"Status";"Studies";"YearsOfExperience";Noise;Length;Level;Distance_from_Center;Overlap_Above_Percent;Overlap_Below_Percent;Correct;number_of_given_answers;expected_answer;given_answer;is_correct;time_in_milliseconds;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;10;6;2;65;95;1;1;6;6;true;855;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;10;3;1;0;100;1;1;2;2;true;1135;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;10;6;2;65;95;1;1;4;4;true;1057;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;6;2;2;65;95;1;1;5;5;true;1447;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;10;4;0;0;100;1;1;6;6;true;1082;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;6;4;0;0;100;1;1;3;3;true;1055;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;6;5;1;0;100;1;1;2;2;true;1094;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;6;4;0;0;100;1;1;6;6;true;1150;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;Dynamic;3;1;65;95;1;1;4;4;true;1111;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;6;2;2;65;95;1;1;4;4;true;1372;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;Dynamic;6;2;0;100;1;1;1;1;true;919;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;10;4;0;65;95;1;1;5;5;true;1069;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;10;4;0;65;95;1;1;1;1;true;797;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;10;5;1;0;100;1;1;1;1;true;1106;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;Dynamic;2;2;0;100;1;1;7;7;true;1336;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;10;5;1;65;95;1;1;6;6;true;1363;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;6;2;2;0;100;1;1;6;6;true;1647;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;10;6;2;0;100;1;1;7;7;true;1196;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;Dynamic;6;2;0;100;1;1;3;3;true;953;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;14;5;1;65;95;1;1;2;2;true;921;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;Dynamic;5;1;65;95;0;1;3;4;false;936;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;Dynamic;3;1;0;100;1;1;3;3;true;854;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;10;5;1;65;95;1;1;4;4;true;1113;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;14;3;1;65;95;1;1;4;4;true;1251;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;14;3;1;65;95;1;1;5;5;true;978;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;Dynamic;4;0;0;100;1;1;4;4;true;920;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;14;3;1;65;95;1;1;3;3;true;1111;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;Dynamic;5;1;0;100;1;1;2;2;true;1178;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;10;6;2;0;100;1;1;6;6;true;1199;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;10;3;1;0;100;1;1;3;3;true;1175;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;Dynamic;4;0;0;100;1;1;2;2;true;1130;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;14;2;2;0;100;1;1;2;2;true;856;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;10;5;1;0;100;1;1;7;7;true;1161;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;14;4;0;0;100;1;1;4;4;true;968;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;10;2;2;65;95;1;1;4;4;true;1267;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;10;5;1;65;95;1;1;5;5;true;981;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;10;3;1;65;95;1;1;2;2;true;1360;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;Dynamic;4;0;65;95;1;1;5;5;true;932;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;Dynamic;2;2;0;100;1;1;5;5;true;1250;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;Dynamic;3;1;0;100;1;1;2;2;true;1050;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;14;3;1;0;100;1;1;6;6;true;1072;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;6;3;1;0;100;1;1;6;6;true;1254;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;14;5;1;65;95;1;1;7;7;true;1142;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;10;2;2;0;100;1;1;1;1;true;1094;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;6;5;1;65;95;1;1;2;2;true;1138;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;Dynamic;5;1;65;95;1;1;4;4;true;1694;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;6;4;0;0;100;1;1;4;4;true;1219;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;14;5;1;0;100;1;1;6;6;true;1240;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;Dynamic;3;1;0;100;1;1;5;5;true;1104;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;14;6;2;0;100;1;1;3;3;true;1120;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;14;6;2;65;95;1;1;4;4;true;1377;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;Dynamic;3;1;0;100;1;1;6;6;true;1263;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;6;2;2;0;100;1;1;7;7;true;2606;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;14;6;2;65;95;1;1;1;1;true;969;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;10;2;2;0;100;1;1;7;7;true;1344;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;Dynamic;5;1;65;95;1;1;1;1;true;985;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;10;2;2;0;100;1;1;3;3;true;1045;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;14;4;0;65;95;1;1;4;4;true;1193;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;6;4;0;65;95;1;1;6;6;true;1262;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;10;3;1;0;100;1;1;7;7;true;1315;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;Dynamic;4;0;65;95;1;1;4;4;true;996;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;Dynamic;6;2;65;95;1;1;1;1;true;1260;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;10;6;2;0;100;1;1;1;1;true;902;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;10;3;1;65;95;1;1;4;4;true;1180;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;6;5;1;65;95;0;1;7;1;false;1486;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;6;3;1;65;95;1;1;6;6;true;1490;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;10;3;1;65;95;1;1;4;4;true;1017;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;Dynamic;4;0;65;95;1;1;3;3;true;946;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;Dynamic;6;2;65;95;1;1;1;1;true;1155;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;Dynamic;5;1;65;95;1;1;2;2;true;846;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;Dynamic;5;1;65;95;1;1;7;7;true;1179;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;Dynamic;3;1;65;95;1;1;3;3;true;930;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;14;2;2;0;100;1;1;7;7;true;1401;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;14;2;2;65;95;1;1;7;7;true;1206;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;14;2;2;65;95;1;1;5;5;true;1106;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;6;2;2;0;100;1;1;5;5;true;1178;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;6;2;2;0;100;1;1;4;4;true;1188;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;10;2;2;65;95;1;1;5;5;true;1191;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;6;3;1;65;95;1;1;7;7;true;1243;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;10;2;2;65;95;1;1;4;4;true;1323;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;14;4;0;0;100;1;1;6;6;true;1079;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;Dynamic;2;2;65;95;1;1;7;7;true;1066;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;6;4;0;0;100;1;1;3;3;true;1090;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;6;6;2;65;95;1;1;3;3;true;1100;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;14;2;2;65;95;1;1;3;3;true;1194;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;Dynamic;2;2;65;95;1;1;3;3;true;734;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;14;6;2;65;95;1;1;4;4;true;1091;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;10;6;2;65;95;1;1;2;2;true;1102;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;10;6;2;65;95;1;1;4;4;true;1052;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;Dynamic;2;2;65;95;1;1;5;5;true;1117;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;6;5;1;0;100;1;1;6;6;true;1289;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;14;4;0;0;100;1;1;7;7;true;1158;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;14;5;1;0;100;1;1;5;5;true;964;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;Dynamic;2;2;0;100;1;1;5;5;true;1220;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;Dynamic;5;1;65;95;1;1;7;7;true;1064;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;14;2;2;0;100;1;1;4;4;true;1121;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;6;2;2;65;95;1;1;4;4;true;1454;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;14;3;1;0;100;1;1;5;5;true;896;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;6;3;1;0;100;1;1;4;4;true;1157;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;14;3;1;65;95;1;1;3;3;true;957;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;14;2;2;0;100;1;1;1;1;true;1025;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;10;6;2;0;100;1;1;2;2;true;1005;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;14;5;1;0;100;1;1;1;1;true;954;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;Dynamic;4;0;0;100;0;1;6;5;false;990;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;14;6;2;65;95;1;1;2;2;true;1003;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;10;5;1;0;100;1;1;6;6;true;1216;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;14;4;0;65;95;1;1;2;2;true;1168;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;6;5;1;65;95;1;1;5;5;true;1565;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;10;5;1;0;100;1;1;1;1;true;972;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;14;6;2;65;95;1;1;5;5;true;1072;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;6;4;0;65;95;1;1;2;2;true;1894;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;Dynamic;3;1;0;100;1;1;7;7;true;1354;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;14;5;1;0;100;1;1;5;5;true;1107;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;10;2;2;65;95;1;1;2;2;true;1044;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;6;6;2;0;100;1;1;2;2;true;932;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;6;6;2;0;100;1;1;7;7;true;1367;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;10;2;2;65;95;1;1;4;4;true;1458;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;10;3;1;65;95;1;1;4;4;true;889;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;14;6;2;65;95;1;1;2;2;true;1119;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;10;5;1;65;95;1;1;3;3;true;1188;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;6;4;0;0;100;1;1;6;6;true;1159;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;Dynamic;5;1;0;100;1;1;7;7;true;1034;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;10;3;1;65;95;1;1;1;1;true;1161;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;6;4;0;65;95;1;1;3;3;true;1488;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;Dynamic;4;0;65;95;1;1;1;1;true;940;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;14;5;1;65;95;1;1;3;3;true;1417;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;Dynamic;6;2;65;95;1;1;5;5;true;1430;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;10;3;1;0;100;1;1;7;7;true;1286;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;6;3;1;65;95;1;1;6;6;true;1590;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;10;4;0;0;100;1;1;3;3;true;1053;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;10;3;1;0;100;1;1;5;5;true;1124;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;10;4;0;0;100;1;1;6;6;true;1317;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;14;5;1;0;100;1;1;4;4;true;1479;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;6;3;1;65;95;1;1;1;1;true;1277;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;Dynamic;6;2;0;100;1;1;6;6;true;1246;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;10;2;2;0;100;1;1;6;6;true;1206;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;Dynamic;2;2;65;95;1;1;5;5;true;1108;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;14;4;0;0;100;1;1;6;6;true;1175;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;Dynamic;6;2;0;100;1;1;1;1;true;1066;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;14;5;1;65;95;1;1;2;2;true;1065;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;10;2;2;65;95;1;1;3;3;true;1314;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;Dynamic;2;2;65;95;1;1;1;1;true;820;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;14;6;2;65;95;1;1;7;7;true;1364;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;Dynamic;4;0;65;95;1;1;1;1;true;849;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;14;2;2;0;100;1;1;2;2;true;900;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;Dynamic;5;1;0;100;1;1;1;1;true;1562;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;Dynamic;3;1;65;95;1;1;1;1;true;850;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;Dynamic;6;2;65;95;1;1;4;4;true;1280;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;Dynamic;5;1;0;100;1;1;7;7;true;1208;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;6;4;0;0;100;1;1;1;1;true;1171;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";No_Noise;10;4;0;0;100;1;1;1;1;true;1033;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;6;3;1;65;95;1;1;3;3;true;1184;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;14;6;2;65;95;1;1;1;1;true;945;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;10;5;1;65;95;0;1;5;6;false;1688;
"between 25 and (excluding) 30";"Graduate student (at least BSc finished)";"I do not study";"less than or equal 1 year";Noise;14;6;2;65;95;1;1;1;1;true;940;
