"Age";"Status";"Studies";"YearsOfExperience";Noise;Length;Level;Distance_from_Center;Overlap_Above_Percent;Overlap_Below_Percent;Correct;number_of_given_answers;expected_answer;given_answer;is_correct;time_in_milliseconds;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;Dynamic;3;1;65;95;1;1;7;7;true;1393;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;14;4;0;65;95;1;1;2;2;true;1282;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;10;6;2;65;95;1;1;6;6;true;1440;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;10;3;1;0;100;1;1;2;2;true;1441;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;10;6;2;65;95;1;1;4;4;true;1643;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;6;2;2;65;95;1;1;5;5;true;1621;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;10;4;0;0;100;1;1;6;6;true;1192;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;6;4;0;0;100;1;1;3;3;true;3756;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;6;5;1;0;100;1;1;2;2;true;1218;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;6;4;0;0;100;1;1;6;6;true;1734;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;Dynamic;3;1;65;95;1;1;4;4;true;1302;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;6;2;2;65;95;1;1;4;4;true;1891;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;Dynamic;6;2;0;100;1;1;1;1;true;833;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;10;4;0;65;95;1;1;5;5;true;1597;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;10;4;0;65;95;1;1;1;1;true;1037;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;10;5;1;0;100;1;1;1;1;true;859;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;Dynamic;2;2;0;100;1;1;7;7;true;1691;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;10;5;1;65;95;1;1;6;6;true;1597;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;6;2;2;0;100;1;1;6;6;true;1619;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;10;6;2;0;100;1;1;7;7;true;1441;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;Dynamic;6;2;0;100;1;1;3;3;true;1079;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;14;5;1;65;95;1;1;2;2;true;1146;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;Dynamic;5;1;65;95;1;1;3;3;true;1079;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;Dynamic;3;1;0;100;1;1;3;3;true;1235;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;10;5;1;65;95;1;1;4;4;true;1552;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;14;3;1;65;95;1;1;4;4;true;1576;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;14;3;1;65;95;1;1;5;5;true;1238;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;Dynamic;4;0;0;100;1;1;4;4;true;1354;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;14;3;1;65;95;1;1;3;3;true;1192;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;Dynamic;5;1;0;100;1;1;2;2;true;1083;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;10;6;2;0;100;1;1;6;6;true;1305;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;10;3;1;0;100;1;1;3;3;true;1054;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;Dynamic;4;0;0;100;1;1;2;2;true;1105;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;14;2;2;0;100;1;1;2;2;true;1102;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;10;5;1;0;100;1;1;7;7;true;1353;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;14;4;0;0;100;1;1;4;4;true;1552;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;10;2;2;65;95;1;1;4;4;true;1372;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;10;5;1;65;95;1;1;5;5;true;1395;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;10;3;1;65;95;1;1;2;2;true;1326;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;Dynamic;4;0;65;95;1;1;5;5;true;1242;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;Dynamic;2;2;0;100;1;1;5;5;true;1709;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;Dynamic;3;1;0;100;1;1;2;2;true;1102;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;14;3;1;0;100;1;1;6;6;true;1419;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;6;3;1;0;100;1;1;6;6;true;1621;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;14;5;1;65;95;1;1;7;7;true;1485;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;10;2;2;0;100;1;1;1;1;true;1191;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;6;5;1;65;95;1;1;2;2;true;1688;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;Dynamic;5;1;65;95;1;1;4;4;true;1396;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;6;4;0;0;100;1;1;4;4;true;1076;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;14;5;1;0;100;1;1;6;6;true;1282;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;Dynamic;3;1;0;100;1;1;5;5;true;1483;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;14;6;2;0;100;1;1;3;3;true;942;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;14;6;2;65;95;1;1;4;4;true;1394;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;Dynamic;3;1;0;100;1;1;6;6;true;1465;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;6;2;2;0;100;1;1;7;7;true;1642;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;14;6;2;65;95;1;1;1;1;true;1057;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;10;2;2;0;100;1;1;7;7;true;1529;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;Dynamic;5;1;65;95;1;1;1;1;true;857;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;10;2;2;0;100;1;1;3;3;true;1081;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;14;4;0;65;95;1;1;4;4;true;1553;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;6;4;0;65;95;1;1;6;6;true;1689;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;10;3;1;0;100;1;1;7;7;true;1418;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;Dynamic;4;0;65;95;1;1;4;4;true;1533;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;Dynamic;6;2;65;95;1;1;1;1;true;900;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;10;6;2;0;100;1;1;1;1;true;856;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;10;3;1;65;95;1;1;4;4;true;1842;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;6;5;1;65;95;1;1;7;7;true;2341;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;6;3;1;65;95;1;1;6;6;true;2366;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;10;3;1;65;95;1;1;4;4;true;1622;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;Dynamic;4;0;65;95;1;1;3;3;true;974;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;Dynamic;6;2;65;95;1;1;1;1;true;990;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;Dynamic;5;1;65;95;1;1;2;2;true;878;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;Dynamic;5;1;65;95;1;1;7;7;true;1327;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;Dynamic;3;1;65;95;1;1;3;3;true;1033;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;14;2;2;0;100;1;1;7;7;true;1398;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;14;2;2;65;95;1;1;7;7;true;1573;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;14;2;2;65;95;1;1;5;5;true;1279;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;6;2;2;0;100;1;1;5;5;true;1709;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;6;2;2;0;100;1;1;4;4;true;1508;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;10;2;2;65;95;1;1;5;5;true;1553;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;6;3;1;65;95;1;1;7;7;true;2069;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;10;2;2;65;95;1;1;4;4;true;1467;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;14;4;0;0;100;1;1;6;6;true;1285;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;Dynamic;2;2;65;95;1;1;7;7;true;1215;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;6;4;0;0;100;1;1;3;3;true;2791;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;6;6;2;65;95;1;1;3;3;true;1328;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;14;2;2;65;95;1;1;3;3;true;1214;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;Dynamic;2;2;65;95;1;1;3;3;true;880;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;14;6;2;65;95;1;1;4;4;true;1552;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;10;6;2;65;95;1;1;2;2;true;924;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;10;6;2;65;95;1;1;4;4;true;1327;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;Dynamic;2;2;65;95;1;1;5;5;true;1261;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;6;5;1;0;100;1;1;6;6;true;1758;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;14;4;0;0;100;1;1;7;7;true;1552;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;14;5;1;0;100;1;1;5;5;true;1280;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;Dynamic;2;2;0;100;1;1;5;5;true;1664;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;Dynamic;5;1;65;95;1;1;7;7;true;1396;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;14;2;2;0;100;1;1;4;4;true;1489;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;6;2;2;65;95;1;1;4;4;true;1394;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;14;3;1;0;100;1;1;5;5;true;1485;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;6;3;1;0;100;1;1;4;4;true;1757;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;14;3;1;65;95;1;1;3;3;true;1056;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;14;2;2;0;100;1;1;1;1;true;923;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;10;6;2;0;100;1;1;2;2;true;1189;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;14;5;1;0;100;1;1;1;1;true;922;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;Dynamic;4;0;0;100;1;1;6;6;true;1665;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;14;6;2;65;95;1;1;2;2;true;1208;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;10;5;1;0;100;1;1;6;6;true;1530;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;14;4;0;65;95;1;1;2;2;true;1215;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;6;5;1;65;95;1;1;5;5;true;1711;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;10;5;1;0;100;1;1;1;1;true;1034;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;14;6;2;65;95;1;1;5;5;true;1372;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;6;4;0;65;95;1;1;2;2;true;2746;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;Dynamic;3;1;0;100;1;1;7;7;true;1574;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;14;5;1;0;100;1;1;5;5;true;1216;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;10;2;2;65;95;1;1;2;2;true;1146;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;6;6;2;0;100;1;1;2;2;true;1596;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;6;6;2;0;100;1;1;7;7;true;1640;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;10;2;2;65;95;1;1;4;4;true;1735;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;10;3;1;65;95;1;1;4;4;true;2206;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;14;6;2;65;95;1;1;2;2;true;1104;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;10;5;1;65;95;1;1;3;3;true;1122;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;6;4;0;0;100;1;1;6;6;true;3282;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;Dynamic;5;1;0;100;1;1;7;7;true;1441;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;10;3;1;65;95;1;1;1;1;true;1938;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;6;4;0;65;95;1;1;3;3;true;3195;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;Dynamic;4;0;65;95;1;1;1;1;true;1125;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;14;5;1;65;95;1;1;3;3;true;1307;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;Dynamic;6;2;65;95;1;1;5;5;true;1349;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;10;3;1;0;100;1;1;7;7;true;1554;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;6;3;1;65;95;1;1;6;6;true;2070;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;10;4;0;0;100;1;1;3;3;true;1169;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;10;3;1;0;100;1;1;5;5;true;1328;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;10;4;0;0;100;1;1;6;6;true;1461;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;14;5;1;0;100;1;1;4;4;true;1327;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;6;3;1;65;95;1;1;1;1;true;1867;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;Dynamic;6;2;0;100;1;1;6;6;true;1396;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;10;2;2;0;100;1;1;6;6;true;1373;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;Dynamic;2;2;65;95;1;1;5;5;true;1103;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;14;4;0;0;100;1;1;6;6;true;1260;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;Dynamic;6;2;0;100;1;1;1;1;true;875;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;14;5;1;65;95;1;1;2;2;true;1258;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;10;2;2;65;95;1;1;3;3;true;1283;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;Dynamic;2;2;65;95;1;1;1;1;true;877;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;14;6;2;65;95;1;1;7;7;true;1600;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;Dynamic;4;0;65;95;1;1;1;1;true;1013;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;14;2;2;0;100;1;1;2;2;true;966;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;Dynamic;5;1;0;100;1;1;1;1;true;991;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;Dynamic;3;1;65;95;1;1;1;1;true;967;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;Dynamic;6;2;65;95;1;1;4;4;true;1438;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;Dynamic;5;1;0;100;1;1;7;7;true;1213;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;6;4;0;0;100;1;1;1;1;true;1552;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;10;4;0;0;100;1;1;1;1;true;1574;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;6;3;1;65;95;1;1;3;3;true;1484;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;14;6;2;65;95;1;1;1;1;true;968;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;10;5;1;65;95;0;1;5;6;false;1416;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;14;6;2;65;95;1;1;1;1;true;1057;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;6;2;2;65;95;1;1;7;7;true;2001;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;10;2;2;0;100;1;1;5;5;true;1149;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;Dynamic;6;2;65;95;1;1;4;4;true;1372;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;Dynamic;5;1;65;95;1;1;5;5;true;1257;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;14;3;1;0;100;1;1;2;2;true;1148;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;10;4;0;0;100;1;1;7;7;true;1462;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;6;5;1;65;95;1;1;5;5;true;2991;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;6;3;1;0;100;1;1;2;2;true;2185;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;Dynamic;5;1;65;95;1;1;3;3;true;1101;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;Dynamic;5;1;0;100;1;1;5;5;true;1237;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;6;6;2;65;95;1;1;3;3;true;1260;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;6;6;2;0;100;1;1;5;5;true;1263;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;Dynamic;2;2;0;100;1;1;5;5;true;1371;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;6;3;1;0;100;1;1;7;7;true;1687;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;6;3;1;0;100;1;1;6;6;true;1438;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;Dynamic;2;2;65;95;1;1;2;2;true;989;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;6;2;2;65;95;1;1;1;1;true;1170;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;10;6;2;0;100;1;1;7;7;true;1442;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;10;5;1;65;95;1;1;5;5;true;1525;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;14;2;2;0;100;1;1;2;2;true;965;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;10;4;0;65;95;1;1;3;3;true;1755;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;14;6;2;0;100;1;1;5;5;true;1530;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";Noise;6;4;0;65;95;1;1;1;1;true;1910;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;Dynamic;3;1;0;100;1;1;4;4;true;1326;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;Dynamic;4;0;0;100;1;1;2;2;true;1058;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;10;2;2;0;100;1;1;7;7;true;1666;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;6;6;2;0;100;1;1;7;7;true;1508;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;6;6;2;0;100;1;1;3;3;true;986;
"between 35 and (excluding) 40";"Professional software developer";"I do not study";"more than 5 years";No_Noise;6;6;2;0;100;1;1;2;2;true;944;
