"Age";"Status";"Studies";"YearsOfExperience";Noise;Length;Level;Distance_from_Center;Overlap_Above_Percent;Overlap_Below_Percent;Correct;number_of_given_answers;expected_answer;given_answer;is_correct;time_in_milliseconds;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;10;6;2;0;100;1;1;7;7;true;1192;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;Dynamic;6;2;0;100;1;1;3;3;true;1312;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;14;5;1;65;95;1;1;2;2;true;1305;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;Dynamic;5;1;65;95;1;1;3;3;true;1000;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;Dynamic;3;1;0;100;1;1;3;3;true;853;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;10;5;1;65;95;1;1;4;4;true;915;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;14;3;1;65;95;1;1;4;4;true;1351;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;14;3;1;65;95;1;1;5;5;true;1077;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;Dynamic;4;0;0;100;1;1;4;4;true;1521;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;14;3;1;65;95;1;1;3;3;true;972;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;Dynamic;5;1;0;100;1;1;2;2;true;965;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;10;6;2;0;100;1;1;6;6;true;1256;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;10;3;1;0;100;1;1;3;3;true;1107;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;Dynamic;4;0;0;100;1;1;2;2;true;992;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;14;2;2;0;100;1;1;2;2;true;760;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;10;5;1;0;100;1;1;7;7;true;1232;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;14;4;0;0;100;1;1;4;4;true;952;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;10;2;2;65;95;1;1;4;4;true;2172;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;10;5;1;65;95;1;1;5;5;true;1416;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;10;3;1;65;95;1;1;2;2;true;996;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;Dynamic;4;0;65;95;1;1;5;5;true;1486;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;Dynamic;2;2;0;100;1;1;5;5;true;1061;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;Dynamic;3;1;0;100;1;1;2;2;true;1072;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;14;3;1;0;100;1;1;6;6;true;1520;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;6;3;1;0;100;1;1;6;6;true;2152;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;14;5;1;65;95;1;1;7;7;true;1244;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;10;2;2;0;100;1;1;1;1;true;1123;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;6;5;1;65;95;1;1;2;2;true;1112;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;Dynamic;5;1;65;95;1;1;4;4;true;1384;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;6;4;0;0;100;1;1;4;4;true;1020;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;14;5;1;0;100;1;1;6;6;true;1128;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;Dynamic;3;1;0;100;1;1;5;5;true;1328;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;14;6;2;0;100;1;1;3;3;true;1125;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;14;6;2;65;95;1;1;4;4;true;1191;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;Dynamic;3;1;0;100;1;1;6;6;true;1171;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;6;2;2;0;100;1;1;7;7;true;2123;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;14;6;2;65;95;1;1;1;1;true;1127;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;10;2;2;0;100;1;1;7;7;true;1242;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;Dynamic;5;1;65;95;1;1;1;1;true;969;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;10;2;2;0;100;1;1;3;3;true;1956;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;14;4;0;65;95;1;1;4;4;true;999;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;6;4;0;65;95;1;1;6;6;true;1548;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;10;3;1;0;100;1;1;7;7;true;1238;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;Dynamic;4;0;65;95;1;1;4;4;true;1347;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;Dynamic;6;2;65;95;1;1;1;1;true;1267;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;10;6;2;0;100;1;1;1;1;true;25543;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;10;3;1;65;95;1;1;4;4;true;1189;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;6;5;1;65;95;1;1;7;7;true;1499;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;6;3;1;65;95;1;1;6;6;true;1906;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;10;3;1;65;95;1;1;4;4;true;1152;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;Dynamic;4;0;65;95;1;1;3;3;true;1021;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;Dynamic;6;2;65;95;1;1;1;1;true;744;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;Dynamic;5;1;65;95;1;1;2;2;true;729;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;Dynamic;5;1;65;95;1;1;7;7;true;1144;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;Dynamic;3;1;65;95;1;1;3;3;true;808;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;14;2;2;0;100;1;1;7;7;true;1288;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;14;2;2;65;95;1;1;7;7;true;1796;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;14;2;2;65;95;1;1;5;5;true;11020;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;6;2;2;0;100;1;1;5;5;true;2130;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;6;2;2;0;100;1;1;4;4;true;1860;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;10;2;2;65;95;1;1;5;5;true;1238;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;6;3;1;65;95;1;1;7;7;true;1481;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;10;2;2;65;95;1;1;4;4;true;1728;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;14;4;0;0;100;1;1;6;6;true;1356;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;Dynamic;2;2;65;95;1;1;7;7;true;1108;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;6;4;0;0;100;1;1;3;3;true;2476;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;6;6;2;65;95;1;1;3;3;true;1647;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;14;2;2;65;95;1;1;3;3;true;1227;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;Dynamic;2;2;65;95;1;1;3;3;true;872;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;14;6;2;65;95;1;1;4;4;true;1200;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;10;6;2;65;95;1;1;2;2;true;863;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;10;6;2;65;95;1;1;4;4;true;1180;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;Dynamic;2;2;65;95;1;1;5;5;true;1065;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;6;5;1;0;100;1;1;6;6;true;1480;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;14;4;0;0;100;1;1;7;7;true;1508;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;14;5;1;0;100;1;1;5;5;true;1288;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;Dynamic;2;2;0;100;1;1;5;5;true;1896;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;Dynamic;5;1;65;95;1;1;7;7;true;1304;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;14;2;2;0;100;1;1;4;4;true;1234;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;6;2;2;65;95;1;1;4;4;true;1560;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;14;3;1;0;100;1;1;5;5;true;1271;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;6;3;1;0;100;1;1;4;4;true;1347;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;14;3;1;65;95;1;1;3;3;true;1089;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;14;2;2;0;100;1;1;1;1;true;996;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;10;6;2;0;100;1;1;2;2;true;1155;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;14;5;1;0;100;1;1;1;1;true;997;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;Dynamic;4;0;0;100;1;1;6;6;true;1309;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;14;6;2;65;95;1;1;2;2;true;1276;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;10;5;1;0;100;1;1;6;6;true;1037;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;14;4;0;65;95;1;1;2;2;true;1051;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;6;5;1;65;95;1;1;5;5;true;1592;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;10;5;1;0;100;1;1;1;1;true;972;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;14;6;2;65;95;1;1;5;5;true;1133;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;6;4;0;65;95;1;1;2;2;true;1424;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;Dynamic;3;1;0;100;1;1;7;7;true;1395;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;14;5;1;0;100;1;1;5;5;true;1281;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;10;2;2;65;95;1;1;2;2;true;1440;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;6;6;2;0;100;1;1;2;2;true;1136;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;6;6;2;0;100;1;1;7;7;true;1484;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;10;2;2;65;95;1;1;4;4;true;1304;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;10;3;1;65;95;1;1;4;4;true;1346;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;14;6;2;65;95;1;1;2;2;true;980;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;10;5;1;65;95;1;1;3;3;true;1113;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;6;4;0;0;100;1;1;6;6;true;1600;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;Dynamic;5;1;0;100;1;1;7;7;true;1322;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;10;3;1;65;95;1;1;1;1;true;990;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;6;4;0;65;95;1;1;3;3;true;8154;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;Dynamic;4;0;65;95;1;1;1;1;true;1145;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;14;5;1;65;95;1;1;3;3;true;812;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;Dynamic;6;2;65;95;1;1;5;5;true;1156;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;10;3;1;0;100;1;1;7;7;true;1181;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;6;3;1;65;95;1;1;6;6;true;1668;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;10;4;0;0;100;1;1;3;3;true;976;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;10;3;1;0;100;1;1;5;5;true;1192;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;10;4;0;0;100;1;1;6;6;true;1182;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;14;5;1;0;100;1;1;4;4;true;1008;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;6;3;1;65;95;1;1;1;1;true;1404;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;Dynamic;6;2;0;100;1;1;6;6;true;1244;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;10;2;2;0;100;1;1;6;6;true;5260;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;Dynamic;2;2;65;95;1;1;5;5;true;1366;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;14;4;0;0;100;1;1;6;6;true;1168;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;Dynamic;6;2;0;100;1;1;1;1;true;903;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;14;5;1;65;95;1;1;2;2;true;1060;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;10;2;2;65;95;1;1;3;3;true;3324;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;Dynamic;2;2;65;95;1;1;1;1;true;1376;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;14;6;2;65;95;1;1;7;7;true;1204;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;Dynamic;4;0;65;95;1;1;1;1;true;900;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;14;2;2;0;100;1;1;2;2;true;1020;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;Dynamic;5;1;0;100;1;1;1;1;true;932;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;Dynamic;3;1;65;95;1;1;1;1;true;756;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;Dynamic;6;2;65;95;1;1;4;4;true;960;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;Dynamic;5;1;0;100;1;1;7;7;true;1167;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;6;4;0;0;100;1;1;1;1;true;1088;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;10;4;0;0;100;1;1;1;1;true;793;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;6;3;1;65;95;1;1;3;3;true;1339;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;14;6;2;65;95;1;1;1;1;true;891;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;10;5;1;65;95;1;1;5;5;true;1232;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;14;6;2;65;95;1;1;1;1;true;797;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;6;2;2;65;95;1;1;7;7;true;1638;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;10;2;2;0;100;1;1;5;5;true;1282;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;Dynamic;6;2;65;95;1;1;4;4;true;1132;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;Dynamic;5;1;65;95;1;1;5;5;true;1133;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;14;3;1;0;100;1;1;2;2;true;1033;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;10;4;0;0;100;1;1;7;7;true;1270;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;6;5;1;65;95;1;1;5;5;true;1450;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;6;3;1;0;100;1;1;2;2;true;1292;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;Dynamic;5;1;65;95;1;1;3;3;true;1065;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;Dynamic;5;1;0;100;1;1;5;5;true;1148;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;6;6;2;65;95;1;1;3;3;true;1548;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;6;6;2;0;100;1;1;5;5;true;1105;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;Dynamic;2;2;0;100;1;1;5;5;true;1517;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;6;3;1;0;100;1;1;7;7;true;1451;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;6;3;1;0;100;1;1;6;6;true;2603;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;Dynamic;2;2;65;95;1;1;2;2;true;1067;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;6;2;2;65;95;1;1;1;1;true;1380;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;10;6;2;0;100;1;1;7;7;true;1237;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;10;5;1;65;95;1;1;5;5;true;1300;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";No_Noise;14;2;2;0;100;1;1;2;2;true;1584;
"between 30 and (excluding) 35";"Graduate student (at least BSc finished)";"I do not study";"none";Noise;10;4;0;65;95;1;1;3;3;true;1954;
