"Age";"Status";"Studies";"YearsOfExperience";Length;Level;Distance_from_Center;Feedback;number_of_given_answers;expected_answer;given_answer;is_correct;time_in_milliseconds;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";4;8;0;_to_be_written_;1;8;1;false;1788;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;13;5;_to_be_written_;1;13;1;false;1817;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;8;0;_to_be_written_;1;8;1;false;3145;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;3;5;_to_be_written_;1;3;1;false;639;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;14;6;_to_be_written_;1;14;1;false;2271;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;10;2;_to_be_written_;1;10;1;false;2068;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;10;2;_to_be_written_;1;10;1;false;1851;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";4;10;2;_to_be_written_;1;10;1;false;1823;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;9;1;_to_be_written_;1;9;1;false;1932;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;4;4;_to_be_written_;1;4;1;false;2429;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";4;10;2;_to_be_written_;1;10;1;false;2445;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;2;6;_to_be_written_;1;2;1;false;737;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;13;5;_to_be_written_;1;13;1;false;2198;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;14;6;_to_be_written_;1;14;1;false;2204;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";4;5;3;_to_be_written_;1;5;1;false;1445;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;6;2;_to_be_written_;1;6;1;false;3328;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";4;13;5;_to_be_written_;1;13;1;false;2989;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;8;0;_to_be_written_;1;8;1;false;2205;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";4;7;1;_to_be_written_;1;7;1;false;1511;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";4;7;1;_to_be_written_;1;7;1;false;1830;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;2;6;_to_be_written_;1;2;1;false;766;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;2;6;_to_be_written_;1;2;1;false;736;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;7;1;_to_be_written_;1;7;1;false;3950;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";4;4;4;_to_be_written_;1;4;1;false;956;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;1;7;_to_be_written_;1;1;1;true;658;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;1;7;_to_be_written_;1;1;1;true;667;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;4;4;_to_be_written_;1;4;1;false;1005;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";4;8;0;_to_be_written_;1;8;1;false;1669;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;6;2;_to_be_written_;1;6;1;false;1384;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;11;3;_to_be_written_;1;11;1;false;2171;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;10;2;_to_be_written_;1;10;1;false;1908;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;13;5;_to_be_written_;1;13;1;false;2330;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;1;7;_to_be_written_;1;1;1;true;901;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;3;5;_to_be_written_;1;3;1;false;1284;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;3;5;_to_be_written_;1;3;1;false;716;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";4;5;3;_to_be_written_;1;5;1;false;1270;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;8;0;_to_be_written_;1;8;1;false;2583;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;9;1;_to_be_written_;1;9;1;false;1591;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;3;5;_to_be_written_;1;3;1;false;971;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";4;6;2;_to_be_written_;1;6;1;false;1649;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;14;6;_to_be_written_;1;14;1;false;2664;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;1;7;_to_be_written_;1;1;1;true;2271;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";4;5;3;_to_be_written_;1;5;1;false;1423;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;1;7;_to_be_written_;1;1;1;true;647;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";4;9;1;_to_be_written_;1;9;1;false;1411;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;2;6;_to_be_written_;1;2;1;false;703;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;8;0;_to_be_written_;1;8;1;false;1900;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";4;4;4;_to_be_written_;1;4;1;false;1209;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;4;4;_to_be_written_;1;4;1;false;1407;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;5;3;_to_be_written_;1;5;1;false;1313;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;6;2;_to_be_written_;1;6;1;false;1689;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";4;15;7;_to_be_written_;1;15;1;false;2640;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;9;1;_to_be_written_;1;9;1;false;1917;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";4;2;6;_to_be_written_;1;2;1;false;958;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;6;2;_to_be_written_;1;6;1;false;1613;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;9;1;_to_be_written_;1;9;1;false;2096;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;7;1;_to_be_written_;1;7;1;false;1749;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;8;0;_to_be_written_;1;8;1;false;2400;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;15;7;_to_be_written_;1;15;1;false;2938;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;13;5;_to_be_written_;1;13;1;false;2711;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;13;5;_to_be_written_;1;13;1;false;3108;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;2;6;_to_be_written_;1;2;1;false;521;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";4;14;6;_to_be_written_;1;14;1;false;2206;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;7;1;_to_be_written_;1;7;1;false;1974;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;6;2;_to_be_written_;1;6;1;false;1655;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;11;3;_to_be_written_;1;11;1;false;2618;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;8;0;_to_be_written_;1;8;1;false;1826;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;11;3;_to_be_written_;1;11;1;false;2510;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;10;2;_to_be_written_;1;10;1;false;2241;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";4;6;2;_to_be_written_;1;6;1;false;1734;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;4;4;_to_be_written_;1;4;1;false;861;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";4;8;0;_to_be_written_;1;8;1;false;1963;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;12;4;_to_be_written_;1;12;1;false;1980;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;1;7;_to_be_written_;1;1;1;true;533;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;4;4;_to_be_written_;1;4;1;false;1738;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;12;4;_to_be_written_;1;12;1;false;2050;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;9;1;_to_be_written_;1;9;1;false;2219;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;14;6;_to_be_written_;1;14;1;false;2184;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;12;4;_to_be_written_;1;12;1;false;2510;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;3;5;_to_be_written_;1;3;1;false;733;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";4;11;3;_to_be_written_;1;11;1;false;2825;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";4;11;3;_to_be_written_;1;11;1;false;2345;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;1;7;_to_be_written_;1;1;1;true;804;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;7;1;_to_be_written_;1;7;1;false;2378;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";4;6;2;_to_be_written_;1;6;1;false;1675;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";4;3;5;_to_be_written_;1;3;1;false;730;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;4;4;_to_be_written_;1;4;1;false;832;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;6;2;_to_be_written_;1;6;1;false;1613;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;10;2;_to_be_written_;1;10;1;false;1736;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;3;5;_to_be_written_;1;3;1;false;1126;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;12;4;_to_be_written_;1;12;1;false;2912;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;1;7;_to_be_written_;1;1;1;true;1052;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;2;6;_to_be_written_;1;2;1;false;555;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;11;3;_to_be_written_;1;11;1;false;2397;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;8;0;_to_be_written_;1;8;1;false;1347;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;5;3;_to_be_written_;1;5;1;false;980;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;14;6;_to_be_written_;1;14;1;false;2814;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;5;3;_to_be_written_;1;5;1;false;4501;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";4;13;5;_to_be_written_;1;13;1;false;3072;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;9;1;_to_be_written_;1;9;1;false;1405;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;13;5;_to_be_written_;1;13;1;false;3636;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;6;2;_to_be_written_;1;6;1;false;1428;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;11;3;_to_be_written_;1;11;1;false;1635;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;14;6;_to_be_written_;1;14;1;false;3147;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;4;4;_to_be_written_;1;4;1;false;1406;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;7;1;_to_be_written_;1;7;1;false;2040;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;11;3;_to_be_written_;1;11;1;false;2621;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;9;1;_to_be_written_;1;9;1;false;2732;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;7;1;_to_be_written_;1;7;1;false;1681;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";4;15;7;_to_be_written_;1;15;1;false;2470;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;5;3;_to_be_written_;1;5;1;false;1718;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;15;7;_to_be_written_;1;15;1;false;2939;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;7;1;_to_be_written_;1;7;1;false;1810;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;7;1;_to_be_written_;1;7;1;false;3276;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;2;6;_to_be_written_;1;2;1;false;645;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";4;13;5;_to_be_written_;1;13;1;false;2559;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;11;3;_to_be_written_;1;11;1;false;2106;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;14;6;_to_be_written_;1;14;1;false;4520;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";4;7;1;_to_be_written_;1;7;1;false;2198;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;11;3;_to_be_written_;1;11;1;false;2731;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;10;2;_to_be_written_;1;10;1;false;2366;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";4;3;5;_to_be_written_;1;3;1;false;3485;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";4;9;1;_to_be_written_;1;9;1;false;1805;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;3;5;_to_be_written_;1;3;1;false;765;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;4;4;_to_be_written_;1;4;1;false;1316;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;1;7;_to_be_written_;1;1;1;true;671;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";4;2;6;_to_be_written_;1;2;1;false;545;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;15;7;_to_be_written_;1;15;1;false;2706;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;15;7;_to_be_written_;1;15;1;false;2328;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;13;5;_to_be_written_;1;13;1;false;2462;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";4;9;1;_to_be_written_;1;9;1;false;1506;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;15;7;_to_be_written_;1;15;1;false;2761;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;10;2;_to_be_written_;1;10;1;false;2634;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";4;1;7;_to_be_written_;1;1;1;true;1898;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;5;3;_to_be_written_;1;5;1;false;3423;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;12;4;_to_be_written_;1;12;1;false;2252;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;10;2;_to_be_written_;1;10;1;false;1125;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;12;4;_to_be_written_;1;12;1;false;3454;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";4;4;4;_to_be_written_;1;4;1;false;1046;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;15;7;_to_be_written_;1;15;1;false;3064;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;8;0;_to_be_written_;1;8;1;false;2074;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;10;2;_to_be_written_;1;10;1;false;3373;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";4;12;4;_to_be_written_;1;12;1;false;3473;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;13;5;_to_be_written_;1;13;1;false;2434;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;6;2;_to_be_written_;1;6;1;false;1348;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;5;3;_to_be_written_;1;5;1;false;1347;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;7;1;_to_be_written_;1;7;1;false;1147;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;11;3;_to_be_written_;1;11;1;false;2441;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;5;3;_to_be_written_;1;5;1;false;3926;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;2;6;_to_be_written_;1;2;1;false;591;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;4;4;_to_be_written_;1;4;1;false;1516;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;6;2;_to_be_written_;1;6;1;false;1418;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";4;1;7;_to_be_written_;1;1;1;true;2338;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;12;4;_to_be_written_;1;12;1;false;3109;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;8;0;_to_be_written_;1;8;1;false;4223;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;15;7;_to_be_written_;1;15;1;false;4513;
