"Age";"Status";"Studies";"YearsOfExperience";Length;Level;Contrast;Distance_from_Center;number_of_given_answers;expected_answer;given_answer;is_correct;time_in_milliseconds;
"undefined";"undefined";"undefined";"undefined";8;8;yes;3;1;2;1;false;882;
"undefined";"undefined";"undefined";"undefined";8;2;no;3;1;1;1;true;884;
"undefined";"undefined";"undefined";"undefined";6;7;yes;2;1;9;1;false;819;
"undefined";"undefined";"undefined";"undefined";6;1;no;4;1;3;1;false;770;
"undefined";"undefined";"undefined";"undefined";8;4;yes;1;1;1;1;true;1108;
"undefined";"undefined";"undefined";"undefined";8;1;no;4;1;10;1;false;748;
"undefined";"undefined";"undefined";"undefined";4;1;yes;4;1;4;1;false;651;
"undefined";"undefined";"undefined";"undefined";8;3;no;2;1;8;1;false;826;
"undefined";"undefined";"undefined";"undefined";8;3;no;2;1;1;1;true;1031;
"undefined";"undefined";"undefined";"undefined";8;9;no;4;1;10;1;false;781;
"undefined";"undefined";"undefined";"undefined";8;5;no;0;1;6;1;false;1099;
"undefined";"undefined";"undefined";"undefined";8;9;yes;4;1;8;1;false;681;
"undefined";"undefined";"undefined";"undefined";4;1;yes;4;1;10;1;false;898;
"undefined";"undefined";"undefined";"undefined";2;7;yes;2;1;2;1;false;1009;
"undefined";"undefined";"undefined";"undefined";2;2;no;3;1;5;1;false;745;
"undefined";"undefined";"undefined";"undefined";8;6;yes;1;1;5;1;false;874;
"undefined";"undefined";"undefined";"undefined";8;6;yes;1;1;7;1;false;693;
"undefined";"undefined";"undefined";"undefined";8;5;no;0;1;6;1;false;781;
"undefined";"undefined";"undefined";"undefined";6;2;yes;3;1;5;1;false;764;
"undefined";"undefined";"undefined";"undefined";4;3;no;2;1;4;1;false;909;
"undefined";"undefined";"undefined";"undefined";8;2;yes;3;1;9;1;false;651;
"undefined";"undefined";"undefined";"undefined";2;8;no;3;1;5;1;false;651;
"undefined";"undefined";"undefined";"undefined";6;6;no;1;1;6;1;false;851;
"undefined";"undefined";"undefined";"undefined";2;7;no;2;1;4;1;false;1004;
"undefined";"undefined";"undefined";"undefined";8;9;no;4;1;3;1;false;670;
"undefined";"undefined";"undefined";"undefined";8;8;yes;3;1;10;1;false;679;
"undefined";"undefined";"undefined";"undefined";4;1;no;4;1;8;1;false;759;
"undefined";"undefined";"undefined";"undefined";4;2;yes;3;1;1;1;true;812;
"undefined";"undefined";"undefined";"undefined";2;2;yes;3;1;5;1;false;892;
"undefined";"undefined";"undefined";"undefined";4;4;no;1;1;6;1;false;952;
"undefined";"undefined";"undefined";"undefined";8;6;yes;1;1;8;1;false;878;
"undefined";"undefined";"undefined";"undefined";4;1;yes;4;1;4;1;false;655;
"undefined";"undefined";"undefined";"undefined";4;5;yes;0;1;2;1;false;880;
"undefined";"undefined";"undefined";"undefined";8;4;yes;1;1;6;1;false;860;
"undefined";"undefined";"undefined";"undefined";6;9;no;4;1;4;1;false;636;
"undefined";"undefined";"undefined";"undefined";4;7;yes;2;1;5;1;false;751;
"undefined";"undefined";"undefined";"undefined";2;2;no;3;1;10;1;false;654;
"undefined";"undefined";"undefined";"undefined";8;3;no;2;1;5;1;false;797;
"undefined";"undefined";"undefined";"undefined";6;3;yes;2;1;4;1;false;704;
"undefined";"undefined";"undefined";"undefined";6;4;yes;1;1;3;1;false;848;
"undefined";"undefined";"undefined";"undefined";8;3;yes;2;1;5;1;false;810;
"undefined";"undefined";"undefined";"undefined";8;7;no;2;1;9;1;false;816;
"undefined";"undefined";"undefined";"undefined";4;5;yes;0;1;8;1;false;999;
"undefined";"undefined";"undefined";"undefined";6;1;no;4;1;4;1;false;643;
"undefined";"undefined";"undefined";"undefined";6;7;no;2;1;6;1;false;806;
"undefined";"undefined";"undefined";"undefined";8;4;yes;1;1;8;1;false;759;
"undefined";"undefined";"undefined";"undefined";4;2;no;3;1;2;1;false;746;
"undefined";"undefined";"undefined";"undefined";4;3;yes;2;1;1;1;true;792;
"undefined";"undefined";"undefined";"undefined";4;8;yes;3;1;10;1;false;654;
"undefined";"undefined";"undefined";"undefined";6;8;yes;3;1;2;1;false;759;
"undefined";"undefined";"undefined";"undefined";6;2;no;3;1;6;1;false;741;
"undefined";"undefined";"undefined";"undefined";2;8;yes;3;1;2;1;false;792;
"undefined";"undefined";"undefined";"undefined";2;1;no;4;1;1;1;true;704;
"undefined";"undefined";"undefined";"undefined";8;3;no;2;1;9;1;false;1062;
"undefined";"undefined";"undefined";"undefined";8;8;yes;3;1;8;1;false;820;
"undefined";"undefined";"undefined";"undefined";8;3;yes;2;1;4;1;false;784;
"undefined";"undefined";"undefined";"undefined";2;6;yes;1;1;6;1;false;1057;
"undefined";"undefined";"undefined";"undefined";2;2;yes;3;1;6;1;false;812;
"undefined";"undefined";"undefined";"undefined";8;7;no;2;1;7;1;false;843;
"undefined";"undefined";"undefined";"undefined";4;9;yes;4;1;2;1;false;690;
"undefined";"undefined";"undefined";"undefined";6;6;yes;1;1;9;1;false;906;
"undefined";"undefined";"undefined";"undefined";6;1;no;4;1;1;1;true;826;
"undefined";"undefined";"undefined";"undefined";8;4;no;1;1;3;1;false;863;
"undefined";"undefined";"undefined";"undefined";2;4;no;1;1;3;1;false;1370;
"undefined";"undefined";"undefined";"undefined";2;5;no;0;1;6;1;false;1386;
"undefined";"undefined";"undefined";"undefined";2;8;yes;3;1;9;1;false;694;
"undefined";"undefined";"undefined";"undefined";8;1;yes;4;1;6;1;false;619;
"undefined";"undefined";"undefined";"undefined";4;8;yes;3;1;8;1;false;627;
"undefined";"undefined";"undefined";"undefined";8;7;yes;2;1;9;1;false;913;
"undefined";"undefined";"undefined";"undefined";2;2;yes;3;1;4;1;false;880;
"undefined";"undefined";"undefined";"undefined";8;9;no;4;1;4;1;false;710;
"undefined";"undefined";"undefined";"undefined";6;3;no;2;1;2;1;false;890;
"undefined";"undefined";"undefined";"undefined";8;3;yes;2;1;10;1;false;819;
"undefined";"undefined";"undefined";"undefined";6;3;yes;2;1;3;1;false;949;
"undefined";"undefined";"undefined";"undefined";6;5;yes;0;1;8;1;false;912;
"undefined";"undefined";"undefined";"undefined";2;9;no;4;1;4;1;false;601;
"undefined";"undefined";"undefined";"undefined";4;2;yes;3;1;3;1;false;651;
"undefined";"undefined";"undefined";"undefined";6;9;yes;4;1;4;1;false;611;
"undefined";"undefined";"undefined";"undefined";6;2;no;3;1;4;1;false;756;
"undefined";"undefined";"undefined";"undefined";6;2;yes;3;1;8;1;false;606;
"undefined";"undefined";"undefined";"undefined";2;5;no;0;1;1;1;true;1144;
"undefined";"undefined";"undefined";"undefined";2;9;yes;4;1;4;1;false;621;
"undefined";"undefined";"undefined";"undefined";2;1;no;4;1;3;1;false;740;
"undefined";"undefined";"undefined";"undefined";4;3;yes;2;1;6;1;false;831;
"undefined";"undefined";"undefined";"undefined";8;5;no;0;1;8;1;false;656;
"undefined";"undefined";"undefined";"undefined";6;2;no;3;1;9;1;false;709;
"undefined";"undefined";"undefined";"undefined";8;5;no;0;1;8;1;false;760;
"undefined";"undefined";"undefined";"undefined";4;5;no;0;1;6;1;false;827;
"undefined";"undefined";"undefined";"undefined";6;8;no;3;1;5;1;false;621;
"undefined";"undefined";"undefined";"undefined";2;3;no;2;1;4;1;false;939;
"undefined";"undefined";"undefined";"undefined";6;4;yes;1;1;3;1;false;752;
"undefined";"undefined";"undefined";"undefined";4;9;no;4;1;4;1;false;599;
"undefined";"undefined";"undefined";"undefined";6;4;no;1;1;3;1;false;996;
"undefined";"undefined";"undefined";"undefined";4;4;no;1;1;9;1;false;1011;
"undefined";"undefined";"undefined";"undefined";2;4;no;1;1;8;1;false;1410;
"undefined";"undefined";"undefined";"undefined";8;4;no;1;1;6;1;false;908;
"undefined";"undefined";"undefined";"undefined";2;4;yes;1;1;5;1;false;1076;
"undefined";"undefined";"undefined";"undefined";8;5;yes;0;1;8;1;false;1399;
"undefined";"undefined";"undefined";"undefined";8;7;no;2;1;9;1;false;863;
"undefined";"undefined";"undefined";"undefined";6;3;no;2;1;4;1;false;1016;
"undefined";"undefined";"undefined";"undefined";2;4;yes;1;1;3;1;false;1592;
"undefined";"undefined";"undefined";"undefined";4;9;yes;4;1;8;1;false;676;
"undefined";"undefined";"undefined";"undefined";2;3;no;2;1;1;1;true;1116;
"undefined";"undefined";"undefined";"undefined";6;3;yes;2;1;8;1;false;1268;
"undefined";"undefined";"undefined";"undefined";2;5;yes;0;1;5;1;false;1805;
"undefined";"undefined";"undefined";"undefined";6;3;no;2;1;5;1;false;920;
"undefined";"undefined";"undefined";"undefined";4;2;yes;3;1;10;1;false;786;
"undefined";"undefined";"undefined";"undefined";6;3;no;2;1;6;1;false;992;
"undefined";"undefined";"undefined";"undefined";6;5;yes;0;1;7;1;false;873;
"undefined";"undefined";"undefined";"undefined";6;3;yes;2;1;3;1;false;1142;
"undefined";"undefined";"undefined";"undefined";2;7;no;2;1;5;1;false;975;
"undefined";"undefined";"undefined";"undefined";4;5;yes;0;1;2;1;false;966;
"undefined";"undefined";"undefined";"undefined";6;8;yes;3;1;2;1;false;754;
"undefined";"undefined";"undefined";"undefined";4;8;yes;3;1;10;1;false;846;
"undefined";"undefined";"undefined";"undefined";8;6;no;1;1;6;1;false;835;
"undefined";"undefined";"undefined";"undefined";2;7;yes;2;1;10;1;false;752;
"undefined";"undefined";"undefined";"undefined";6;9;no;4;1;4;1;false;635;
"undefined";"undefined";"undefined";"undefined";4;5;no;0;1;6;1;false;936;
"undefined";"undefined";"undefined";"undefined";6;5;no;0;1;3;1;false;792;
"undefined";"undefined";"undefined";"undefined";4;3;yes;2;1;7;1;false;726;
"undefined";"undefined";"undefined";"undefined";6;2;yes;3;1;3;1;false;659;
"undefined";"undefined";"undefined";"undefined";2;3;no;2;1;7;1;false;877;
"undefined";"undefined";"undefined";"undefined";2;7;yes;2;1;4;1;false;957;
"undefined";"undefined";"undefined";"undefined";6;4;yes;1;1;5;1;false;970;
"undefined";"undefined";"undefined";"undefined";8;1;yes;4;1;3;1;false;588;
"undefined";"undefined";"undefined";"undefined";2;6;yes;1;1;4;1;false;873;
"undefined";"undefined";"undefined";"undefined";4;5;yes;0;1;6;1;false;896;
"undefined";"undefined";"undefined";"undefined";4;8;no;3;1;1;1;true;733;
"undefined";"undefined";"undefined";"undefined";4;6;no;1;1;5;1;false;851;
"undefined";"undefined";"undefined";"undefined";8;5;yes;0;1;9;1;false;844;
"undefined";"undefined";"undefined";"undefined";2;4;no;1;1;4;1;false;862;
"undefined";"undefined";"undefined";"undefined";6;1;no;4;1;6;1;false;542;
"undefined";"undefined";"undefined";"undefined";4;8;no;3;1;10;1;false;625;
"undefined";"undefined";"undefined";"undefined";2;3;no;2;1;8;1;false;997;
"undefined";"undefined";"undefined";"undefined";6;5;yes;0;1;9;1;false;702;
"undefined";"undefined";"undefined";"undefined";4;6;no;1;1;7;1;false;615;
"undefined";"undefined";"undefined";"undefined";6;6;no;1;1;1;1;true;804;
"undefined";"undefined";"undefined";"undefined";4;2;yes;3;1;10;1;false;819;
"undefined";"undefined";"undefined";"undefined";6;9;yes;4;1;1;1;true;585;
"undefined";"undefined";"undefined";"undefined";2;3;no;2;1;7;1;false;851;
"undefined";"undefined";"undefined";"undefined";6;3;yes;2;1;1;1;true;835;
"undefined";"undefined";"undefined";"undefined";2;8;yes;3;1;3;1;false;730;
"undefined";"undefined";"undefined";"undefined";6;6;yes;1;1;6;1;false;834;
"undefined";"undefined";"undefined";"undefined";6;9;yes;4;1;1;1;true;706;
"undefined";"undefined";"undefined";"undefined";4;2;no;3;1;1;1;true;818;
"undefined";"undefined";"undefined";"undefined";2;5;yes;0;1;9;1;false;1846;
"undefined";"undefined";"undefined";"undefined";2;4;yes;1;1;5;1;false;1079;
"undefined";"undefined";"undefined";"undefined";6;2;no;3;1;7;1;false;908;
"undefined";"undefined";"undefined";"undefined";6;8;no;3;1;3;1;false;674;
"undefined";"undefined";"undefined";"undefined";4;3;yes;2;1;3;1;false;1355;
"undefined";"undefined";"undefined";"undefined";6;4;yes;1;1;10;1;false;1455;
"undefined";"undefined";"undefined";"undefined";4;7;no;2;1;10;1;false;1008;
"undefined";"undefined";"undefined";"undefined";4;9;no;4;1;7;1;false;812;
"undefined";"undefined";"undefined";"undefined";6;7;yes;2;1;8;1;false;1075;
"undefined";"undefined";"undefined";"undefined";6;1;no;4;1;5;1;false;676;
"undefined";"undefined";"undefined";"undefined";2;3;no;2;1;10;1;false;965;
"undefined";"undefined";"undefined";"undefined";6;9;yes;4;1;5;1;false;639;
"undefined";"undefined";"undefined";"undefined";6;7;yes;2;1;10;1;false;1279;
"undefined";"undefined";"undefined";"undefined";6;7;no;2;1;2;1;false;975;
"undefined";"undefined";"undefined";"undefined";2;2;no;3;1;8;1;false;1081;
"undefined";"undefined";"undefined";"undefined";4;4;no;1;1;4;1;false;1253;
"undefined";"undefined";"undefined";"undefined";6;9;no;4;1;6;1;false;634;
"undefined";"undefined";"undefined";"undefined";2;6;no;1;1;3;1;false;897;
"undefined";"undefined";"undefined";"undefined";8;2;yes;3;1;5;1;false;690;
"undefined";"undefined";"undefined";"undefined";4;9;yes;4;1;6;1;false;654;
"undefined";"undefined";"undefined";"undefined";8;3;no;2;1;6;1;false;842;
"undefined";"undefined";"undefined";"undefined";2;2;no;3;1;3;1;false;725;
"undefined";"undefined";"undefined";"undefined";4;9;yes;4;1;6;1;false;737;
"undefined";"undefined";"undefined";"undefined";8;6;no;1;1;3;1;false;683;
"undefined";"undefined";"undefined";"undefined";2;8;no;3;1;1;1;true;840;
"undefined";"undefined";"undefined";"undefined";8;5;yes;0;1;8;1;false;733;
"undefined";"undefined";"undefined";"undefined";8;5;yes;0;1;7;1;false;799;
"undefined";"undefined";"undefined";"undefined";4;1;no;4;1;10;1;false;647;
"undefined";"undefined";"undefined";"undefined";2;2;no;3;1;3;1;false;641;
"undefined";"undefined";"undefined";"undefined";8;6;yes;1;1;8;1;false;795;
"undefined";"undefined";"undefined";"undefined";4;3;no;2;1;8;1;false;861;
"undefined";"undefined";"undefined";"undefined";4;7;no;2;1;5;1;false;810;
"undefined";"undefined";"undefined";"undefined";6;6;yes;1;1;3;1;false;692;
"undefined";"undefined";"undefined";"undefined";6;3;no;2;1;9;1;false;658;
"undefined";"undefined";"undefined";"undefined";6;5;no;0;1;4;1;false;778;
"undefined";"undefined";"undefined";"undefined";2;6;yes;1;1;1;1;true;806;
"undefined";"undefined";"undefined";"undefined";6;5;yes;0;1;2;1;false;909;
"undefined";"undefined";"undefined";"undefined";6;5;no;0;1;3;1;false;882;
"undefined";"undefined";"undefined";"undefined";8;7;yes;2;1;7;1;false;801;
"undefined";"undefined";"undefined";"undefined";6;2;yes;3;1;1;1;true;664;
"undefined";"undefined";"undefined";"undefined";2;7;no;2;1;9;1;false;857;
"undefined";"undefined";"undefined";"undefined";8;2;no;3;1;4;1;false;579;
"undefined";"undefined";"undefined";"undefined";6;5;no;0;1;1;1;true;697;
"undefined";"undefined";"undefined";"undefined";4;3;yes;2;1;8;1;false;693;
"undefined";"undefined";"undefined";"undefined";2;8;no;3;1;7;1;false;840;
"undefined";"undefined";"undefined";"undefined";6;9;no;4;1;9;1;false;640;
"undefined";"undefined";"undefined";"undefined";4;6;yes;1;1;4;1;false;805;
"undefined";"undefined";"undefined";"undefined";4;8;yes;3;1;2;1;false;682;
"undefined";"undefined";"undefined";"undefined";2;5;yes;0;1;6;1;false;719;
"undefined";"undefined";"undefined";"undefined";2;6;yes;1;1;8;1;false;1006;
"undefined";"undefined";"undefined";"undefined";2;2;yes;3;1;10;1;false;1217;
"undefined";"undefined";"undefined";"undefined";4;1;no;4;1;8;1;false;635;
"undefined";"undefined";"undefined";"undefined";2;8;yes;3;1;9;1;false;716;
"undefined";"undefined";"undefined";"undefined";4;8;yes;3;1;1;1;true;776;
"undefined";"undefined";"undefined";"undefined";8;7;no;2;1;2;1;false;685;
"undefined";"undefined";"undefined";"undefined";2;8;no;3;1;10;1;false;983;
"undefined";"undefined";"undefined";"undefined";4;9;yes;4;1;7;1;false;600;
"undefined";"undefined";"undefined";"undefined";8;9;yes;4;1;6;1;false;694;
"undefined";"undefined";"undefined";"undefined";6;7;yes;2;1;6;1;false;612;
"undefined";"undefined";"undefined";"undefined";8;9;yes;4;1;7;1;false;595;
"undefined";"undefined";"undefined";"undefined";4;9;no;4;1;6;1;false;575;
"undefined";"undefined";"undefined";"undefined";6;6;yes;1;1;9;1;false;703;
"undefined";"undefined";"undefined";"undefined";2;7;no;2;1;6;1;false;782;
"undefined";"undefined";"undefined";"undefined";4;4;yes;1;1;7;1;false;835;
"undefined";"undefined";"undefined";"undefined";4;7;no;2;1;9;1;false;800;
"undefined";"undefined";"undefined";"undefined";8;1;yes;4;1;4;1;false;622;
"undefined";"undefined";"undefined";"undefined";2;8;yes;3;1;1;1;true;885;
"undefined";"undefined";"undefined";"undefined";2;7;no;2;1;9;1;false;859;
"undefined";"undefined";"undefined";"undefined";8;5;yes;0;1;1;1;true;1009;
"undefined";"undefined";"undefined";"undefined";8;9;yes;4;1;5;1;false;652;
"undefined";"undefined";"undefined";"undefined";2;9;no;4;1;1;1;true;545;
"undefined";"undefined";"undefined";"undefined";2;9;yes;4;1;9;1;false;804;
"undefined";"undefined";"undefined";"undefined";8;3;yes;2;1;6;1;false;968;
"undefined";"undefined";"undefined";"undefined";4;9;no;4;1;5;1;false;630;
"undefined";"undefined";"undefined";"undefined";2;9;no;4;1;6;1;false;514;
"undefined";"undefined";"undefined";"undefined";6;8;yes;3;1;5;1;false;588;
"undefined";"undefined";"undefined";"undefined";8;3;no;2;1;3;1;false;938;
"undefined";"undefined";"undefined";"undefined";2;4;no;1;1;9;1;false;979;
"undefined";"undefined";"undefined";"undefined";6;2;no;3;1;4;1;false;656;
"undefined";"undefined";"undefined";"undefined";2;9;yes;4;1;6;1;false;670;
"undefined";"undefined";"undefined";"undefined";6;8;yes;3;1;6;1;false;564;
"undefined";"undefined";"undefined";"undefined";4;6;no;1;1;9;1;false;747;
"undefined";"undefined";"undefined";"undefined";8;7;no;2;1;5;1;false;748;
"undefined";"undefined";"undefined";"undefined";4;2;yes;3;1;4;1;false;594;
"undefined";"undefined";"undefined";"undefined";4;1;no;4;1;2;1;false;542;
"undefined";"undefined";"undefined";"undefined";4;5;no;0;1;5;1;false;725;
"undefined";"undefined";"undefined";"undefined";4;7;yes;2;1;5;1;false;713;
"undefined";"undefined";"undefined";"undefined";6;1;no;4;1;7;1;false;576;
"undefined";"undefined";"undefined";"undefined";6;3;yes;2;1;6;1;false;618;
"undefined";"undefined";"undefined";"undefined";6;7;yes;2;1;4;1;false;807;
"undefined";"undefined";"undefined";"undefined";6;9;yes;4;1;4;1;false;586;
"undefined";"undefined";"undefined";"undefined";8;8;yes;3;1;9;1;false;729;
"undefined";"undefined";"undefined";"undefined";8;9;no;4;1;2;1;false;553;
"undefined";"undefined";"undefined";"undefined";2;9;yes;4;1;9;1;false;616;
"undefined";"undefined";"undefined";"undefined";6;8;no;3;1;6;1;false;653;
"undefined";"undefined";"undefined";"undefined";6;9;yes;4;1;4;1;false;631;
"undefined";"undefined";"undefined";"undefined";4;2;yes;3;1;1;1;true;686;
"undefined";"undefined";"undefined";"undefined";8;6;yes;1;1;6;1;false;807;
"undefined";"undefined";"undefined";"undefined";8;1;yes;4;1;1;1;true;639;
"undefined";"undefined";"undefined";"undefined";4;7;yes;2;1;6;1;false;678;
"undefined";"undefined";"undefined";"undefined";2;1;no;4;1;5;1;false;569;
"undefined";"undefined";"undefined";"undefined";8;9;no;4;1;6;1;false;568;
"undefined";"undefined";"undefined";"undefined";8;7;yes;2;1;4;1;false;559;
"undefined";"undefined";"undefined";"undefined";6;7;no;2;1;3;1;false;582;
"undefined";"undefined";"undefined";"undefined";8;1;no;4;1;3;1;false;570;
"undefined";"undefined";"undefined";"undefined";6;1;yes;4;1;3;1;false;631;
"undefined";"undefined";"undefined";"undefined";6;9;no;4;1;7;1;false;532;
"undefined";"undefined";"undefined";"undefined";4;9;yes;4;1;10;1;false;666;
