"Age";"Status";"Studies";"YearsOfExperience";Length;Level;Contrast;Distance_from_Center;number_of_given_answers;expected_answer;given_answer;is_correct;time_in_milliseconds;
"undefined";"undefined";"undefined";"undefined";6;5;yes;0;1;5;1;false;444;
"undefined";"undefined";"undefined";"undefined";4;7;no;2;1;7;1;false;566;
"undefined";"undefined";"undefined";"undefined";8;7;yes;2;1;9;1;false;493;
"undefined";"undefined";"undefined";"undefined";4;7;yes;2;1;8;1;false;612;
"undefined";"undefined";"undefined";"undefined";6;5;no;0;1;5;1;false;577;
"undefined";"undefined";"undefined";"undefined";2;5;no;0;1;6;1;false;682;
"undefined";"undefined";"undefined";"undefined";8;7;yes;2;1;7;1;false;571;
"undefined";"undefined";"undefined";"undefined";8;5;no;0;1;3;1;false;523;
"undefined";"undefined";"undefined";"undefined";8;3;yes;2;1;7;1;false;604;
"undefined";"undefined";"undefined";"undefined";5;6;yes;1;1;7;1;false;682;
"undefined";"undefined";"undefined";"undefined";2;5;yes;0;1;8;1;false;739;
"undefined";"undefined";"undefined";"undefined";8;5;yes;0;1;4;1;false;595;
"undefined";"undefined";"undefined";"undefined";4;5;yes;0;1;5;1;false;655;
"undefined";"undefined";"undefined";"undefined";8;7;no;2;1;4;1;false;585;
"undefined";"undefined";"undefined";"undefined";8;4;yes;1;1;8;1;false;586;
"undefined";"undefined";"undefined";"undefined";8;4;yes;1;1;4;1;false;539;
"undefined";"undefined";"undefined";"undefined";6;7;yes;2;1;7;1;false;594;
"undefined";"undefined";"undefined";"undefined";6;3;no;2;1;5;1;false;619;
"undefined";"undefined";"undefined";"undefined";6;7;no;2;1;6;1;false;587;
"undefined";"undefined";"undefined";"undefined";5;3;no;2;1;7;1;false;606;
"undefined";"undefined";"undefined";"undefined";5;4;no;1;1;3;1;false;632;
"undefined";"undefined";"undefined";"undefined";5;4;yes;1;1;7;1;false;640;
"undefined";"undefined";"undefined";"undefined";6;3;yes;2;1;9;1;false;667;
"undefined";"undefined";"undefined";"undefined";4;3;yes;2;1;8;1;false;597;
"undefined";"undefined";"undefined";"undefined";4;4;no;1;1;6;1;false;534;
"undefined";"undefined";"undefined";"undefined";6;4;yes;1;1;8;1;false;508;
"undefined";"undefined";"undefined";"undefined";5;6;no;1;1;1;1;true;540;
"undefined";"undefined";"undefined";"undefined";6;5;no;0;1;1;1;true;475;
"undefined";"undefined";"undefined";"undefined";4;5;yes;0;1;4;1;false;504;
"undefined";"undefined";"undefined";"undefined";4;5;no;0;1;2;1;false;580;
"undefined";"undefined";"undefined";"undefined";8;7;no;2;1;10;1;false;513;
"undefined";"undefined";"undefined";"undefined";2;5;no;0;1;9;1;false;602;
"undefined";"undefined";"undefined";"undefined";8;7;yes;2;1;3;1;false;532;
"undefined";"undefined";"undefined";"undefined";5;3;yes;2;1;8;1;false;656;
"undefined";"undefined";"undefined";"undefined";5;3;yes;2;1;7;1;false;588;
"undefined";"undefined";"undefined";"undefined";5;7;yes;2;1;10;1;false;565;
"undefined";"undefined";"undefined";"undefined";5;5;no;0;1;8;1;false;491;
"undefined";"undefined";"undefined";"undefined";8;5;yes;0;1;9;1;false;478;
"undefined";"undefined";"undefined";"undefined";4;7;no;2;1;9;1;false;519;
"undefined";"undefined";"undefined";"undefined";2;5;no;0;1;5;1;false;584;
"undefined";"undefined";"undefined";"undefined";8;3;no;2;1;7;1;false;474;
"undefined";"undefined";"undefined";"undefined";6;4;yes;1;1;6;1;false;514;
"undefined";"undefined";"undefined";"undefined";5;7;no;2;1;5;1;false;498;
"undefined";"undefined";"undefined";"undefined";8;4;yes;1;1;10;1;false;448;
"undefined";"undefined";"undefined";"undefined";5;6;yes;1;1;1;1;true;490;
"undefined";"undefined";"undefined";"undefined";8;4;no;1;1;7;1;false;476;
"undefined";"undefined";"undefined";"undefined";6;3;yes;2;1;7;1;false;505;
"undefined";"undefined";"undefined";"undefined";6;5;no;0;1;2;1;false;412;
"undefined";"undefined";"undefined";"undefined";6;7;no;2;1;6;1;false;496;
"undefined";"undefined";"undefined";"undefined";6;4;yes;1;1;1;1;true;462;
"undefined";"undefined";"undefined";"undefined";8;3;no;2;1;6;1;false;450;
"undefined";"undefined";"undefined";"undefined";2;3;no;2;1;7;1;false;827;
"undefined";"undefined";"undefined";"undefined";6;7;yes;2;1;9;1;false;528;
"undefined";"undefined";"undefined";"undefined";4;7;yes;2;1;10;1;false;527;
"undefined";"undefined";"undefined";"undefined";8;6;yes;1;1;4;1;false;474;
"undefined";"undefined";"undefined";"undefined";6;6;yes;1;1;9;1;false;481;
"undefined";"undefined";"undefined";"undefined";8;3;no;2;1;10;1;false;471;
"undefined";"undefined";"undefined";"undefined";6;3;yes;2;1;5;1;false;481;
"undefined";"undefined";"undefined";"undefined";5;6;no;1;1;4;1;false;499;
"undefined";"undefined";"undefined";"undefined";2;5;no;0;1;4;1;false;531;
"undefined";"undefined";"undefined";"undefined";4;4;yes;1;1;3;1;false;646;
"undefined";"undefined";"undefined";"undefined";2;3;no;2;1;3;1;false;751;
"undefined";"undefined";"undefined";"undefined";2;4;yes;1;1;8;1;false;573;
"undefined";"undefined";"undefined";"undefined";2;6;yes;1;1;6;1;false;762;
"undefined";"undefined";"undefined";"undefined";2;3;yes;2;1;8;1;false;559;
"undefined";"undefined";"undefined";"undefined";4;4;yes;1;1;4;1;false;560;
"undefined";"undefined";"undefined";"undefined";2;6;no;1;1;2;1;false;765;
"undefined";"undefined";"undefined";"undefined";6;4;no;1;1;5;1;false;649;
"undefined";"undefined";"undefined";"undefined";5;4;no;1;1;9;1;false;582;
"undefined";"undefined";"undefined";"undefined";2;5;no;0;1;6;1;false;708;
"undefined";"undefined";"undefined";"undefined";6;7;yes;2;1;9;1;false;522;
"undefined";"undefined";"undefined";"undefined";5;7;yes;2;1;9;1;false;476;
"undefined";"undefined";"undefined";"undefined";6;4;yes;1;1;5;1;false;494;
"undefined";"undefined";"undefined";"undefined";2;6;yes;1;1;2;1;false;578;
"undefined";"undefined";"undefined";"undefined";6;4;yes;1;1;6;1;false;513;
"undefined";"undefined";"undefined";"undefined";8;5;yes;0;1;9;1;false;505;
"undefined";"undefined";"undefined";"undefined";5;7;no;2;1;1;1;true;581;
"undefined";"undefined";"undefined";"undefined";2;5;yes;0;1;7;1;false;582;
"undefined";"undefined";"undefined";"undefined";4;7;no;2;1;7;1;false;601;
"undefined";"undefined";"undefined";"undefined";4;6;yes;1;1;7;1;false;502;
"undefined";"undefined";"undefined";"undefined";6;5;yes;0;1;3;1;false;627;
"undefined";"undefined";"undefined";"undefined";2;4;yes;1;1;3;1;false;537;
"undefined";"undefined";"undefined";"undefined";8;5;yes;0;1;3;1;false;619;
"undefined";"undefined";"undefined";"undefined";6;6;yes;1;1;5;1;false;526;
"undefined";"undefined";"undefined";"undefined";8;4;no;1;1;7;1;false;512;
"undefined";"undefined";"undefined";"undefined";5;3;no;2;1;7;1;false;539;
"undefined";"undefined";"undefined";"undefined";2;6;no;1;1;6;1;false;621;
"undefined";"undefined";"undefined";"undefined";2;5;yes;0;1;7;1;false;612;
"undefined";"undefined";"undefined";"undefined";4;3;yes;2;1;6;1;false;557;
"undefined";"undefined";"undefined";"undefined";6;5;yes;0;1;4;1;false;598;
"undefined";"undefined";"undefined";"undefined";8;5;yes;0;1;7;1;false;475;
"undefined";"undefined";"undefined";"undefined";2;3;no;2;1;7;1;false;640;
"undefined";"undefined";"undefined";"undefined";5;6;yes;1;1;8;1;false;515;
"undefined";"undefined";"undefined";"undefined";4;7;yes;2;1;10;1;false;503;
"undefined";"undefined";"undefined";"undefined";4;5;no;0;1;10;1;false;545;
"undefined";"undefined";"undefined";"undefined";2;6;no;1;1;1;1;true;640;
"undefined";"undefined";"undefined";"undefined";6;6;no;1;1;1;1;true;581;
"undefined";"undefined";"undefined";"undefined";4;5;yes;0;1;5;1;false;569;
"undefined";"undefined";"undefined";"undefined";4;3;yes;2;1;10;1;false;572;
"undefined";"undefined";"undefined";"undefined";8;3;yes;2;1;1;1;true;527;
"undefined";"undefined";"undefined";"undefined";6;6;yes;1;1;8;1;false;499;
"undefined";"undefined";"undefined";"undefined";5;5;no;0;1;9;1;false;527;
"undefined";"undefined";"undefined";"undefined";4;6;yes;1;1;5;1;false;484;
"undefined";"undefined";"undefined";"undefined";5;7;yes;2;1;9;1;false;514;
"undefined";"undefined";"undefined";"undefined";2;7;yes;2;1;10;1;false;551;
"undefined";"undefined";"undefined";"undefined";4;3;yes;2;1;5;1;false;541;
"undefined";"undefined";"undefined";"undefined";4;7;yes;2;1;5;1;false;481;
"undefined";"undefined";"undefined";"undefined";4;5;no;0;1;1;1;true;490;
"undefined";"undefined";"undefined";"undefined";2;3;yes;2;1;4;1;false;723;
"undefined";"undefined";"undefined";"undefined";4;4;no;1;1;3;1;false;578;
"undefined";"undefined";"undefined";"undefined";5;5;yes;0;1;9;1;false;537;
"undefined";"undefined";"undefined";"undefined";2;3;no;2;1;6;1;false;677;
"undefined";"undefined";"undefined";"undefined";5;5;yes;0;1;9;1;false;490;
"undefined";"undefined";"undefined";"undefined";4;3;yes;2;1;3;1;false;518;
"undefined";"undefined";"undefined";"undefined";4;6;no;1;1;10;1;false;533;
"undefined";"undefined";"undefined";"undefined";6;6;yes;1;1;9;1;false;537;
"undefined";"undefined";"undefined";"undefined";5;7;no;2;1;1;1;true;544;
"undefined";"undefined";"undefined";"undefined";4;4;no;1;1;10;1;false;705;
"undefined";"undefined";"undefined";"undefined";8;4;yes;1;1;8;1;false;489;
"undefined";"undefined";"undefined";"undefined";2;6;yes;1;1;1;1;true;632;
"undefined";"undefined";"undefined";"undefined";6;7;no;2;1;1;1;true;496;
"undefined";"undefined";"undefined";"undefined";5;5;no;0;1;7;1;false;636;
"undefined";"undefined";"undefined";"undefined";6;3;yes;2;1;8;1;false;555;
"undefined";"undefined";"undefined";"undefined";6;6;yes;1;1;3;1;false;570;
"undefined";"undefined";"undefined";"undefined";5;3;yes;2;1;8;1;false;579;
"undefined";"undefined";"undefined";"undefined";8;5;no;0;1;5;1;false;510;
"undefined";"undefined";"undefined";"undefined";5;4;no;1;1;3;1;false;508;
"undefined";"undefined";"undefined";"undefined";4;5;yes;0;1;1;1;true;578;
"undefined";"undefined";"undefined";"undefined";8;5;no;0;1;10;1;false;502;
"undefined";"undefined";"undefined";"undefined";6;4;yes;1;1;2;1;false;503;
"undefined";"undefined";"undefined";"undefined";5;6;no;1;1;7;1;false;526;
"undefined";"undefined";"undefined";"undefined";6;3;no;2;1;4;1;false;558;
"undefined";"undefined";"undefined";"undefined";4;5;yes;0;1;1;1;true;505;
"undefined";"undefined";"undefined";"undefined";4;6;no;1;1;5;1;false;755;
"undefined";"undefined";"undefined";"undefined";5;6;yes;1;1;1;1;true;567;
"undefined";"undefined";"undefined";"undefined";8;6;no;1;1;5;1;false;471;
"undefined";"undefined";"undefined";"undefined";6;7;yes;2;1;7;1;false;551;
"undefined";"undefined";"undefined";"undefined";6;3;no;2;1;6;1;false;623;
"undefined";"undefined";"undefined";"undefined";5;6;yes;1;1;8;1;false;575;
"undefined";"undefined";"undefined";"undefined";6;3;yes;2;1;3;1;false;532;
"undefined";"undefined";"undefined";"undefined";2;7;yes;2;1;8;1;false;701;
"undefined";"undefined";"undefined";"undefined";2;4;yes;1;1;10;1;false;713;
"undefined";"undefined";"undefined";"undefined";4;5;no;0;1;7;1;false;580;
"undefined";"undefined";"undefined";"undefined";4;6;no;1;1;7;1;false;652;
"undefined";"undefined";"undefined";"undefined";8;6;yes;1;1;5;1;false;564;
"undefined";"undefined";"undefined";"undefined";2;7;no;2;1;2;1;false;755;
"undefined";"undefined";"undefined";"undefined";6;5;yes;0;1;6;1;false;540;
"undefined";"undefined";"undefined";"undefined";2;7;yes;2;1;3;1;false;803;
"undefined";"undefined";"undefined";"undefined";2;3;no;2;1;8;1;false;874;
"undefined";"undefined";"undefined";"undefined";6;6;yes;1;1;1;1;true;584;
"undefined";"undefined";"undefined";"undefined";8;6;yes;1;1;6;1;false;560;
"undefined";"undefined";"undefined";"undefined";2;3;yes;2;1;8;1;false;625;
"undefined";"undefined";"undefined";"undefined";6;6;no;1;1;3;1;false;579;
"undefined";"undefined";"undefined";"undefined";8;7;yes;2;1;10;1;false;589;
"undefined";"undefined";"undefined";"undefined";5;3;no;2;1;3;1;false;605;
"undefined";"undefined";"undefined";"undefined";5;5;no;0;1;5;1;false;466;
"undefined";"undefined";"undefined";"undefined";5;4;no;1;1;3;1;false;496;
"undefined";"undefined";"undefined";"undefined";2;6;yes;1;1;5;1;false;545;
"undefined";"undefined";"undefined";"undefined";4;6;no;1;1;2;1;false;519;
"undefined";"undefined";"undefined";"undefined";5;5;yes;0;1;8;1;false;502;
"undefined";"undefined";"undefined";"undefined";2;4;yes;1;1;6;1;false;628;
"undefined";"undefined";"undefined";"undefined";4;6;yes;1;1;10;1;false;513;
"undefined";"undefined";"undefined";"undefined";5;3;yes;2;1;1;1;true;637;
"undefined";"undefined";"undefined";"undefined";2;3;yes;2;1;6;1;false;558;
"undefined";"undefined";"undefined";"undefined";5;4;no;1;1;10;1;false;568;
"undefined";"undefined";"undefined";"undefined";5;7;no;2;1;5;1;false;517;
"undefined";"undefined";"undefined";"undefined";8;6;yes;1;1;6;1;false;528;
"undefined";"undefined";"undefined";"undefined";6;5;no;0;1;6;1;false;460;
"undefined";"undefined";"undefined";"undefined";6;6;yes;1;1;5;1;false;531;
"undefined";"undefined";"undefined";"undefined";2;3;yes;2;1;10;1;false;909;
"undefined";"undefined";"undefined";"undefined";4;6;yes;1;1;6;1;false;530;
"undefined";"undefined";"undefined";"undefined";6;7;no;2;1;4;1;false;538;
"undefined";"undefined";"undefined";"undefined";8;4;yes;1;1;2;1;false;509;
"undefined";"undefined";"undefined";"undefined";4;7;no;2;1;6;1;false;513;
"undefined";"undefined";"undefined";"undefined";8;3;no;2;1;3;1;false;530;
"undefined";"undefined";"undefined";"undefined";8;4;no;1;1;3;1;false;549;
"undefined";"undefined";"undefined";"undefined";8;3;no;2;1;10;1;false;490;
"undefined";"undefined";"undefined";"undefined";2;4;yes;1;1;4;1;false;544;
"undefined";"undefined";"undefined";"undefined";8;7;no;2;1;1;1;true;500;
"undefined";"undefined";"undefined";"undefined";8;5;yes;0;1;7;1;false;466;
"undefined";"undefined";"undefined";"undefined";2;3;no;2;1;10;1;false;527;
"undefined";"undefined";"undefined";"undefined";6;6;yes;1;1;10;1;false;511;
"undefined";"undefined";"undefined";"undefined";2;4;yes;1;1;6;1;false;592;
"undefined";"undefined";"undefined";"undefined";6;4;no;1;1;10;1;false;536;
"undefined";"undefined";"undefined";"undefined";8;6;no;1;1;2;1;false;526;
"undefined";"undefined";"undefined";"undefined";2;7;yes;2;1;9;1;false;1036;
"undefined";"undefined";"undefined";"undefined";8;5;yes;0;1;10;1;false;526;
"undefined";"undefined";"undefined";"undefined";2;5;no;0;1;2;1;false;618;
"undefined";"undefined";"undefined";"undefined";4;4;no;1;1;3;1;false;617;
"undefined";"undefined";"undefined";"undefined";4;5;yes;0;1;4;1;false;606;
"undefined";"undefined";"undefined";"undefined";2;7;yes;2;1;8;1;false;787;
"undefined";"undefined";"undefined";"undefined";5;6;yes;1;1;9;1;false;491;
"undefined";"undefined";"undefined";"undefined";2;6;yes;1;1;2;1;false;561;
"undefined";"undefined";"undefined";"undefined";8;4;no;1;1;7;1;false;545;
"undefined";"undefined";"undefined";"undefined";2;6;no;1;1;3;1;false;569;
"undefined";"undefined";"undefined";"undefined";5;4;yes;1;1;5;1;false;568;
"undefined";"undefined";"undefined";"undefined";4;5;no;0;1;10;1;false;549;
"undefined";"undefined";"undefined";"undefined";6;3;no;2;1;3;1;false;588;
"undefined";"undefined";"undefined";"undefined";5;4;no;1;1;5;1;false;522;
"undefined";"undefined";"undefined";"undefined";5;6;yes;1;1;10;1;false;555;
"undefined";"undefined";"undefined";"undefined";8;3;yes;2;1;3;1;false;468;
"undefined";"undefined";"undefined";"undefined";2;7;no;2;1;7;1;false;757;
"undefined";"undefined";"undefined";"undefined";5;6;yes;1;1;5;1;false;548;
"undefined";"undefined";"undefined";"undefined";5;7;yes;2;1;8;1;false;549;
"undefined";"undefined";"undefined";"undefined";2;5;yes;0;1;9;1;false;806;
"undefined";"undefined";"undefined";"undefined";2;7;no;2;1;3;1;false;562;
"undefined";"undefined";"undefined";"undefined";2;6;no;1;1;10;1;false;864;
"undefined";"undefined";"undefined";"undefined";4;4;yes;1;1;8;1;false;607;
"undefined";"undefined";"undefined";"undefined";4;4;yes;1;1;5;1;false;621;
"undefined";"undefined";"undefined";"undefined";5;3;no;2;1;2;1;false;604;
"undefined";"undefined";"undefined";"undefined";5;3;yes;2;1;10;1;false;565;
"undefined";"undefined";"undefined";"undefined";2;7;yes;2;1;2;1;false;579;
"undefined";"undefined";"undefined";"undefined";6;4;yes;1;1;6;1;false;584;
"undefined";"undefined";"undefined";"undefined";8;4;yes;1;1;2;1;false;550;
"undefined";"undefined";"undefined";"undefined";2;5;no;0;1;9;1;false;735;
"undefined";"undefined";"undefined";"undefined";8;5;no;0;1;8;1;false;604;
"undefined";"undefined";"undefined";"undefined";6;7;no;2;1;6;1;false;554;
"undefined";"undefined";"undefined";"undefined";8;7;yes;2;1;7;1;false;519;
"undefined";"undefined";"undefined";"undefined";5;3;yes;2;1;7;1;false;624;
"undefined";"undefined";"undefined";"undefined";2;6;no;1;1;6;1;false;728;
"undefined";"undefined";"undefined";"undefined";2;7;no;2;1;3;1;false;697;
"undefined";"undefined";"undefined";"undefined";8;4;no;1;1;2;1;false;608;
"undefined";"undefined";"undefined";"undefined";2;4;no;1;1;7;1;false;766;
"undefined";"undefined";"undefined";"undefined";4;6;no;1;1;10;1;false;566;
"undefined";"undefined";"undefined";"undefined";4;7;no;2;1;7;1;false;538;
"undefined";"undefined";"undefined";"undefined";4;7;yes;2;1;6;1;false;589;
"undefined";"undefined";"undefined";"undefined";8;3;no;2;1;9;1;false;546;
"undefined";"undefined";"undefined";"undefined";8;6;no;1;1;1;1;true;604;
