"Age";"Status";"Studies";"YearsOfExperience";Length;Level;Chain_Length;Distance_from_Center;number_of_given_answers;expected_answer;given_answer;is_correct;time_in_milliseconds;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";4;9;4;4;1;9;1;false;10558;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;3;4;2;1;3;1;false;3154;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;5;4;0;1;5;1;false;7641;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;1;4;4;1;1;1;true;1021;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;3;4;2;1;3;1;false;4232;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;8;4;3;1;8;1;false;8473;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";4;3;4;2;1;3;1;false;2792;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";5;5;4;0;1;5;1;false;5105;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;9;4;4;1;9;1;false;7746;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";4;6;4;1;1;6;1;false;6890;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;8;4;3;1;8;1;false;10200;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;7;4;2;1;7;1;false;10002;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";4;1;4;4;1;1;1;true;1689;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;8;4;3;1;8;1;false;8144;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";5;3;4;2;1;3;1;false;3196;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;3;4;2;1;3;1;false;2379;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";5;4;4;1;1;4;1;false;5432;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";4;4;4;1;1;4;1;false;3465;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;7;4;2;1;7;1;false;4007;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;4;4;1;1;4;1;false;2150;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";5;3;4;2;1;3;1;false;8499;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;7;4;2;1;7;1;false;7138;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;7;4;2;1;7;1;false;7801;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;3;4;2;1;3;1;false;4739;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;1;4;4;1;1;1;true;1449;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;2;4;3;1;2;1;false;2195;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;7;4;2;1;7;1;false;6560;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";4;8;4;3;1;8;1;false;8022;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";4;6;4;1;1;6;1;false;5856;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;8;4;3;1;8;1;false;8136;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;6;4;1;1;6;1;false;6593;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";5;6;4;1;1;6;1;false;6536;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;9;4;4;1;9;1;false;9171;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";4;8;4;3;1;8;1;false;10444;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;1;4;4;1;1;1;true;1208;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;7;4;2;1;7;1;false;12722;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";5;9;4;4;1;9;1;false;6915;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;6;4;1;1;6;1;false;7411;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;4;4;1;1;4;1;false;4589;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;8;4;3;1;8;1;false;7339;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;1;4;4;1;1;1;true;1690;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;4;4;1;1;4;1;false;7288;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";4;3;4;2;1;3;1;false;4159;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";5;6;4;1;1;6;1;false;5385;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";5;5;4;0;1;5;1;false;4526;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";5;8;4;3;1;8;1;false;9577;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";4;3;4;2;1;3;1;false;3575;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;7;4;2;1;7;1;false;7811;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";5;2;4;3;1;2;1;false;1548;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;5;4;0;1;5;1;false;5175;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;8;4;3;1;8;1;false;9787;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;9;4;4;1;9;1;false;8486;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";5;2;4;3;1;2;1;false;1758;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;7;4;2;1;7;1;false;8489;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;3;4;2;1;3;1;false;3190;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";5;5;4;0;1;5;1;false;5156;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";4;2;4;3;1;2;1;false;2277;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;2;4;3;1;2;1;false;8813;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";5;1;4;4;1;1;1;true;1807;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";5;4;4;1;1;4;1;false;2305;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;4;4;1;1;4;1;false;4181;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";4;4;4;1;1;4;1;false;4316;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;4;4;1;1;4;1;false;2729;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;2;4;3;1;2;1;false;2099;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";5;1;4;4;1;1;1;true;1506;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";5;4;4;1;1;4;1;false;2793;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;2;4;3;1;2;1;false;2058;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;6;4;1;1;6;1;false;5584;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;3;4;2;1;3;1;false;3154;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;3;4;2;1;3;1;false;3951;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;1;4;4;1;1;1;true;693;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";5;1;4;4;1;1;1;true;617;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;4;4;1;1;4;1;false;15171;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";4;5;4;0;1;5;1;false;5371;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";4;8;4;3;1;8;1;false;4982;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;1;4;4;1;1;1;true;1172;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";5;8;4;3;1;8;1;false;6343;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";4;5;4;0;1;5;1;false;4728;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;8;4;3;1;8;1;false;4542;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;8;4;3;1;8;1;false;5758;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;4;4;1;1;4;1;false;9895;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;5;4;0;1;5;1;false;8901;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;3;4;2;1;3;1;false;2389;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;4;4;1;1;4;1;false;9308;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;9;4;4;1;9;1;false;8807;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";8;2;4;3;1;2;1;false;2142;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;5;4;0;1;5;1;false;1441;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";5;6;4;1;1;6;1;false;6471;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";4;1;4;4;1;1;1;true;1406;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";5;9;4;4;1;9;1;false;4060;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";2;1;4;4;1;1;1;true;1131;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";4;5;4;0;1;5;1;false;4351;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";6;2;4;3;1;2;1;false;2570;
"younger than 18";"Undergraduate student (BSc not yet finished)";"I do not study";"none";4;2;4;3;1;2;1;false;1822;
