"Age";"Status";"Studies";"YearsOfExperience";Length;Segment;Row;Density;number_of_given_answers;expected_answer;given_answer;is_correct;time_in_milliseconds;
"undefined";"undefined";"undefined";"undefined";0;2;6;41;1;7;1;false;835;
"undefined";"undefined";"undefined";"undefined";0;1;4;48;1;5;1;false;692;
"undefined";"undefined";"undefined";"undefined";20;4;6;20;1;7;1;false;760;
"undefined";"undefined";"undefined";"undefined";20;0;6;27;1;7;1;false;717;
"undefined";"undefined";"undefined";"undefined";20;0;8;27;1;9;1;false;596;
"undefined";"undefined";"undefined";"undefined";20;3;1;34;1;2;1;false;756;
"undefined";"undefined";"undefined";"undefined";20;1;6;34;1;7;1;false;808;
"undefined";"undefined";"undefined";"undefined";0;3;8;27;1;9;1;false;559;
"undefined";"undefined";"undefined";"undefined";20;0;5;27;1;6;1;false;523;
"undefined";"undefined";"undefined";"undefined";20;0;7;27;1;8;1;false;554;
"undefined";"undefined";"undefined";"undefined";0;3;5;48;1;6;1;false;677;
"undefined";"undefined";"undefined";"undefined";0;0;2;41;1;3;1;false;576;
"undefined";"undefined";"undefined";"undefined";0;2;0;27;1;1;1;true;511;
"undefined";"undefined";"undefined";"undefined";0;0;7;34;1;8;1;false;586;
"undefined";"undefined";"undefined";"undefined";0;0;2;41;1;3;1;false;556;
"undefined";"undefined";"undefined";"undefined";20;1;1;20;1;2;1;false;639;
"undefined";"undefined";"undefined";"undefined";20;3;3;34;1;4;1;false;537;
"undefined";"undefined";"undefined";"undefined";20;3;5;33;1;6;1;false;541;
"undefined";"undefined";"undefined";"undefined";20;1;5;34;1;6;1;false;555;
"undefined";"undefined";"undefined";"undefined";20;0;0;6;1;1;1;true;512;
"undefined";"undefined";"undefined";"undefined";0;2;0;27;1;1;1;true;549;
"undefined";"undefined";"undefined";"undefined";20;2;6;34;1;7;1;false;933;
"undefined";"undefined";"undefined";"undefined";0;4;7;34;1;8;1;false;519;
"undefined";"undefined";"undefined";"undefined";20;1;4;34;1;5;1;false;575;
"undefined";"undefined";"undefined";"undefined";0;1;6;41;1;7;1;false;676;
"undefined";"undefined";"undefined";"undefined";0;3;0;27;1;1;1;true;529;
"undefined";"undefined";"undefined";"undefined";20;3;8;13;1;9;1;false;565;
"undefined";"undefined";"undefined";"undefined";20;1;7;31;1;8;1;false;814;
"undefined";"undefined";"undefined";"undefined";0;2;8;27;1;9;1;false;552;
"undefined";"undefined";"undefined";"undefined";0;0;6;41;1;7;1;false;528;
"undefined";"undefined";"undefined";"undefined";20;3;4;32;1;5;1;false;590;
"undefined";"undefined";"undefined";"undefined";0;2;7;34;1;8;1;false;644;
"undefined";"undefined";"undefined";"undefined";20;3;7;20;1;8;1;false;634;
"undefined";"undefined";"undefined";"undefined";20;3;6;27;1;7;1;false;619;
"undefined";"undefined";"undefined";"undefined";20;4;5;27;1;6;1;false;539;
"undefined";"undefined";"undefined";"undefined";20;2;7;27;1;8;1;false;715;
"undefined";"undefined";"undefined";"undefined";20;0;1;13;1;2;1;false;566;
"undefined";"undefined";"undefined";"undefined";20;4;1;28;1;2;1;false;521;
"undefined";"undefined";"undefined";"undefined";20;0;2;17;1;3;1;false;503;
"undefined";"undefined";"undefined";"undefined";20;1;8;27;1;9;1;false;696;
"undefined";"undefined";"undefined";"undefined";20;1;3;34;1;4;1;false;701;
"undefined";"undefined";"undefined";"undefined";20;4;8;6;1;9;1;false;672;
"undefined";"undefined";"undefined";"undefined";0;1;5;48;1;6;1;false;589;
"undefined";"undefined";"undefined";"undefined";20;2;4;34;1;5;1;false;818;
"undefined";"undefined";"undefined";"undefined";20;2;8;20;1;9;1;false;714;
"undefined";"undefined";"undefined";"undefined";20;4;6;20;1;7;1;false;634;
"undefined";"undefined";"undefined";"undefined";0;2;7;34;1;8;1;false;622;
"undefined";"undefined";"undefined";"undefined";0;1;5;48;1;6;1;false;670;
"undefined";"undefined";"undefined";"undefined";0;1;0;27;1;1;1;true;616;
"undefined";"undefined";"undefined";"undefined";0;3;8;27;1;9;1;false;668;
"undefined";"undefined";"undefined";"undefined";0;3;3;48;1;4;1;false;652;
"undefined";"undefined";"undefined";"undefined";20;4;4;27;1;5;1;false;593;
"undefined";"undefined";"undefined";"undefined";0;2;2;41;1;3;1;false;928;
"undefined";"undefined";"undefined";"undefined";0;0;4;48;1;5;1;false;766;
"undefined";"undefined";"undefined";"undefined";0;4;2;41;1;3;1;false;750;
"undefined";"undefined";"undefined";"undefined";0;1;8;27;1;9;1;false;651;
"undefined";"undefined";"undefined";"undefined";0;1;3;48;1;4;1;false;725;
"undefined";"undefined";"undefined";"undefined";20;1;0;13;1;1;1;true;581;
"undefined";"undefined";"undefined";"undefined";20;2;0;17;1;1;1;true;607;
"undefined";"undefined";"undefined";"undefined";20;4;0;27;1;1;1;true;563;
"undefined";"undefined";"undefined";"undefined";0;2;1;34;1;2;1;false;601;
"undefined";"undefined";"undefined";"undefined";0;4;8;27;1;9;1;false;566;
"undefined";"undefined";"undefined";"undefined";0;3;8;27;1;9;1;false;520;
"undefined";"undefined";"undefined";"undefined";0;1;0;27;1;1;1;true;562;
"undefined";"undefined";"undefined";"undefined";20;0;3;29;1;4;1;false;530;
"undefined";"undefined";"undefined";"undefined";20;1;0;14;1;1;1;true;497;
"undefined";"undefined";"undefined";"undefined";20;3;3;33;1;4;1;false;923;
"undefined";"undefined";"undefined";"undefined";20;4;5;27;1;6;1;false;534;
"undefined";"undefined";"undefined";"undefined";20;0;7;29;1;8;1;false;546;
"undefined";"undefined";"undefined";"undefined";0;3;6;41;1;7;1;false;799;
"undefined";"undefined";"undefined";"undefined";20;2;8;20;1;9;1;false;598;
"undefined";"undefined";"undefined";"undefined";0;2;8;27;1;9;1;false;569;
"undefined";"undefined";"undefined";"undefined";20;2;0;20;1;1;1;true;518;
"undefined";"undefined";"undefined";"undefined";20;1;4;34;1;5;1;false;621;
"undefined";"undefined";"undefined";"undefined";20;4;3;27;1;4;1;false;618;
"undefined";"undefined";"undefined";"undefined";20;0;1;13;1;2;1;false;585;
"undefined";"undefined";"undefined";"undefined";20;0;2;17;1;3;1;false;456;
"undefined";"undefined";"undefined";"undefined";20;1;6;34;1;7;1;false;612;
"undefined";"undefined";"undefined";"undefined";20;3;2;34;1;3;1;false;791;
"undefined";"undefined";"undefined";"undefined";0;1;2;41;1;3;1;false;600;
"undefined";"undefined";"undefined";"undefined";20;3;1;34;1;2;1;false;560;
"undefined";"undefined";"undefined";"undefined";0;4;2;41;1;3;1;false;530;
"undefined";"undefined";"undefined";"undefined";20;4;4;28;1;5;1;false;528;
"undefined";"undefined";"undefined";"undefined";0;0;0;27;1;1;1;true;565;
"undefined";"undefined";"undefined";"undefined";0;1;8;27;1;9;1;false;516;
"undefined";"undefined";"undefined";"undefined";0;0;7;34;1;8;1;false;564;
"undefined";"undefined";"undefined";"undefined";0;0;3;48;1;4;1;false;549;
"undefined";"undefined";"undefined";"undefined";20;1;8;27;1;9;1;false;773;
"undefined";"undefined";"undefined";"undefined";0;2;4;48;1;5;1;false;1156;
"undefined";"undefined";"undefined";"undefined";0;0;1;34;1;2;1;false;518;
"undefined";"undefined";"undefined";"undefined";20;3;2;34;1;3;1;false;625;
"undefined";"undefined";"undefined";"undefined";0;3;5;48;1;6;1;false;762;
"undefined";"undefined";"undefined";"undefined";0;4;8;27;1;9;1;false;569;
"undefined";"undefined";"undefined";"undefined";20;1;8;27;1;9;1;false;626;
"undefined";"undefined";"undefined";"undefined";20;1;5;34;1;6;1;false;694;
"undefined";"undefined";"undefined";"undefined";0;3;6;41;1;7;1;false;639;
"undefined";"undefined";"undefined";"undefined";0;3;6;41;1;7;1;false;668;
"undefined";"undefined";"undefined";"undefined";0;4;3;48;1;4;1;false;501;
"undefined";"undefined";"undefined";"undefined";20;3;0;26;1;1;1;true;613;
"undefined";"undefined";"undefined";"undefined";0;4;5;48;1;6;1;false;670;
"undefined";"undefined";"undefined";"undefined";0;4;5;48;1;6;1;false;548;
"undefined";"undefined";"undefined";"undefined";20;3;4;34;1;5;1;false;561;
"undefined";"undefined";"undefined";"undefined";20;0;6;27;1;7;1;false;526;
"undefined";"undefined";"undefined";"undefined";0;1;7;34;1;8;1;false;769;
"undefined";"undefined";"undefined";"undefined";20;2;4;34;1;5;1;false;1059;
"undefined";"undefined";"undefined";"undefined";20;0;2;20;1;3;1;false;571;
"undefined";"undefined";"undefined";"undefined";20;2;0;20;1;1;1;true;544;
"undefined";"undefined";"undefined";"undefined";20;0;5;26;1;6;1;false;696;
"undefined";"undefined";"undefined";"undefined";0;2;6;41;1;7;1;false;755;
"undefined";"undefined";"undefined";"undefined";0;2;8;27;1;9;1;false;629;
"undefined";"undefined";"undefined";"undefined";0;0;2;41;1;3;1;false;762;
"undefined";"undefined";"undefined";"undefined";0;0;5;48;1;6;1;false;579;
"undefined";"undefined";"undefined";"undefined";0;1;8;27;1;9;1;false;513;
"undefined";"undefined";"undefined";"undefined";0;2;0;27;1;1;1;true;586;
"undefined";"undefined";"undefined";"undefined";20;1;1;20;1;2;1;false;574;
"undefined";"undefined";"undefined";"undefined";0;2;1;34;1;2;1;false;621;
"undefined";"undefined";"undefined";"undefined";0;4;5;48;1;6;1;false;596;
"undefined";"undefined";"undefined";"undefined";20;1;5;34;1;6;1;false;994;
"undefined";"undefined";"undefined";"undefined";0;1;6;41;1;7;1;false;602;
"undefined";"undefined";"undefined";"undefined";20;4;8;6;1;9;1;false;781;
"undefined";"undefined";"undefined";"undefined";0;0;0;15;1;1;1;true;564;
"undefined";"undefined";"undefined";"undefined";0;3;4;48;1;5;1;false;588;
"undefined";"undefined";"undefined";"undefined";0;1;2;41;1;3;1;false;622;
"undefined";"undefined";"undefined";"undefined";0;3;4;48;1;5;1;false;587;
"undefined";"undefined";"undefined";"undefined";0;4;2;41;1;3;1;false;631;
"undefined";"undefined";"undefined";"undefined";20;2;1;27;1;2;1;false;823;
"undefined";"undefined";"undefined";"undefined";20;2;2;34;1;3;1;false;657;
"undefined";"undefined";"undefined";"undefined";0;4;7;34;1;8;1;false;641;
"undefined";"undefined";"undefined";"undefined";0;2;7;34;1;8;1;false;785;
"undefined";"undefined";"undefined";"undefined";20;1;3;34;1;4;1;false;768;
"undefined";"undefined";"undefined";"undefined";20;3;5;32;1;6;1;false;834;
"undefined";"undefined";"undefined";"undefined";20;4;1;27;1;2;1;false;583;
"undefined";"undefined";"undefined";"undefined";0;1;3;48;1;4;1;false;710;
"undefined";"undefined";"undefined";"undefined";0;1;4;48;1;5;1;false;1000;
"undefined";"undefined";"undefined";"undefined";0;1;5;48;1;6;1;false;839;
"undefined";"undefined";"undefined";"undefined";0;4;0;27;1;1;1;true;562;
"undefined";"undefined";"undefined";"undefined";0;0;3;48;1;4;1;false;665;
"undefined";"undefined";"undefined";"undefined";20;4;0;27;1;1;1;true;591;
"undefined";"undefined";"undefined";"undefined";0;3;5;48;1;6;1;false;868;
"undefined";"undefined";"undefined";"undefined";20;3;5;34;1;6;1;false;801;
"undefined";"undefined";"undefined";"undefined";0;4;6;29;1;7;1;false;602;
"undefined";"undefined";"undefined";"undefined";20;4;7;13;1;8;1;false;593;
"undefined";"undefined";"undefined";"undefined";0;1;7;34;1;8;1;false;590;
"undefined";"undefined";"undefined";"undefined";0;0;8;27;1;9;1;false;541;
"undefined";"undefined";"undefined";"undefined";0;4;8;27;1;9;1;false;542;
"undefined";"undefined";"undefined";"undefined";20;1;4;34;1;5;1;false;777;
"undefined";"undefined";"undefined";"undefined";20;4;4;27;1;5;1;false;637;
"undefined";"undefined";"undefined";"undefined";20;0;0;6;1;1;1;true;572;
"undefined";"undefined";"undefined";"undefined";20;0;6;27;1;7;1;false;766;
"undefined";"undefined";"undefined";"undefined";0;3;4;48;1;5;1;false;728;
"undefined";"undefined";"undefined";"undefined";0;0;4;48;1;5;1;false;573;
"undefined";"undefined";"undefined";"undefined";20;3;7;20;1;8;1;false;795;
"undefined";"undefined";"undefined";"undefined";0;1;1;34;1;2;1;false;747;
"undefined";"undefined";"undefined";"undefined";0;0;5;48;1;6;1;false;658;
"undefined";"undefined";"undefined";"undefined";20;3;0;27;1;1;1;true;615;
"undefined";"undefined";"undefined";"undefined";20;0;3;27;1;4;1;false;532;
"undefined";"undefined";"undefined";"undefined";20;0;7;27;1;8;1;false;534;
"undefined";"undefined";"undefined";"undefined";20;1;0;13;1;1;1;true;650;
"undefined";"undefined";"undefined";"undefined";20;4;3;27;1;4;1;false;545;
"undefined";"undefined";"undefined";"undefined";20;3;3;34;1;4;1;false;1105;
"undefined";"undefined";"undefined";"undefined";0;4;4;34;1;5;1;false;578;
"undefined";"undefined";"undefined";"undefined";0;0;8;27;1;9;1;false;591;
"undefined";"undefined";"undefined";"undefined";20;1;7;34;1;8;1;false;540;
"undefined";"undefined";"undefined";"undefined";0;4;4;48;1;5;1;false;578;
"undefined";"undefined";"undefined";"undefined";0;1;3;48;1;4;1;false;1000;
"undefined";"undefined";"undefined";"undefined";0;1;1;34;1;2;1;false;680;
"undefined";"undefined";"undefined";"undefined";20;1;3;34;1;4;1;false;764;
"undefined";"undefined";"undefined";"undefined";20;2;5;34;1;6;1;false;1026;
"undefined";"undefined";"undefined";"undefined";20;4;8;6;1;9;1;false;831;
"undefined";"undefined";"undefined";"undefined";0;2;3;48;1;4;1;false;955;
"undefined";"undefined";"undefined";"undefined";0;3;1;34;1;2;1;false;720;
"undefined";"undefined";"undefined";"undefined";20;3;0;27;1;1;1;true;602;
"undefined";"undefined";"undefined";"undefined";20;3;8;13;1;9;1;false;677;
"undefined";"undefined";"undefined";"undefined";0;1;4;48;1;5;1;false;844;
"undefined";"undefined";"undefined";"undefined";20;0;4;28;1;5;1;false;758;
"undefined";"undefined";"undefined";"undefined";0;0;6;41;1;7;1;false;930;
"undefined";"undefined";"undefined";"undefined";20;3;6;27;1;7;1;false;704;
"undefined";"undefined";"undefined";"undefined";20;1;6;34;1;7;1;false;871;
"undefined";"undefined";"undefined";"undefined";0;1;6;41;1;7;1;false;888;
"undefined";"undefined";"undefined";"undefined";20;0;0;7;1;1;1;true;580;
"undefined";"undefined";"undefined";"undefined";0;2;4;48;1;5;1;false;746;
"undefined";"undefined";"undefined";"undefined";0;3;2;41;1;3;1;false;634;
"undefined";"undefined";"undefined";"undefined";0;2;5;48;1;6;1;false;866;
"undefined";"undefined";"undefined";"undefined";20;2;1;28;1;2;1;false;756;
