"Age";"Status";"Studies";"YearsOfExperience";Length;Level;Chain_Length;Distance_from_Center;number_of_given_answers;expected_answer;given_answer;is_correct;time_in_milliseconds;
"undefined";"undefined";"undefined";"undefined";6;4;4;1;1;10;1;false;998;
"undefined";"undefined";"undefined";"undefined";4;4;4;1;1;10;1;false;946;
"undefined";"undefined";"undefined";"undefined";4;4;4;1;1;6;1;false;822;
"undefined";"undefined";"undefined";"undefined";8;9;4;4;1;9;1;false;581;
"undefined";"undefined";"undefined";"undefined";2;8;4;3;1;7;1;false;603;
"undefined";"undefined";"undefined";"undefined";8;1;4;4;1;3;1;false;722;
"undefined";"undefined";"undefined";"undefined";5;6;4;1;1;10;1;false;1295;
"undefined";"undefined";"undefined";"undefined";5;1;4;4;1;9;1;false;630;
"undefined";"undefined";"undefined";"undefined";4;9;4;4;1;2;1;false;588;
"undefined";"undefined";"undefined";"undefined";8;6;4;1;1;9;1;false;858;
"undefined";"undefined";"undefined";"undefined";5;3;4;2;1;3;1;false;860;
"undefined";"undefined";"undefined";"undefined";2;7;4;2;1;8;1;false;856;
"undefined";"undefined";"undefined";"undefined";4;3;4;2;1;4;1;false;798;
"undefined";"undefined";"undefined";"undefined";6;9;4;4;1;9;1;false;590;
"undefined";"undefined";"undefined";"undefined";6;5;4;0;1;2;1;false;875;
"undefined";"undefined";"undefined";"undefined";4;3;4;2;1;8;1;false;769;
"undefined";"undefined";"undefined";"undefined";4;3;4;2;1;9;1;false;822;
"undefined";"undefined";"undefined";"undefined";4;9;4;4;1;4;1;false;608;
"undefined";"undefined";"undefined";"undefined";8;1;4;4;1;8;1;false;633;
"undefined";"undefined";"undefined";"undefined";6;3;4;2;1;5;1;false;820;
"undefined";"undefined";"undefined";"undefined";2;6;4;1;1;2;1;false;866;
"undefined";"undefined";"undefined";"undefined";5;4;4;1;1;3;1;false;874;
"undefined";"undefined";"undefined";"undefined";5;6;4;1;1;9;1;false;753;
"undefined";"undefined";"undefined";"undefined";4;5;4;0;1;10;1;false;815;
"undefined";"undefined";"undefined";"undefined";5;6;4;1;1;4;1;false;945;
"undefined";"undefined";"undefined";"undefined";2;1;4;4;1;7;1;false;710;
"undefined";"undefined";"undefined";"undefined";8;3;4;2;1;8;1;false;865;
"undefined";"undefined";"undefined";"undefined";8;5;4;0;1;10;1;false;857;
"undefined";"undefined";"undefined";"undefined";8;2;4;3;1;7;1;false;722;
"undefined";"undefined";"undefined";"undefined";4;2;4;3;1;4;1;false;749;
"undefined";"undefined";"undefined";"undefined";5;3;4;2;1;10;1;false;847;
"undefined";"undefined";"undefined";"undefined";8;5;4;0;1;5;1;false;963;
"undefined";"undefined";"undefined";"undefined";8;8;4;3;1;1;1;true;784;
"undefined";"undefined";"undefined";"undefined";8;3;4;2;1;1;1;true;720;
"undefined";"undefined";"undefined";"undefined";4;3;4;2;1;8;1;false;1001;
"undefined";"undefined";"undefined";"undefined";8;1;4;4;1;9;1;false;719;
"undefined";"undefined";"undefined";"undefined";4;1;4;4;1;7;1;false;669;
"undefined";"undefined";"undefined";"undefined";4;7;4;2;1;10;1;false;778;
"undefined";"undefined";"undefined";"undefined";5;9;4;4;1;9;1;false;648;
"undefined";"undefined";"undefined";"undefined";5;2;4;3;1;5;1;false;923;
"undefined";"undefined";"undefined";"undefined";2;3;4;2;1;8;1;false;996;
"undefined";"undefined";"undefined";"undefined";5;4;4;1;1;9;1;false;1037;
"undefined";"undefined";"undefined";"undefined";2;7;4;2;1;9;1;false;913;
"undefined";"undefined";"undefined";"undefined";5;8;4;3;1;5;1;false;765;
"undefined";"undefined";"undefined";"undefined";6;8;4;3;1;8;1;false;909;
"undefined";"undefined";"undefined";"undefined";2;8;4;3;1;3;1;false;767;
"undefined";"undefined";"undefined";"undefined";2;1;4;4;1;7;1;false;685;
"undefined";"undefined";"undefined";"undefined";6;1;4;4;1;7;1;false;731;
"undefined";"undefined";"undefined";"undefined";4;2;4;3;1;7;1;false;768;
"undefined";"undefined";"undefined";"undefined";5;2;4;3;1;1;1;true;701;
"undefined";"undefined";"undefined";"undefined";5;7;4;2;1;3;1;false;794;
"undefined";"undefined";"undefined";"undefined";6;6;4;1;1;3;1;false;825;
"undefined";"undefined";"undefined";"undefined";8;8;4;3;1;2;1;false;784;
"undefined";"undefined";"undefined";"undefined";8;3;4;2;1;8;1;false;770;
"undefined";"undefined";"undefined";"undefined";6;4;4;1;1;2;1;false;765;
"undefined";"undefined";"undefined";"undefined";8;4;4;1;1;10;1;false;796;
"undefined";"undefined";"undefined";"undefined";8;5;4;0;1;1;1;true;881;
"undefined";"undefined";"undefined";"undefined";6;7;4;2;1;1;1;true;781;
"undefined";"undefined";"undefined";"undefined";5;1;4;4;1;7;1;false;694;
"undefined";"undefined";"undefined";"undefined";2;5;4;0;1;8;1;false;980;
"undefined";"undefined";"undefined";"undefined";8;3;4;2;1;2;1;false;1016;
"undefined";"undefined";"undefined";"undefined";8;2;4;3;1;4;1;false;788;
"undefined";"undefined";"undefined";"undefined";6;1;4;4;1;5;1;false;602;
"undefined";"undefined";"undefined";"undefined";2;5;4;0;1;1;1;true;887;
"undefined";"undefined";"undefined";"undefined";2;1;4;4;1;6;1;false;643;
"undefined";"undefined";"undefined";"undefined";4;9;4;4;1;5;1;false;612;
"undefined";"undefined";"undefined";"undefined";5;1;4;4;1;6;1;false;681;
"undefined";"undefined";"undefined";"undefined";6;1;4;4;1;7;1;false;609;
"undefined";"undefined";"undefined";"undefined";5;8;4;3;1;4;1;false;838;
"undefined";"undefined";"undefined";"undefined";2;9;4;4;1;6;1;false;660;
"undefined";"undefined";"undefined";"undefined";2;2;4;3;1;4;1;false;781;
"undefined";"undefined";"undefined";"undefined";4;5;4;0;1;9;1;false;903;
"undefined";"undefined";"undefined";"undefined";4;6;4;1;1;4;1;false;912;
"undefined";"undefined";"undefined";"undefined";8;1;4;4;1;10;1;false;629;
"undefined";"undefined";"undefined";"undefined";8;4;4;1;1;3;1;false;838;
"undefined";"undefined";"undefined";"undefined";4;8;4;3;1;10;1;false;719;
"undefined";"undefined";"undefined";"undefined";6;7;4;2;1;10;1;false;841;
"undefined";"undefined";"undefined";"undefined";2;9;4;4;1;2;1;false;682;
"undefined";"undefined";"undefined";"undefined";6;9;4;4;1;4;1;false;604;
"undefined";"undefined";"undefined";"undefined";6;3;4;2;1;4;1;false;905;
"undefined";"undefined";"undefined";"undefined";4;9;4;4;1;9;1;false;610;
"undefined";"undefined";"undefined";"undefined";6;6;4;1;1;4;1;false;831;
"undefined";"undefined";"undefined";"undefined";4;1;4;4;1;9;1;false;674;
"undefined";"undefined";"undefined";"undefined";6;5;4;0;1;2;1;false;802;
"undefined";"undefined";"undefined";"undefined";6;6;4;1;1;9;1;false;752;
"undefined";"undefined";"undefined";"undefined";8;8;4;3;1;1;1;true;652;
"undefined";"undefined";"undefined";"undefined";5;7;4;2;1;2;1;false;883;
"undefined";"undefined";"undefined";"undefined";4;2;4;3;1;8;1;false;838;
"undefined";"undefined";"undefined";"undefined";4;2;4;3;1;4;1;false;646;
"undefined";"undefined";"undefined";"undefined";8;7;4;2;1;1;1;true;864;
"undefined";"undefined";"undefined";"undefined";4;2;4;3;1;9;1;false;748;
"undefined";"undefined";"undefined";"undefined";4;7;4;2;1;6;1;false;1148;
"undefined";"undefined";"undefined";"undefined";5;8;4;3;1;3;1;false;768;
"undefined";"undefined";"undefined";"undefined";8;6;4;1;1;6;1;false;820;
"undefined";"undefined";"undefined";"undefined";6;6;4;1;1;8;1;false;829;
"undefined";"undefined";"undefined";"undefined";5;5;4;0;1;7;1;false;871;
"undefined";"undefined";"undefined";"undefined";6;8;4;3;1;3;1;false;705;
"undefined";"undefined";"undefined";"undefined";4;6;4;1;1;8;1;false;839;
"undefined";"undefined";"undefined";"undefined";2;3;4;2;1;3;1;false;892;
"undefined";"undefined";"undefined";"undefined";8;7;4;2;1;9;1;false;970;
"undefined";"undefined";"undefined";"undefined";4;1;4;4;1;5;1;false;698;
"undefined";"undefined";"undefined";"undefined";2;6;4;1;1;1;1;true;852;
"undefined";"undefined";"undefined";"undefined";2;3;4;2;1;4;1;false;905;
"undefined";"undefined";"undefined";"undefined";8;4;4;1;1;4;1;false;838;
"undefined";"undefined";"undefined";"undefined";6;9;4;4;1;10;1;false;624;
"undefined";"undefined";"undefined";"undefined";6;2;4;3;1;10;1;false;825;
"undefined";"undefined";"undefined";"undefined";2;5;4;0;1;6;1;false;1226;
"undefined";"undefined";"undefined";"undefined";8;7;4;2;1;9;1;false;1365;
"undefined";"undefined";"undefined";"undefined";6;2;4;3;1;6;1;false;786;
"undefined";"undefined";"undefined";"undefined";6;2;4;3;1;7;1;false;855;
"undefined";"undefined";"undefined";"undefined";4;6;4;1;1;2;1;false;844;
"undefined";"undefined";"undefined";"undefined";4;4;4;1;1;10;1;false;779;
"undefined";"undefined";"undefined";"undefined";2;4;4;1;1;2;1;false;880;
"undefined";"undefined";"undefined";"undefined";2;5;4;0;1;1;1;true;1100;
"undefined";"undefined";"undefined";"undefined";6;7;4;2;1;1;1;true;851;
"undefined";"undefined";"undefined";"undefined";5;9;4;4;1;4;1;false;595;
"undefined";"undefined";"undefined";"undefined";6;7;4;2;1;7;1;false;879;
"undefined";"undefined";"undefined";"undefined";2;6;4;1;1;3;1;false;1055;
"undefined";"undefined";"undefined";"undefined";6;5;4;0;1;7;1;false;996;
"undefined";"undefined";"undefined";"undefined";2;1;4;4;1;6;1;false;683;
"undefined";"undefined";"undefined";"undefined";2;8;4;3;1;7;1;false;942;
"undefined";"undefined";"undefined";"undefined";4;1;4;4;1;6;1;false;840;
"undefined";"undefined";"undefined";"undefined";8;6;4;1;1;6;1;false;1740;
"undefined";"undefined";"undefined";"undefined";4;7;4;2;1;3;1;false;825;
"undefined";"undefined";"undefined";"undefined";4;6;4;1;1;1;1;true;903;
"undefined";"undefined";"undefined";"undefined";2;8;4;3;1;5;1;false;868;
"undefined";"undefined";"undefined";"undefined";8;4;4;1;1;9;1;false;771;
"undefined";"undefined";"undefined";"undefined";5;3;4;2;1;5;1;false;1016;
"undefined";"undefined";"undefined";"undefined";5;3;4;2;1;2;1;false;1095;
"undefined";"undefined";"undefined";"undefined";6;9;4;4;1;6;1;false;654;
"undefined";"undefined";"undefined";"undefined";8;6;4;1;1;2;1;false;931;
"undefined";"undefined";"undefined";"undefined";5;6;4;1;1;2;1;false;1010;
"undefined";"undefined";"undefined";"undefined";5;2;4;3;1;9;1;false;889;
"undefined";"undefined";"undefined";"undefined";2;1;4;4;1;4;1;false;638;
"undefined";"undefined";"undefined";"undefined";2;4;4;1;1;2;1;false;1283;
"undefined";"undefined";"undefined";"undefined";5;5;4;0;1;5;1;false;859;
"undefined";"undefined";"undefined";"undefined";2;8;4;3;1;10;1;false;879;
"undefined";"undefined";"undefined";"undefined";6;5;4;0;1;3;1;false;896;
"undefined";"undefined";"undefined";"undefined";6;2;4;3;1;4;1;false;902;
"undefined";"undefined";"undefined";"undefined";2;5;4;0;1;8;1;false;918;
"undefined";"undefined";"undefined";"undefined";2;9;4;4;1;2;1;false;596;
"undefined";"undefined";"undefined";"undefined";2;4;4;1;1;10;1;false;1001;
"undefined";"undefined";"undefined";"undefined";2;2;4;3;1;1;1;true;797;
"undefined";"undefined";"undefined";"undefined";5;7;4;2;1;10;1;false;896;
"undefined";"undefined";"undefined";"undefined";5;4;4;1;1;8;1;false;1006;
"undefined";"undefined";"undefined";"undefined";4;9;4;4;1;9;1;false;667;
"undefined";"undefined";"undefined";"undefined";6;3;4;2;1;9;1;false;1010;
"undefined";"undefined";"undefined";"undefined";8;5;4;0;1;7;1;false;864;
"undefined";"undefined";"undefined";"undefined";6;3;4;2;1;6;1;false;894;
"undefined";"undefined";"undefined";"undefined";8;3;4;2;1;7;1;false;851;
"undefined";"undefined";"undefined";"undefined";5;2;4;3;1;4;1;false;854;
"undefined";"undefined";"undefined";"undefined";6;8;4;3;1;10;1;false;915;
"undefined";"undefined";"undefined";"undefined";6;4;4;1;1;4;1;false;791;
"undefined";"undefined";"undefined";"undefined";8;8;4;3;1;6;1;false;783;
"undefined";"undefined";"undefined";"undefined";2;7;4;2;1;4;1;false;928;
"undefined";"undefined";"undefined";"undefined";4;8;4;3;1;6;1;false;802;
"undefined";"undefined";"undefined";"undefined";8;1;4;4;1;5;1;false;663;
"undefined";"undefined";"undefined";"undefined";5;5;4;0;1;3;1;false;987;
"undefined";"undefined";"undefined";"undefined";4;1;4;4;1;10;1;false;649;
"undefined";"undefined";"undefined";"undefined";2;6;4;1;1;8;1;false;1035;
"undefined";"undefined";"undefined";"undefined";2;6;4;1;1;10;1;false;983;
